Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Janus International Group","JBI","770.66","5.55","1119113","8.19","6.53","15.39","13.64","-25.12","-8.26","7.6","10.68","4.74","168","Construction","Building Products - Miscellaneous","4.82","3"
"Jazz Pharmaceuticals","JAZZ","16654.48","256.56","786218","1.46","5.23","12.15","96.75","33.17","4.88","37.76","261.62","105.93","150","Medical","Medical - Biomedical and Genetics","20.45","3"
"Jefferies Financial Group","JEF","10969.71","56.62","1891914","3.7","8.7","8.41","59.99","-19.38","53.86","11.73","70.36","36.02","152","Finance","Financial - Miscellaneous Services","7.58","3"
"Jefferson Capital, Inc.","JCAP","1307.44","21.22","356125","5.52","12.57","18.75","72.61","-16.18","41.53","26.89","23.37","15.52","152","Finance","Financial - Miscellaneous Services","25.42","3"
"JetBlue Airways","JBLU","2290.28","6.07","39537448",".66","5.38","32.53","83.95","17.72","-2.34","-9.41","6.46","4.03","163","Transportation","Transportation - Airline","-9.32","3"
"JinkoSolar","JKS","890.82","17.01","693907","12.35","7.86","-30.85","15.19","-41.84","-25.9","-4.1","30.58","14.58","156","Oils-Energy","Solar","-5.62","3"
"Joby Aviation, Inc.","JOBY","8498.67","8.64","47338604","20.84","11.92","-16.6","15.4","-42.24","39183.09","-716.81","19.57","6.65","70","Aerospace","Aerospace - Defense","-755.11","3"
"John Wiley & Sons","WLY","2656.29","52.33","432468",".25","4.02","31.19","87.41","50.76","-.06","13.29","55.72","28.79","221","Consumer Staples","Publishing - Books","13.22","2"
"Johnson & Johnson","JNJ","624742.06","259.24","8098632","1.13",".88","14.35","91.72","10.54","6.05","27.07","267.24","170.59","219","Medical","Large Cap Pharmaceuticals","21.48","3"
"Johnson Controls International","JCI","92199.91","152.21","3599946","3.78","6.58","6.38","95.41","12.16","2.81","11.77","154.55","103.52","168","Construction","Building Products - Wood","14.32","3"
"Joint Stock Company Kaspi.kz Sponsored ADR","KSPI","17159.46","90.3","407374","1.71",".7","3.19","74.33","1.99","59.58","24.89","97.71","68.84","153","Business Services","Financial Transaction Services","24.89","3"
"Jones Lang LaSalle","JLL","16672.27","362.38","394874","2.07","11.69","25.73","89.02","-4.96","11.45","3.82","373.24","274.32","178","Finance","Real Estate - Operations","3.64","3"
"KB Home","KBH","3592.14","58.59","1030298","6.59","4.03","30","59.09","-8.35","-10.01","5.38","67.97","45.04","190","Construction","Building Products - Home Builders","4.94","3"
"KBR","KBR","4795.62","38.04","1770653","3.91","7.25","26.55","37.03","-16.5",".57","6.55","51.61","30.06","98","Construction","Engineering - R and D Services","5.49","3"
"KE Hodlings","BEKE","19065.46","17.04","3240685",".53","9.44","-6.22","45.57","-4.59","5.63","5.81","20.36","14.26","170","Computer and Technology","Internet - Services","3.77","3"
"KINETIK HLDGS","KNTK","7984.86","49.18","999883","-2.75","1.78","-4.08","87.37","20.38","18.98","26.83","51.71","31.68","203","Oils-Energy","Oil and Gas - Field Services","26.19","3"
"KKR & Co.","KKR","92285.91","102.81","4227751","1.36","6.06","6.02","28.92","-28.84","-11.04","82.52","149.34","83.88","61","Finance","Financial - Investment Management","14.41","3"
"KKR Real Estate Finance Trust","KREF","454.57","7.76","1276216","11.49","5.43","22.59","47.12","-16.7","-22.85","-11.33","9.87","5.88","181","Finance","REIT and Equity Trust","-47.33","2"
"KLA","KLAC","258786.17","198.11","12184423","8.36","-14.43","9.8","52.33","43.87","11.71","36.52","301.71","84.39","47","Computer and Technology","Electronics - Miscellaneous Products","35.57","1"
"KT","KT","8920.57","18.5","1585626","2.27","3.06","-5.52","17.03","-13.94","2.63","5.51","24.54","17.26","83","Computer and Technology","Wireless Non-US ","5.51","2"
"Kanzhun","BZ","6755.15","16.47","2887450","1.17","19.69","17.06","31.16","-28.69","17.32","44.73","24.91","12.65","102","Computer and Technology","Internet - Software","40.21","3"
"Karman Holdings Inc.","KRMN","7717.01","58.23","4086330","20.93","16.44","-7.23","19.01","-29.78","36.57","10.4","115.29","44.84","70","Aerospace","Aerospace - Defense Equipment","6.31","4"
"Kayne Anderson BDC, Inc.","KBDC","936.86","14.12","335982","6.17","2.77","-3.88","38.13","-12.99","10.66","49.37","15.71","13.14","181","Finance","Financial - SBIC & Commercial Industry","37.3","3"
"Kearny Financial","KRNY","616.32","9.52","506353","-.73","2.04","20.81","94.33","13.37","1.05","20.93","9.74","5.86","83","Finance","Financial - Savings and Loan","10.45","3"
"Kelly Services","KELYA","526.63","15.19","364484","2.36","12.1","58.23","88.1","52.32","-1.87",".67","16.15","8.08","70","Business Services","Staffing Firms","-6.73","3"
"Kemper","KMPR","1678.5","28.51","832749",".46","-3.13","-3.97","17.83","-37.94","3.26","1.6","54.37","22.9","98","Finance","Insurance - Multi line","-10.84","4"
"Kenvue Inc.","KVUE","36936.48","19.23","21588478","-.05","-1.28","12.39","65.72","-1.63","-2.14","14.66","21.9","14.11","215","Consumer Staples","Consumer Products - Staples","10.76","3"
"Kestra Medical Technologies, Ltd.","KMTS","1547.12","26.4","374605","15.64","1.58","33.2","88.12","-12.16","59.03","-135.11","28.01","14.46","157","Medical","Medical - Products","-138.36","3"
"Keurig Dr Pepper","KDP","40830.39","30.01","12549042","-3.57","-5.24","3.73","47.58","-5.46","8.16","14.68","35.2","25.3","85","Consumer Staples","Beverages - Soft drinks","7.1","3"
"KeyCorp","KEY","24255.83","22.73","10508296",".62","-2.45","8.03","82.52","-2.82","21.57","25.35","23.99","16.78","29","Finance","Banks - Major Regional","17.83","3"
"Keysight Technologies","KEYS","58270.2","340.97","1205183","6.86","5.87","-2.3","84.93","48.08","7.95","24.66","373.34","158.51","6","Computer and Technology","Electronics - Measuring Instruments","17.25","2"
"Kilroy Realty","KRC","4416.25","37.97","1344936","-2.19","-1.12","10.51","61.3","-10.34","-2.02","15.47","44.44","27.72","80","Finance","REIT and Equity Trust - Other","15.47","3"
"Kimbell Royalty","KRP","1614.46","14.98","749058",".07","1.9","-2.98","85.18","12.4","7.93","27.17","15.61","11.36","237","Oils-Energy","Oil and Gas - Royalty Trust - United States","27.17","4"
"KimberlyClark","KMB","36477.27","109.68","3947352",".34","-2.43","14.36","38.04","-4.07","-18","14.94","136.77","93.05","215","Consumer Staples","Consumer Products - Staples","11.79","3"
"Kimco Realty","KIM","16407.51","24.46","4621071","-4","-1.69","6.35","70.91","6.48","5.06","27.76","26.38","19.78","78","Finance","REIT and Equity Trust - Retail","27.76","2"
"Kinder Morgan","KMI","68696.85","30.85","10090833","-4.13","-3.95","-8.27","59.15","-.97","12.17","18.92","34.31","25.84","103","Oils-Energy","Oil and Gas - Production and Pipelines","19.31","2"
"KinderCare Learning Companies, Inc.","KLC","612.27","5.17","453691","-3.36","2.58","28.61","41.78","5.6","2.64","2.31","9.81","1.84","73","Consumer Discretionary","Schools","-15.48","3"
"Kingsoft Cloud","KC","3725.13","12.33","1528610","10.58","13.02","-19.57","38.94","5.22","28.16","-5.82","18.21","8.58","102","Computer and Technology","Internet - Software","-9.38","2"
"Kiniksa Pharmaceuticals International, plc","KNSA","5934.51","76.06","730232","2.31","19.89","34.6","90.04","62.71","60.09","9.59","80.92","32.15","150","Medical","Medical - Biomedical and Genetics","9.59","3"
"Kinsale Capital Group","KNSL","8513.66","373.76","333901","4.86","9.75","20.07","44.26","-15.68","18.04","25.04","478.99","290.2","103","Finance","Insurance - Property and Casualty","28.49","3"
"Kirby","KEX","6932.11","131.29","627233",".11","-8.67","-9.89","70.68","5.15","3.01","10.18","152.59","79.95","41","Transportation","Transportation - Shipping","10.18","2"
"Kite Realty Group Trust","KRG","5359.28","26.75","3036034","-6.53","-5.41","3.16","65.35","-1.52",".3","41.8","29.83","20.94","78","Finance","REIT and Equity Trust - Retail","41.8","3"
"Klarna Group plc","KLAR","7512.41","19.9","3297864","5.07","1.43","31.18","22.74","-39.26","24.83","-5.21","45.82","12.27","153","Business Services","Financial Transaction Services","-5.21","3"
"Klaviyo, Inc.","KVYO","4974.03","16.62","5611415","-6.84","-1.72","15.58","16.31","-54.83","31.63","17.14","35.92","12.86","102","Computer and Technology","Internet - Software",".49","4"
"Knife River Corporation","KNF","3791.8","66.8","702928","-8.71","-17.62","-11.99","19.83","-16.21","8.52","4.23","94.57","59.93","168","Construction","Building Products - Miscellaneous","4.23","4"
"KnightSwift Transportation","KNX","11396.17","70.02","4307464",".7","-6.88","1.39","71.43","18.18",".8","2.75","82.45","38.94","6","Transportation","Transportation - Truck",".56","3"
"Knowles","KN","3337.84","39.08","1004919","6.81","5.48","11.28","84.02","60.92","7.17","17.75","42.8","19.52","54","Computer and Technology","Communication - Components","10.63","1"
"Kodiak Gas Services, Inc.","KGS","5317.38","59.9","1752228","2.03","-11.7","-18.49","63.17","41.33","12.83","12.42","76.27","31.82","78","Oils-Energy","Oil and Gas - Mechanical and and Equipment","5.77","3"
"Kohl's","KSS","2188.62","19.3","3219301",".84","14.88","63.98","60.19","-16.56","-4.28","1.2","24.71","11.12","103","Retail-Wholesale","Retail - Regional Department Stores","1.76","3"
"Koninklijke Philips","PHG","26272.51","26.73","1382927","1.63","-2.45","5.95","21.67","-12.9","3.44","8.99","32.91","25.02","157","Medical","Medical - Products","6.3","3"
"Kontoor Brands","KTB","4258.74","77.05","637031","-7.99","-10.05","24.76","64.64","11.3","20.9","9.97","88.17","56.72","200","Consumer Discretionary","Textile - Apparel","8.3","2"
"Korea Electric Power","KEP","16036.26","12.49","1158092","4.52",".81","-3.92","9.8","-33.2",".15","8.95","23.26","11.32","160","Utilities","Utility - Electric Power","8.95","3"
"KornFerry International","KFY","4275.55","84.07","401267","2.19","14.94","31.77","97.54","12.37","6.43","9.66","84.69","59.54","70","Business Services","Staffing Firms","9.44","2"
"Kraft Heinz Company","KHC","30025.06","25.32","14868514","-2.05","1.89","10.47","60","-7.86","-3.5","11.51","28.06","21.21","207","Consumer Staples","Food - Miscellaneous","-13.64","3"
"Kratos Defense & Security Solutions","KTOS","11407.83","60.77","4100460","30.41","26.1","16.66","19.45","-29.36","18.53","8.07","130.72","43.88","70","Aerospace","Aerospace - Defense Equipment","2.03","3"
"Kronos Worldwide","KRO","988.69","8.59","529719","42.69","45.84","27.26","100","71.49","-1.47","-4.82","8.59","4.33","87","Basic Materials","Chemical - Diversified ","-5.63","2"
"Krystal Biotech","KRYS","9662.54","326.45","649056","-4.3","-10.76","6.58","78.65","16.84","33.94","54.82","378.15","136","150","Medical","Medical - Biomedical and Genetics","54.82","3"
"Kulicke and Soffa Industries","KLIC","4778.17","91.31","1037168","2.37","-19.49","-10.52","58.21","76.85","-7.38","15.19","133.81","32.11","32","Computer and Technology","Electronics - Manufacturing Machinery","12.18","3"
"Kura Oncology","KURA","849.57","9.57","1145619","6.22","-16.42","3.8","61.06","-18.72","25.24","-411.19","12.14","5.54","150","Medical","Medical - Biomedical and Genetics","-411.19","3"
"Kyivstar Group Ltd.","KYIV","3088.96","13.38","466348","-1.33","-12.44",".68","59.21","-9.04","25.9","25.39","16.17","9.33","193","Utilities","Wireline Non-US","12.73","3"
"Kymera Therapeutics","KYMR","8940.35","107.52","560157","3.98","-9.91","30.79","85.51","21.93","-16.7","-281.66","119.35","37.68","150","Medical","Medical - Biomedical and Genetics","-285.33","4"
"Kyndryl Holdings, Inc.","KD","3053.81","14.02","4579402","3.47","17.13","23.85","15.21","-53.42",".23","1.5","33.14","10.59","160","Business Services","Technology Services",".58","4"
"L3Harris Technologies","LHX","53382.15","286.67","1565839","3.47","-1.41","-5.51","15.59","-13.83","2.53","9.41","378.48","269.72","70","Aerospace","Aerospace - Defense","8.17","3"
"LATAM Airlines Group","LTM","16284.77","56.72","753861","7.51",".48","20.91","56.32","-7.33","12.95","9.95","68.46","41.58","163","Transportation","Transportation - Airline","9.69","1"
"LIBERTY ENERGY","LBRT","3254.04","19.94","6013662","6.57","-18.58","-39.48","41.49","-4.68","-7.16",".55","33.93","10.02","203","Oils-Energy","Oil and Gas - Field Services","2.92","3"
"LPL Financial","LPLA","28554.32","362.63","749891","2.52","14.38","20.99","75.96","-10.41","37.18","9.05","393.25","265.86","26","Finance","Financial - Investment Bank","5.13","3"
"LTC Properties","LTC","2148.14","39.85","614320","-.97","2.55","5.12","66.48","2.28","25.26","126.42","42.81","33.98","80","Finance","REIT and Equity Trust - Other","38.84","3"
"LXP Industrial Trust","LXP","3570.45","60.56","991963",".05","10.01","19.14","97.24","7.78","-2.3","18.66","61.15","39.8","80","Finance","REIT and Equity Trust - Residential","18.66","2"
"LaZBoy","LZB","1686.07","42.14","358130","7.01","7.55","22.86","100","-.23",".83","5.91","42.14","29.34","32","Consumer Discretionary","Furniture","4.8","3"
"Labcorp Holdings Inc.","LH","25884.69","319.17","815767","3.22","15.3","27.46","100","12.26","7.25","10.11","319.17","246.64","93","Medical","Medical Services","6.99","3"
"Ladder Capital Corp","LADR","1238.2","9.76","1296912","2.09","-.91","-1.31","12.02","-21.63","-23","50.44","11.81","9.48","181","Finance","REIT and Equity Trust","12.62","4"
"Lam Research","LRCX","389365.31","311.35","11406710","6.26","-11.13","9.35","63.85","60.5","26.02","31.57","433.33","95.94","31","Computer and Technology","Electronics - Semiconductors","31.27","1"
"Lamar Advertising","LAMR","16330.4","160.93","677666",".61","3.71","10.57","93.11","12.19","2.68","23.9","164.33","114.98","80","Finance","REIT and Equity Trust - Other","23.9","3"
"Lamb Weston","LW","7186.25","52.27","2041431","-.53","12.53","18.63","49.09","10.11","2.5","6.35","66.57","38.48","207","Consumer Staples","Food - Miscellaneous","4.39","3"
"Landstar System","LSTR","6210.12","182.99","566766","4.7","-12.58","3.95","59.52","12.37","-1.57","3.47","225.37","120.68","6","Transportation","Transportation - Truck","2.64","1"
"Lantronix","LTRX","262.58","5.97","738540","10.97","6.61","-4.78","55.4","-10.1","-23.33","4.19","8.45","2.89","174","Computer and Technology","Computer - Networking","-5.52","3"
"Lattice Semiconductor","LSCC","17815.13","130.03","2016561","4.64","-5.39","8.26","74.16","55.94","2.72","32.75","155.27","57.58","31","Computer and Technology","Electronics - Semiconductors","5.58","2"
"Laureate Education","LAUR","5281.31","38.34","1082032",".08","-5.24","19.36","86.74",".48","8.64","14.46","40.46","24.47","73","Consumer Discretionary","Schools","17.57","3"
"LeMaitre Vascular","LMAT","1862.7","81.45","398583","-19.61","-20.72","-16.3","6.38","-11.38","13.53","23.81","117.39","79","157","Medical","Medical - Products","25.02","4"
"Lear","LEA","6059.05","122.84","742570","-5.97","-9.77","-7.44","51.68","-5.41","-.2","3.15","148.68","95.2","172","Auto-Tires-Trucks","Automotive - Original Equipment","2.35","3"
"LegalZoom.com","LZ","988.2","5.77","2907307","-26.68","-20.41","-3.83","5.09","-48.73","10.88","14.08","11.18","5.48","170","Industrial Products","Industrial Services","2.13","2"
"Legend Biotech","LEGN","3854.1","20.75","2864130","11.86","-23.38","-24.68","19.47","-15.78","64.04","-21.98","37.71","16.65","150","Medical","Medical - Biomedical and Genetics","-21.98","3"
"Leggett & Platt","LEG","1313.99","9.62","1896279","-1.84","-12.07","4.91","25.85","-22.83","-7.49","3.52","12.89","8.48","32","Consumer Discretionary","Furniture","5.64","2"
"Leidos","LDOS","17263.96","137.57","1582308","19","28.55","11.22","37.74","-32.71","3.07","8.87","199.55","100","101","Computer and Technology","Computers - IT Services","7.8","3"
"Lemonade","LMND","4097.38","52.94","1632176","9.58","-24.92","3.1","11.52","-34.37","40.15","-14.2","96.57","47.26","98","Finance","Insurance - Multi line","-14.2","3"
"LendingTree","TREE","451.09","32.13","422270",".85","-29.07","-10.08",".92","-46.6","24.12","4.71","76.51","31.72","229","Finance","Financial - Mortgage & Related Services","14.33","3"
"Lennox International","LII","15198.75","439.77","611901","5.74","-20.34","-12.04","12.09","-20.08","-2.73","14.86","613.47","415.88","29","Construction","Building Products - Air Conditioner and Heating","14.61","3"
"Leonardo DRS, Inc.","DRS","11956.74","44.8","907284","-2.71","1.47","7.95","71.47","15.97","12.8","9.39","49.69","32.55","70","Aerospace","Aerospace - Defense Equipment","8.52","2"
"Levi Strauss & Co.","LEVI","9394.2","24.41","2109075","-.45",".41","16.35","85.3","3.86","-1.15","8.7","25.53","17.91","92","Retail-Wholesale","Retail - Apparel and Shoes","9.66","3"
"Li Auto","LI","13874.66","12.95","3649436","-4.99","7.02","-30.04","8.09","-32.5","-18.85","-1.72","26.69","11.74","191","Auto-Tires-Trucks","Automotive - Foreign","-1.72","4"
"Liberty Global Ltd","LBTYA","3598.47","10.55","2555548","-.57","-.57","-8.34","25.75","-16.43","12.36","-62.12","13.03","9.69","220","Utilities","Diversified Communication Services","-62.12","4"
"Liberty Latin America","LILA","1713.91","8.51","593774","4.42","16.74","18.52","91.15","1.62","-.33","-2.2","8.87","4.8","174","Computer and Technology","Wireless National","-2.2","3"
"Life Time Group Holdings","LTH","9789.87","43.81","2788432","-2.86","4.58","29.85","91.05","45.44","14.28","11.86","45.7","24.59","154","Consumer Discretionary","Leisure and Recreation Services","13.07","1"
"Life360, Inc.","LIF","5120.8","63.195","569866","16.92","15.81","64.01","34.48","-13.06","31.76","11.47","110.89","38.1","103","Industrial Products","Security and Safety Services","28.21","3"
"LifeStance Health Group","LFST","4204.13","10.84","3297879","3.44","1.26","41.7","90.42","35.87","13.85","3.19","11.58","3.86","93","Medical","Medical - Outpatient and Home Healthcare","3.19","3"
"LightPath Technologies","LPTH","820.03","13.06","2610135","25.94","11.24","13.37","65.47","6.71","17.26","-12.64","18.15","3.41","43","Computer and Technology","Electronics - Miscellaneous Components","-37.38","3"
"Lightspeed POS","LSPD","1441.24","10.46","886963","3.46","1.55","18.46","41.22","-23.59","13.95","5.73","13.44","8.37","102","Computer and Technology","Internet - Software","-7.81","3"
"Lincoln Educational Services","LINC","1300.23","40.99","691179","-1.98","-24.43","-16.52","61.22","49.77","17.76","5.36","55.68","17.8","73","Consumer Discretionary","Schools","4.11","3"
"Lincoln Electric","LECO","15368.44","281.96","395199","7.9","12.35","8.06","78.37","3.83","5.6","13.02","298.88","220.64","172","Industrial Products","Manufacturing - Tools & Related Products","12.35","2"
"Lincoln National","LNC","8812.32","46.03","2155954",".92","15.86","33.92","93.27","-8.79","-1.25","8.69","47","32.59","185","Finance","Insurance - Life Insurance","12.21","3"
"Lindblad Expeditions","LIND","2227.79","33.95","859923","14.77","28.02","81.84","99.29","107.75","19.59",".16","34.11","11.45","154","Consumer Discretionary","Leisure and Recreation Services","-2.08","3"
"Linde PLC","LIN","225871.06","489.98","2183473","2.42","-7.51","-3.19","63.97","1.4","2.97","22.75","546.64","389.38","87","Basic Materials","Chemical - Specialty","20.43","3"
"Lineage, Inc.","LINE","9644.29","42.36","1040338","-.02","-1.76","10.17","79.4","6.8",".28","-3.15","45.1","31.8","80","Finance","REIT and Equity Trust - Other","-3.15","3"
"Lionsgate Studios Corp.","LION","3858.46","12.97","2537034","-2.33","-3.71","2.61","67.43","25.36","-17.64","2.69","16.4","5.87","185","Consumer Discretionary","Media Conglomerates","-4.1","4"
"Liquidia Corporation","LQDA","8023.09","90.22","1307131","7.26","15.77","58.47","100","130.83","1031.18","7.74","90.22","19.21","150","Medical","Medical - Biomedical and Genetics","7.74","1"
"Lithia Motors","LAD","8257.52","375.63","401417","-2.54","19.73","43.41","71.89","-.26","3.86","2.1","427.48","243","193","Retail-Wholesale","Automotive - Retail and Whole Sales","1.88","3"
"Littelfuse","LFUS","11595.8","456.55","411845","3.26","9.97","2.34","87.19","59.29","8.92","12.73","489.1","234.94","43","Computer and Technology","Electronics - Miscellaneous Components","-.31","1"
"LivaNova","LIVN","4199.23","76.22","693319","-4.89","-7.68","8.89","76.02","9.31","10.75","15.95","85.32","47.36","150","Medical","Medical - Instruments","12.82","2"
"Live Nation Entertainment","LYV","42569.61","180.66","2055102","3.75",".48","6.98","90.28","11.87","8.83","1.69","186.59","125.61","32","Consumer Discretionary","Film and Television Production and Distribution",".34","3"
"LiveRamp","RAMP","2298.33","37.81","842177","-.16","-.18","27.48","98.72","13.6","9.03","19.02","38.01","22.42","160","Business Services","Technology Services","18.71","3"
"Lloyds Banking Group","LYG","91481.51","6.28","16796956","1.78","4.67","24.36","100","4.56","-41.55","24.97","6.28","4.27","93","Finance","Banks - Foreign","24.97","3"
"Loar Holdings Inc.","LOAR","6639.7","70.87","624375","3.54","-3.04","23.47","60.82","-8.03","23.2","21.65","81.9","53.75","70","Aerospace","Aerospace - Defense Equipment","11.6","3"
"Lockheed Martin","LMT","135693.42","587.95","1225072",".89","12.37","13.94","64.65","7.27","5.64","8.65","676.7","425.63","70","Aerospace","Aerospace - Defense","8.16","3"
"Logitech International","LOGI","15586.8","106.33","1276388","3.76","4.3","3.24","50.16","-6.38","6.28","19.05","126.69","85.84","234","Computer and Technology","Computer - Peripheral Equipment","16.28","3"
"Loma Negra Compania Industrial Argentina","LOMA","1218.31","10.44","356880","-9.06","-9.38",".48","55.26","-28.86","-9.74","5.05","13.12","7.13","190","Construction","Building Products - Home Builders","5.05","3"
"Lowe's Companies","LOW","125233.93","223.35","3177530","7.48","5.54","2.26","25.07","-18.28","3.12","7.87","287.39","201.92","187","Retail-Wholesale","Retail - Home Furnishings","7.51","4"
"Lsb Industries","LXU","692.62","9.62","894104","-11.58","-11.82","-33.66","25.31","-.13","17.77","5.58","16.88","7.16","87","Basic Materials","Chemical - Diversified ","5.58","3"
"Lucid Group","LCID","2747.41","7.04","26561562","-4.61","26.85","16.56","12.01","-41.23","67.58","-249.21","24.77","4.62","66","Auto-Tires-Trucks","Automotive - Domestic","-249.21","3"
"Luckin Coffee","LKNCY","9644.72","33.63","1702853","-3.91","5.39","5.13","38.8","-11.42","48.92","8.16","43.03","27.67","85","Consumer Staples","Beverages - Soft drinks","6.78","2"
"Lumen Technologies","LUMN","6436.22","6.24","12719551","-2.19","-7.28","-37.91","31.24","-29.13","-5.39","-4.29","11.83","3.7","220","Utilities","Diversified Communication Services","-8.65","3"
"Lumentum","LITE","69255.23","890.17","4565491","24.68","10.99","-8.3","82.72","113.11","21.03","20.87","1053.09","110.01","54","Computer and Technology","Communication - Components","17.61","2"
"Luxfer","LXFR","457.58","17.1","427221",".41",".23","10.54","73.84","11.52","-1.86","8.48","19.08","11.51","55","Industrial Products","Manufacturing - General Industrial ","2.2","4"
"Lyft","LYFT","6629.26","17.46","12385465","10.09","11.85","34.62","40.35","-20.46","9.16","3.16","24.57","12.65","170","Computer and Technology","Internet - Services","42.32","3"
"LyondellBasell Industries","LYB","19249.83","59.59","4709824","-4.01","5.75","-20.61","43.17","21.44","-25.18","5.79","82.38","42.28","87","Basic Materials","Chemical - Diversified ","-1.13","3"
"M&T Bank","MTB","36169.05","250.45","1196258","1.69","3.35","22.23","95.24","9.69","-1.67","30.71","254.04","178.63","29","Finance","Banks - Major Regional","22.72","3"
"MACOM Technology Solutions","MTSI","23714.25","310.82","1556469","23.62",".75","-17.25","66.07","60.13","32.58","29.53","409.68","118.35","21","Computer and Technology","Semiconductor - Analog and Mixed","20.7","3"
"MARRIOTT VAC WW","VAC","4246.79","123.47","500854","26.62","25.59","74.2","98.39","88.86","1.31","5.06","124.75","45.49","154","Consumer Discretionary","Leisure and Recreation Services","-6.47","2"
"MBIA","MBI","260.27","5.11","471070","-.2","-19.91","-12.8","0","-37.02","90.48","-36.17","8.13","5.11","98","Finance","Insurance - Multi line","-154.26","3"
"MDU Resources Group","MDU","4206.71","20.55","1502953","3.01","-2.05","-7.18","67.63","-7.1","6.66","10.65","22.8","15.85","178","Utilities","Utility - Gas Distribution","10.75","3"
"METALLUS INC","MTUS","898.21","21.67","439858","7.7","13.69","21.26","100","11.43","6.85","1.89","21.67","14.56","19","Basic Materials","Steel - Speciality",".66","4"
"MGIC Investment","MTG","6252.21","30.48","1852246","1.46","8.32","17.68","92.28","-7.95",".49","59.15","30.95","24.86","98","Finance","Insurance - Multi line","59.2","3"
"MGM Resorts International","MGM","11188.33","44.47","2606322","-.22","-5.14","20.29","68.85","7.54","1.72","4.38","50.69","30.72","204","Consumer Discretionary","Gaming","2.4","3"
"MINISO Group Holding Limited","MNSO","3887.24","12.55","682441","-3.46","6.45","-11.31","8.15","-40.94","31.71","11.67","26.63","11.3","92","Retail-Wholesale","Retail - Apparel and Shoes","9.03","3"
"MKS Inc.","MKSI","20600.28","304.99","1562376","2.53","-17.25",".6","60.64","68.42","9.62","15.8","444.8","89.62","47","Computer and Technology","Electronics - Miscellaneous Products","10.15","2"
"MNTN Inc.","MNTN","677.86","11.11","1015197","20.5","5.81","42.8","18.43","-17.89","28.6","18.43","25.85","7.78","160","Business Services","Technology Services","18","4"
"MP Materials","MP","9098.71","51.11","6674592","23.54","-2.11","-16.58","21.49","-10.73","10.1","1.64","98.65","38.1","192","Basic Materials","Mining - Miscellaneous","-19.85","3"
"MPLX LP","MPLX","59717.08","58.85","1694881",".68","3.34","7.45","86.94","-2.7","8.92","35.75","60.51","47.8","103","Oils-Energy","Oil and Gas - Production and Pipelines","35.75","3"
"MSA Safety Incorporporated","MSA","7491.52","194.19","303988","2.06","13.82","13.4","82.27","7","3.69","17.47","203.08","152.94","103","Industrial Products","Security and Safety Services","16.13","3"
"MSC","MSM","6864.63","122.92","676754","-.39","-.08","17.45","90.56","28.97","-1.35","6.19","127.28","81.08","170","Industrial Products","Industrial Services","5.91","2"
"MSCI","MSCI","40942.46","563.17","776632","-1.59","-6.87",".26","38.89","-13.38","9.75","41.53","643.83","511.84","61","Finance","Financial - Investment Management","40.74","3"
"MYR Group","MYRG","5253.38","337.42","314776","1.26","-19.54","-27.82","49.99","36.27","8.79","4.13","501.13","173.81","4","Utilities","Electric Construction","4.13","1"
"Macy's","M","6681.16","25.4","4703518","2.34","12.19","37.97","94.27","1.65","-1.67","2.89","26.21","12.08","103","Retail-Wholesale","Retail - Regional Department Stores","2.94","2"
"Madison Square Garden Entertainment Corp.","MSGE","3095.57","76.55","348432","-.92","3.11","12.03","90.14","25.35","-1.72","5.79","80.95","36.33","185","Consumer Discretionary","Media Conglomerates","4.81","3"
"Madrigal Pharmaceuticals","MDGL","11784.03","510.04","382640","9.14","-4.97","-2.61","64.95","-22.71","432.05","-25.32","602.83","338.11","100","Medical","Medical - Drugs","-25.32","3"
"Magna International","MGA","18814.01","70.36","1390227","2.57","9.48","16.49","95.3","16.49","-1.93","4.46","71.76","42","172","Auto-Tires-Trucks","Automotive - Original Equipment","1.8","3"
"Magnite","MGNI","3540.27","24.72","2534901","28.08","21.53","92.82","88.25","34.4","6.85","20.07","26.52","11.2","102","Computer and Technology","Internet - Software","22.49","3"
"Magnolia Oil & Gas Corp","MGY","4638.49","25.08","7234467","-2.45","-2.75","-15.16","34.53","1.1","-.31","29.1","32.36","21.24","216","Oils-Energy","Oil and Gas - Exploration and Production - United States","28.77","3"
"Main Street Capital","MAIN","5480.82","58.94","635673","8.33","11.54","16.83","51.98","-13.88","4.69","62.51","67.54","49.63","181","Finance","Financial - SBIC & Commercial Industry","78.49","3"
"MakeMyTrip Limited","MMYT","5644.46","60.01","875193","5.37","2.37","38.59","35.44","-35.52","6.71","16.33","103.21","36.3","103","Computer and Technology","Internet - Delivery Services","3.23","3"
"Mama's Creations, Inc.","MAMA","733.27","17.91","506276","-2.82","-5.98","23.94","78.37","17.16","39.23","3.63","20.65","7.98","207","Consumer Staples","Food - Miscellaneous","3.21","4"
"Manhattan Associates","MANH","11382.88","195.23","975522","2.02","26.04","48.67","74.87","-.6","3.75","27.72","220.19","120.88","80","Computer and Technology","Computer - Software","18.67","2"
