Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","6001.22","47.27","2879407","2.16","21.17","118.84","94.33","164.89","5.25","-3.55","49.43","11.34","81","Medical","Medical Info Systems","-3.55","3"
"3M","MMM","90911.55","176.28","3812510","2.12","9.87","23.02","84.98",".64","1.52","18.35","182.48","141.2","159","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","532.17","10.18","678277","1.09","-21.69",".39","64.9","24.06","230194.59","-182.34","13.3","4.41","138","Medical","Medical - Drugs","-182.34","3"
"A. O. Smith","AOS","8287.64","60.13","1841937","-1.07","-4.13","2.61","17.62","-17.83",".32","13.6","80.47","55.78","87","Industrial Products","Manufacturing - Electronics","13.15","4"
"A10 Networks","ATEN","2128.99","29.57","1268842","-13.72","-18.54","6.37","60.39","52.78","11.03","23.04","38.11","16.55","138","Computer and Technology","Internet - Software","14.9","3"
"AAON","AAON","7295.06","89.06","1092414","-13.26","-17.25","-36.23","22.3","6.75","20.11","7.45","148.25","72.07","31","Construction","Building Products - Air Conditioner and Heating","7.3","3"
"AAR","AIR","5586.54","140.04","478502","8.52","-.05","18.9","95.03","54.6","18.97","5.89","143.61","71.73","62","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABB","ABBNY","179799.5","98.62","495705","2.35","-6.88","-7.4","75.41","21.86","1.13","13.74","109.73","64.55","87","Industrial Products","Manufacturing - Electronics","13.86","3"
"ABCELLERA BIOLG","ABCL","1743.69","5.71","5488093","7.53","-29.59","8.97","54.87","52.6","160.56","-181.75","8.12","2.78","89","Medical","Medical - Biomedical and Genetics","-181.75","3"
"ABM Industries","ABM","2806.61","47.91","422902",".4","8.22","19.18","85.74","3.52","4.62","2.32","49.66","37.39","210","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","4429.87","25.87","1414800","4.15","-.39","15.49","72.63","-11.48","11.87","9.24","28.06","20.06","89","Medical","Medical - Biomedical and Genetics","34.3","2"
"ACI Worldwide","ACIW","5828.26","57.33","1001507","1.81","4.46","25.97","86.87","9.6","10.38","17.1","60.18","38.47","84","Computer and Technology","Computer - Software","11.51","2"
"ACM Research","ACMR","4804.96","78.47","1119036","-6.94","-19.74","31.11","52.98","81.8","15.24","10.75","126.89","23.92","92","Computer and Technology","Semiconductor Equipment - Material Services","9.48","3"
"ACV Auctions","ACVA","1307.64","7.49","3069241","-3.1","2.6","16.85","32.81","-14.64","19.22","3.8","14.33","4.15","205","Business Services","Auction and Valuation Services","-7.97","3"
"ADEIA INC","ADEA","2939.33","26.65","1230535","2.7","-8.7","-9.75","68.11","41.2","17.91","43.5","33.63","11.74","138","Business Services","Technology Services","26.5","3"
"ADT","ADT","5602.01","7.64","7871420","8.52","11.86","11.21","52.55","-13.47","4.72","14.42","8.85","6.3","147","Industrial Products","Security and Safety Services","11.85","3"
"ADTRAN Holdings, Inc.","ADTN","693.16","8.51","2094003","-13.6","-33.05","-43.04","10.37","-10.5","17.46","2.19","19.4","7.25","52","Computer and Technology","Communication - Components","-3.18","4"
"AECOM","ACM","9303.77","72.39","1541504","2.59","6.86","-10.18","8.19","-30.6",".21","9.55","134.35","66.86","77","Construction","Engineering - R and D Services","3.16","4"
"AES","AES","10469.16","14.68","7984995","-1.08",".69","2.44","45.49","-6.43","-.37","15.68","17.28","12.51","159","Utilities","Utility - Electric Power","10.78","3"
"AGCO","AGCO","7397.26","102.16","851142","-15.72","-12.3","-12.94","5.01","-10.49","-13.55","4.18","140.49","100.14","33","Industrial Products","Manufacturing - Farm Equipment","5.15","3"
"AGNC Investment","AGNC","12236.92","10.66","19669580",".66","-3.09","-1.84","46.83","-9.11","19.46","186.81","12.17","9.33","144","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","700.96","6.96","641830","-1","-2.11","9.26","75.1","-3.91","-59.74","2.31","7.56","5.15","66","Finance","REIT and Equity Trust - Other","-6.87","3"
"AIRO Group Holdings, Inc.","AIRO","211.94","6.74","372246","-.88","-11.32","-8.17","4.46","-24.69","4.57","-19.98","25.79","5.85","141","Aerospace","Aerospace - Defense","-19.98","3"
"AMETEK","AME","55400.66","241.71","1020779","-.11","3.02","4.01","97.88","7.6","6.63","23.23","243.12","176.76","19","Computer and Technology","Electronics - Testing Equipment","20.11","2"
"AMN Healthcare Services","AMN","1304.38","33.63","767964","2.25","-3.22","16.09","89.65","95.03","-8.49","3.43","35.77","15.1","210","Business Services","Business - Services","-.95","2"
"APA","APA","13188.9","37.32","5272805","3.24","15.33","4.95","73.15","39.45","-5.31","16.52","44.39","18.06","215","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.38","4"
"APTIV PLC","APTV","11950.21","56.47","2327636","-.14","-4.11","-2.54","10.8","-32.17","3.47","8.23","88.67","52.57","138","Business Services","Technology Services","1.77","3"
"APi Group","APG","17190.49","39.68","2860306",".28","-5.48","-9.9","38.33","-5.21","12.72","15.24","49.4","33.64","210","Business Services","Business - Services","3.99","3"
"ARKO","ARKO","896.36","7.99","565673",".76","-.62","16.3","86.51","60.85","-12.47",".38","8.64","3.82","188","Consumer Staples","Consumer Products - Staples",".38","3"
"ARM Holdings PLC Sponsored ADR","ARM","256007.8","239.69","6301862","-7.82","-23.98","12.39","40.35","100.42","22.79","38.85","439.46","104.55","40","Computer and Technology","Electronics - Semiconductors","20.25","3"
"ARMOUR Residential REIT","ARR","2331.38","16.47","4240314","1.23","-3.85","-6.58","47.73","-14.91","45.28","148.59","19.12","14.05","144","Finance","REIT and Equity Trust","44.9","3"
"ARS Pharmaceuticals, Inc.","SPRY","509.43","5.13","2295603","-13.64","-40.07","-41.3","0","-59.75","-5.46","-200","17.98","5.13","138","Medical","Medical - Drugs","-200","2"
"ASE Technology","ASX","78201.02","35.17","9887916","-4.53","-16","2.75","72.07","99.66","11.82","8.52","45.12","9.5","40","Computer and Technology","Electronics - Semiconductors","8.52","1"
"ASHLAND INC","ASH","3325.06","72.61","738805","9.35","8.36","31.99","99.09","13.11","-13.68","8.19","72.84","47.49","90","Basic Materials","Chemical - Specialty","2.82","3"
"ASML Holding","ASML","640659.19","1629","2017020","-7.29","-7.93","2.32","72.27","39.17","20.81","30.11","1989.44","689.63","1","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","30.11","1"
"AST SpaceMobile","ASTS","22891.59","58.98","15136341","4.95","-30.72","-21.41","22.95","-25.78","1505.21","-573.67","133.09","36.91","46","Computer and Technology","Wireless Equipment","-573.67","3"
"AT&T","T","159317.97","23.25","80965248","-3.65","12.97","-7.59","30.31","-14.45","2.71","12.77","29.62","20.48","92","Computer and Technology","Wireless National","16.94","3"
"ATI INC","ATI","25580.02","187.44","1410173","-5.24","-.35","18.34","87.46","49.28","5.16","10.77","204.09","71.34","62","Aerospace","Aerospace - Defense Equipment","9.26","2"
"AXT","AXTI","3953.52","60.43","9594581","27.95","6.73","-48.07","42.12","237.81","-11.11","6.27","140.83","1.92","40","Computer and Technology","Electronics - Semiconductors","3.23","3"
"AZZ","AZZ","4349.05","144.72","342119","-3.46","-3.53","-1.95","75.29","23.41","4.58","11.28","160.17","97.64","87","Industrial Products","Manufacturing - Electronics","11.83","3"
"Abacus Global Management, Inc.","ABX","988.96","10.31","638914","-.67","-13.07","13.55","75.79","10.21","110.18","33.72","12","5.02","173","Finance","Financial - Miscellaneous Services","15.63","2"
"AbbVie","ABBV","443359","250.94","5977123","-3.25","-3.88","24.5","83.36",".38","8.57","30.03","263.3","189.02","234","Medical","Large Cap Pharmaceuticals","9.8","3"
"Abbott Laboratories","ABT","182901.52","105.7","12752437","2.56","10.8","25.36","42.8","-22.89","5.67","19.79","136.62","82.56","149","Medical","Medical - Products","11.65","3"
"Abercrombie & Fitch","ANF","4422.73","99.54","965688","6.11","7.7","27.63","52.82","-27.72","6.42","8.8","129.85","65.61","57","Retail-Wholesale","Retail - Apparel and Shoes","9.34","2"
"Academy Sports and Outdoors","ASO","2942.77","47.45","1303301","1.87","-.82","-12.31","29.39","-13.19","2.02","6.56","61.19","41.73","57","Consumer Discretionary","Leisure and Recreation Products","6.24","2"
"Acadia Healthcare","ACHC","2757.63","29.62","3141902","-14.17","-7.18","17.63","74.97","90.78","5.04","4.14","35.61","11.68","92","Medical","Medical - Hospital","-33.44","3"
"Acadia Realty Trust","AKR","3085.87","22.47","1288506",".4","5.64","3.22","94.23","-.01","14.2","12.14","22.72","18.39","67","Finance","REIT and Equity Trust - Retail","12.14","3"
"Acadian Asset Management Inc.","AAMI","3081.55","86.49","428396","6.94","18.33","26.02","100","68.19","11.49","24.38","86.49","39.58","173","Finance","Financial - Miscellaneous Services","15.17","1"
"Accelerant Holdings","ARX","2592.23","11.88","2469748","-16.51","-13.73","-10","12.18","-33.59","51.49","26.6","30.05","9.36","155","Finance","Insurance - Brokerage","-135.47","2"
"Accenture","ACN","110803.17","165.92","8079865","12.88","20.8","-8.04","25.28","-43.48","7.36","11.72","288.54","124.44","88","Computer and Technology","Computers - IT Services","10.66","4"
"Aclaris Therapeutics","ACRS","726.25","5.2","1727543","-.57","-6.47","5.48","87.8","57.9","-58.19","-832.58","5.71","1.53","138","Medical","Medical - Drugs","-832.58","3"
"Acuity, Inc.","AYI","9830.54","328.39","317753","-.53","-8.54","11.95","59.38","-16.64","13.14","13.16","376.69","257.79","138","Business Services","Technology Services","10.25","3"
"Acuren Corporation","TIC","1615.82","7.31","1985628","2.52","-9.86","-26.24","9.69","-33.92","39.45","-2.82","14.49","6.54","138","Business Services","Technology Services","-5.77","3"
"Adamas Trust, Inc.","ADAM","815.04","9.07","839648","4.86","-.77","2.72","86.16","13.56","50.01","73.83","9.51","6.33","144","Finance","REIT and Equity Trust","29.82","1"
"AdaptHealth","AHCO","1467.88","10.8","1034651",".37",".37","-4.42","45.11","-.89","-.49","1.9","13.38","8.68","149","Medical","Medical - Products","-2.42","3"
"Adaptive Biotechnologies","ADPT","3612.2","22.57","2746033","1.35","6.51","63.43","88.45","27.02","54.77","-24.02","24.18","10.24","89","Medical","Medical - Biomedical and Genetics","-20.73","2"
"Adecoagro","AGRO","1421.49","9.97","685998","-5.77","3.42","-24.07","34.97","14.91","-6","-2.59","15.25","7.13","85","Consumer Staples","Agriculture - Operations",".95","3"
"Adient","ADNT","1649.82","21.04","893895","3.14","12.15","-7.64","34.88",".31","-1.04","1","27.09","17.8","173","Auto-Tires-Trucks","Automotive - Original Equipment",".39","3"
"Adobe","ADBE","99537.98","250.41","5678935","11.24","13.97","-1.04","32.75","-34.61","10.53","37.44","367.46","193.41","84","Computer and Technology","Computer - Software","28.69","3"
"Advance Auto Parts","AAP","3353.77","55.54","1743875","-.47","-9.74","-1.09","66.05","29.17","-5.42","2.28","64.17","38.75","46","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".51","3"
"Advanced Drainage Systems","WMS","10613.85","138.48","596406","-2.37","-9","-3.3","40.81","-12.61","5.03","16.09","175.38","113.04","92","Construction","Building Products - Miscellaneous","13.98","3"
"Advanced Energy Industries","AEIS","11010.63","289.52","690982","-4.76","-6.99","-18.96","60.78","26.39","21.37","14.77","389.05","135.25","1","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10","1"
"Advanced Micro Devices","AMD","776410.44","476.15","27900534","-8.77","-8.05","4.6","75.62","103.21","34.34","20.1","580.91","151.14","18","Computer and Technology","Computer - Integrated Systems","13.37","2"
"Aebi Schmidt Holding AG","AEBI","999.05","12.89","316753","-1.53","6.62","11.99","57.3","-6.87","40.58",".48","15.61","9.24","92","Auto-Tires-Trucks","Automotive - Domestic",".48","3"
"Aehr Test Systems","AEHR","2608.98","79.98","3363510","4.8","14.32","-17.74","63.31","262.06","-15.21","1.82","116.58","16.84","9","Computer and Technology","Electronics - Measuring Instruments","-14.25","1"
"AerSale","ASLE","292.97","6.2","340055",".32","-5.63","-5.34","9.39","-20.3","-2.83","5.45","9","5.91","62","Aerospace","Aerospace - Defense Equipment","3.06","3"
"Aercap","AER","25181.67","150.9","1018446","-.26","2.07",".6","91.74","-4.06","6.5","35.97","154.83","107.25","162","Transportation","Transportation - Equipment and Leasing","37.85","1"
"AeroVironment","AVAV","7559.32","149.37","1523916","-.09","-21.75","-11.24","4.65","-43.56","140.89","8.18","409.83","136.68","62","Aerospace","Aerospace - Defense Equipment","-9","3"
"Aeva Technologies","AEVA","1105.74","17.54","1416150","18.11","-26.86","29.26","41.54","20.72","99.44","-482.33","29.29","9.19","173","Auto-Tires-Trucks","Automotive - Original Equipment","-693.94","4"
"Affirm","AFRM","23948.6","71.51","3634774","1.82","-15.45","11.72","58.37","-12.19","39.66","9.63","92.18","42.53","138","Computer and Technology","Internet - Software","9.63","2"
"Aflac","AFL","64885.39","127.48","1882449","1.5","5.46","12.71","93.42","5.66","-9.31","21.77","129.55","98.09","173","Finance","Insurance - Accident and Health","25.6","3"
"Agenus","AGEN","335.64","7.5","10931782","25.42","114.9","96.33","92.02","118.31","10.37","71.76","7.91","2.77","89","Medical","Medical - Biomedical and Genetics","50.49","3"
"Agilent Technologies","A","39080.11","138.37","2210909","-.14","5.88","19.68","59.9","-7.06","6.73","22.83","157.2","110.24","149","Medical","Medical - Products","19.55","2"
"Agilon Health","AGL","1528.4","91.61","308724","-6.52","-17.48","68.93","68.65","386.31","-2.11","-6.42","129.84","7.91","73","Medical","Medical Services","-6.09","3"
"Agios Pharmaceuticals","AGIO","1792.25","30.02","1243365","-17.44","-20.12","8.02","33.17",".8","48.03","-418.24","45.49","22.34","89","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agree Realty","ADC","9344","77.8","1144164","-3.51","-.01","2.07","64.79","-1.28","16.42","30.3","81.92","70.22","67","Finance","REIT and Equity Trust - Retail","28.84","3"
"Air Canada","ACDVF","5063.47","18.08","350300","9.44","4.33","23.92","89.97","17.78","-1.43","2.63","18.75","12.07","149","Transportation","Transportation - Airline","3.45","3"
"Air Products and Chemicals","APD","65667.74","294.89","1147856","-1","-6.14","-.18","76.87","9.11","-.52","23.4","314.19","230.76","141","Basic Materials","Chemical - Diversified ","-.38","3"
"Airbnb","ABNB","91321.85","151.52","3338301","7.38","1.74","7.09","96.18","2.04","10.26","19.9","153.11","111.54","144","Consumer Discretionary","Leisure and Recreation Services","19.9","3"
"Airbus SE - Unsponsored ADR","EADSY","184358.95","58.42","511156",".15","-.19","10.39","69.98","-7.81","10.85","7.71","64.09","45.2","62","Aerospace","Aerospace - Defense Equipment","7.71","3"
"Akamai Technologies","AKAM","16745.5","115.18","3474728","-.16","1.78","-22.02","49.28","20.66","5.44","24.13","161.14","70.53","188","Computer and Technology","Internet - Services","10.2","3"
"Alamos Gold","AGI","11649.33","27.83","4373210","-5.92","-11.88","-35.85","11.38","-34.07","34.29","38.71","55.33","24.3","233","Basic Materials","Mining - Gold","52.64","4"
"Alarm.com","ALRM","2707.97","54.75","432354","5.74","10.18","15.02","74.11","-1.92","7.59","14.46","59.16","42.13","147","Industrial Products","Security and Safety Services","12.36","2"
"Alaska Air Group","ALK","5287.31","47.45","3235472","2.86","-7.12","16.18","44.69","-13.78","21.34","-.82","63.86","34.19","149","Transportation","Transportation - Airline","-1.19","3"
"Albemarle","ALB","13873.83","117.64","2104671","2.43","-13.22","-42.2","33.94","-23.98","-4.37","7.53","215.62","67.3","141","Basic Materials","Chemical - Diversified ","-5","3"
"Alcon","ALC","34098.85","68.94","2331000","1.52","-1.03","10.2","24.63","-20.05","4.94","14.89","90.12","62.02","153","Medical","Medical - Instruments","7.7","3"
"Algonquin Power & Utilities","AQN","4495.33","5.84","4192524","-4.26","6.57","-3.79","29.19","-13.21","4.92","10.05","6.98","5.37","159","Utilities","Utility - Electric Power","6.62","4"
"Alibaba","BABA","293041.19","122.25","12179566","9.02","27.16","-12.72","29.03","-23.77","8.09","6.13","189.34","94.81","181","Retail-Wholesale","Internet - Commerce","10.31","3"
"Alight","ALIT","453.79","16.98","703878","-10.02","19.07","-9.24","7.32","-60.21","-3","11.08","107.8","9.8","138","Computer and Technology","Internet - Software","-137.5","3"
"Align Technology","ALGN","12114.92","169.16","957029","1.28","-8.32",".23","56.27","-.99",".9","19.3","203.57","124.88","74","Medical","Medical - Dental Supplies","9.99","3"
"Alignment Healthcare","ALHC","3070","14.85","5152576","-23.57","-37.61","-17.18","16.22","-31.28","46.06",".89","24.56","12.97","73","Medical","Medical Services",".89","2"
"Alkami Technology","ALKT","1943.14","18.17","1293080","8.22","-4.47","1.11","29.98","-28.01","32.89","8.23","26.53","14.59","138","Computer and Technology","Internet - Software","-9.21","3"
"Alkermes","ALKS","8218.72","48.99","1802994","-7.37","-10.24","40.01","78.32","60.03","-5.25","5.67","55.22","26.49","89","Medical","Medical - Biomedical and Genetics","3.96","3"
"Allegiant","ALGT","1808.33","98.08","452234","0","-17.35","18.13","70.33","5.13","3.74","4.02","119.16","48.12","149","Transportation","Transportation - Airline","-1.3","2"
"Allegion","ALLE","13384.79","157.4","1462214","2.63","11.97","17.14","58.67","-9.65","7.82","17","179.77","125.65","147","Industrial Products","Security and Safety Services","15.36","3"
"Allegro MicroSystems","ALGM","7731.83","41.5","2748092","-9.84","-25.21","-15.22","39.94","43.78","22.77","13.38","69.62","22.8","40","Computer and Technology","Electronics - Semiconductors","1.5","3"
"Alliant Energy","LNT","18280.85","70.78","2411772","-5.55","-9.29","-1.37","49.69","-.49","9.57","18.65","78.03","63.62","159","Utilities","Utility - Electric Power","18.45","2"
"Allied Gold Corporation","AAUC","2306.97","18.23","876487","-12.61","-25.89","-38.39","32.55","-27.18","82.35","12.12","32.01","11.58","233","Basic Materials","Mining - Gold","-9.08","3"
"Allison Transmission Holdings","ALSN","9499.49","114.54","854711","-6.38","-1.57","-7.76","62.17","6.93","-6.67","18.92","136","79.27","173","Auto-Tires-Trucks","Automotive - Original Equipment","14.88","3"
"Allstate","ALL","67979.72","264.08","1615161","1.58","5.49","23.89","87.78","15.96","5.58","16.48","274.39","190","149","Finance","Insurance - Property and Casualty","17.81","3"
"Ally Financial","ALLY","13180.97","43.33","3187275",".96","-4.39","-2.06","65.28","-12.56","-3.26","17.86","47.25","35.96","92","Finance","Financial - Consumer Loans","16.75","4"
"Almonty Industries Inc.","ALM","3186.49","11.06","6649997","-17.09","-29.6","-43.8","37.95","14.74","10.56","-49.16","23.42","3.5","200","Basic Materials","Mining - Miscellaneous","-262.29","2"
"Alnylam Pharmaceuticals","ALNY","27500.45","205.52","2162525","-24.38","-34.29","-30.34",".01","-52.76","65.19","22.7","491.22","205.48","89","Medical","Medical - Biomedical and Genetics","15.26","3"
"Alpha and Omega Semiconductor","AOSL","949.97","31.74","640092","2.88","-14.47","-16.25","39.81","46.44","5.92","-1.2","53.32","17.47","40","Computer and Technology","Electronics - Semiconductors","-15.51","3"
"Alphabet","GOOG","4361829.5","356.65","20155888","11.77",".13","-10.18","79.73","3.88","15.09","63.76","399.04","189.95","188","Computer and Technology","Internet - Services","54.77","2"
"Alphabet","GOOGL","4355470","356.13","30015644","11.38","-1.05","-11.15","78.22","3.99","15.09","63.76","402.62","189.13","188","Computer and Technology","Internet - Services","54.77","3"
"Alphatec","ATEC","1464.07","9.52","2059166","15.25","6.73","26.6","16.13","-58.65","24.95","2.1","22.68","6.99","153","Medical","Medical - Instruments","-15.93","3"
"Altria Group","MO","114093.6","68.33","7880782","-6.38","-6.02",".31","67.38","8.31","-3.08","45.6","74.92","54.72","235","Consumer Staples","Tobacco","33.99","3"
"Amazon.com","AMZN","2921415.5","271.58","45551516","17","11.91","-.4","95.53","7.54","12.38","10.29","274.99","198.79","181","Retail-Wholesale","Internet - Commerce","17.44","3"
"Ambarella","AMBA","3772.66","86","2031326","26.36","9.75","12.71","79.71","10.96","37.15","7.13","95.51","48.65","40","Computer and Technology","Electronics - Semiconductors","-17.19","3"
"Ambiq Micro, Inc.","AMBQ","1359.28","63.59","528959","-9.52","-23.25","43.93","60.29","103.93","-4.67","-25.35","90.48","22.76","40","Computer and Technology","Electronics - Semiconductors","-46.86","3"
"Amcor","AMCR","20750.08","44.88","3652651",".76","-.27","12.4","58.96","-1.63","10.04","7.67","50.58","36.69","183","Industrial Products","Containers - Paper and Packaging","3.06","4"
"Amdocs","DOX","6014.95","55.72","1307713","6.95","7.67","-12.6","14.8","-36.74","-9.43","16.89","89.41","49.87","88","Computer and Technology","Computers - IT Services","11.81","2"
"Amentum Holdings, Inc.","AMTM","5423.82","22.2","1769279","-1.55","4.52","-9.5","12.1","-30.03","71.59","4","37.53","20.09","77","Construction","Engineering - R and D Services","1.04","3"
"Amer Sports, Inc.","AS","19667.05","35.51","3635192","4.69","1.31","-1.44","48.07","-13.1","26.68","8.74","41.96","29.54","57","Consumer Discretionary","Leisure and Recreation Products","6.5","3"
"Amerant Bancorp","AMTB","1164.9","29.6","438606","3.86","16.67","26.33","92.94","38.67","11.65","18.25","30.58","16.7","51","Finance","Banks - Southeast","8.83","1"
"Ameren","AEE","30334.74","109.61","1457551","-3.67","-4.7",".5","58.66",".32","15.43","16.88","118.32","97.25","159","Utilities","Utility - Electric Power","17.86","2"
"Ameresco","AMRC","1115.69","21.07","502675","-3.13","-17.05","-29.67","19.01","-34.25","9.16","1.85","43.23","15.87","146","Oils-Energy","Alternative Energy - Other","1.59","2"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","76176.75","25.35","1739461","-2.54","-1.44","-6.84","75.49","12.09","3.21","9.38","27.75","17.96","78","Computer and Technology","Wireless Non-US ","9.38","2"
"American Airlines","AAL","10108.28","15.27","120714864","5.49","-14.79","14.38","63.87","-8.96",".78","-.3","18.15","10.18","149","Transportation","Transportation - Airline","-.56","3"
"American Assets Trust","AAT","1448.21","23.59","392282","-2.92","-7.53","12.12","72.06","13.9","-4.73","4.09","25.85","17.76","67","Finance","REIT and Equity Trust - Retail","4.09","2"
"American Eagle Outfitters","AEO","2878.91","17.18","4226842","1.06","4.37","3","36.9","-40.45","3.16","6.08","28.19","10.74","57","Retail-Wholesale","Retail - Apparel and Shoes","5.01","2"
"American Electric Power","AEP","69601.2","127.85","4071702","-5.67","-7.7","-1.77","66.39","1.34","10.93","14.19","138.69","106.44","159","Utilities","Utility - Electric Power","13.78","3"
"American Express","AXP","227072.92","336.25","3195952","3.09","-4.46","6.4","47.48","-16.93","9.52","15.07","384.89","292.27","173","Finance","Financial - Miscellaneous Services","15.07","3"
"American Financial Group","AFG","11774.96","141.72","416232","-1.42","-.72","7.92","73.41","-5.23","-1.8","11.49","148.71","122.42","149","Finance","Insurance - Property and Casualty","10.76","4"
"American Healthcare REIT, Inc.","AHR","10715.36","55.6","2470408","-3.2","1.02","7.52","89.24","7.98","9.15","4.24","57.72","38.01","66","Finance","REIT and Equity Trust - Other","4.23","2"
"American Homes 4 Rent","AMH","12051.1","33.42","1948895",".15","-1.94","4.34","71.56","-4.84","7.03","25.53","35.82","27.38","70","Finance","REIT and Equity Trust - Residential","25.53","3"
"American International Group","AIG","41663.6","78.58","3352594","-.61","-1.02","2.91","45.51","-16.05","-1.75","16.14","86.59","71.89","162","Finance","Insurance - Multi line","11.86","3"
"American Public Education","APEI","889.84","48.51","340506","1.68","-14.48","-13.84","62.38","17.3","3.89","6.13","60.86","28.03","92","Consumer Discretionary","Schools","6.13","2"
"American States Water","AWR","3356.46","85.64","309358","-.89","1.04","10.93","81.02","7.99","10.52","19.66","89.28","70.1","211","Utilities","Utility - Water Supply","19.66","3"
"American Superconductor","AMSC","1423.34","29.37","765846","-3.77","-20.86","-46.78","8.4","-6.73","34.26","52.85","66.68","25.95","56","Computer and Technology","Electronics - Miscellaneous Components","44.73","3"
"American Tower","AMT","80767.22","173.36","3192814","4.01","4.41","-1.8","22.11","-9.75","5.11","31.08","212.98","162.11","66","Finance","REIT and Equity Trust - Other","31.08","3"
"American Water Works","AWK","26663.47","134.17","2223163","-.36","-1.97","7.29","50.41","-6.03","9.74","21.46","147","121.13","211","Utilities","Utility - Water Supply","21.35","3"
"Americold Realty Trust","COLD","4019.96","14.09","4131340","-1.61","-13.24","-5.05","62.82",".14","-2.43","-4.29","16.44","10.12","66","Finance","REIT and Equity Trust - Other","-4.29","4"
"Ameriprise Financial","AMP","49069.43","545.84","617944","3.2","11.59","17.24","99.33","1.74","7.04","21.38","546.62","430.4","63","Finance","Financial - Investment Management","20.24","1"
"Ameris Bancorp","ABCB","5868.58","87.21","491873","-.59","-3.23",".8","78.14","7.32","-.36","34.33","93.17","65.91","51","Finance","Banks - Southeast","21.98","4"
"Amgen","AMGN","207874.06","385.16","2349275","2.43","2.94","16.12","93.49","7.55","9.95","32.21","393.1","271.18","89","Medical","Medical - Biomedical and Genetics","20.96","3"
"Amkor Technology","AMKR","12390.33","49.87","6285042","-23.23","-28.4","-34.9","39.16","15.45","6.18","7.45","93.55","21.75","40","Computer and Technology","Electronics - Semiconductors","7.45","1"
"Amneal Pharmaceuticals","AMRX","5844.5","18.32","1860632","2.23","6.82","38.79","93.08","32.89","8.05","9.98","19.1","7.82","138","Medical","Medical - Drugs","5.05","3"
"Amphenol","APH","197698.69","160.7","6943087","5.26","-2.36","25.52","78.31","8.69","51.71","19.17","176.32","104.31","92","Computer and Technology","Electronics - Connectors","17.73","1"
"Amplitude","AMPL","922.34","8.88","1881690","9.63",".45","38.97","45.99","-29.91","14.68","1.83","12.72","5.61","138","Business Services","Technology Services","-25.11","3"
"Amprius Technologies, Inc.","AMPX","1359.62","9.6","5993619","3.9","-22.46","-42.52","19.58","11.21","202.11","-19.03","22.91","6.36","138","Business Services","Technology Services","-43.98","3"
"Amrize Ltd","AMRZ","27051.24","48.91","2710961","-.69","-8.82","-7.53","11.77","-17.34",".95","10.67","65.86","46.65","92","Construction","Building Products - Miscellaneous","9.7","4"
"Amtech Systems","ASYS","223.31","15.34","379871","-3.46","-18.4","-28.62","55.78","11.72","-21.59","5.31","23.99","4.43","9","Computer and Technology","Semiconductor - General","3.11","3"
"Analog Devices","ADI","178960.66","367.41","3936582","-1.2","-2.59","-11.79","65.27","23.82","16.89","38.18","445.48","220.68","31","Computer and Technology","Semiconductor - Analog and Mixed","26.01","2"
"AnaptysBio","ANAB","1579.91","53.36","780174","-1.46","-15.86","-23.04","66.82",".6","157.01","-11.53","70.22","19.4","89","Medical","Medical - Biomedical and Genetics","-11.53","3"
"Angi","ANGI","229.34","5.67","540115","2.53","-6.44","-2.74","6.3","-59.92","-13.04","1.93","18.9","4.78","149","Computer and Technology","Internet - Content","1.93","3"
"AngioDynamics","ANGO","611.31","14.79","558429","8.83","12.99","32.05","100","5.28","9.46","-3.13","14.79","8.4","153","Medical","Medical - Instruments","-11.48","4"
"AnheuserBusch InBev","BUD","174624.05","86.48","1821646","5.9","6.33","8.25","100","23.42","-.75","13.05","86.48","57.1","226","Consumer Staples","Beverages - Alcohol","14.9","3"
"Annaly Capital Management","NLY","17124.39","22.72","7269053","1.2",".71",".49","59.9","-7.13","23.12","144.68","24.4","20.21","144","Finance","REIT and Equity Trust","43.66","1"
"Anterix","ATEX","1813.75","93.02","365159","-1.04","-11.53","66.35","83.17","289.46","7.79","-398.86","108.21","17.99","229","Computer and Technology","Communication - Infrastructure","1394.17","3"
"Antero Midstream","AM","10428.59","21.97","2049244","-3.43","-2.18","5.02","74.77","12.87","7.43","32.41","23.6","17.14","188","Oils-Energy","Oil and Gas - Integrated - United States","32.41","3"
