Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"AXT","AXTI","3766.41","57.57","8893106","-1","-38.12","-23.21","40.06","219.53","-11.11","-10.85","140.83","1.92","43","Computer and Technology","Electronics - Semiconductors","-14.69","3"
"AZZ","AZZ","4507.42","149.99","351640","4.12","-2.39","9.9","83.72","26.99","4.58","11.28","160.17","97.64","165","Industrial Products","Manufacturing - Electronics","11.83","3"
"Abacus Global Management, Inc.","ABX","1068.57","11.14","711127","-5.59","14.37","18.01","88.01","18.24","110.18","33.72","12","4.83","162","Finance","Financial - Miscellaneous Services","15.63","2"
"AbbVie","ABBV","432475.56","244.78","8937382","-3.88","10.03","19.33","78.63","-2.78","8.57","28.85","261.07","184.85","230","Medical","Large Cap Pharmaceuticals","5.79","3"
"Abbott Laboratories","ABT","154951.64","88.96","12254591","-7.18","-1.83","-4.06","11.84","-35.57","5.67","20.26","136.62","82.56","184","Medical","Medical - Products","13.9","3"
"Abercrombie & Fitch","ANF","4126.37","92.87","1099753","4.32","4.28","-2.49","42.44","-33.05","6.42","8.8","129.85","65.61","73","Retail-Wholesale","Retail - Apparel and Shoes","9.34","3"
"Academy Sports and Outdoors","ASO","2879.51","46.43","1574986","2.27","-5.9","-20.05","24.15","-15.67","2.02","6.56","61.19","41.73","64","Consumer Discretionary","Leisure and Recreation Products","6.24","3"
"Acadia Healthcare","ACHC","2906.16","31.6","3377820","-1","26.45","15.16","98.42","102.08","5.04","5.31","31.92","11.68","59","Medical","Medical - Hospital","-32.84","3"
"Acadia Realty Trust","AKR","2851.93","21.36","1590921","-.28","-1.61","1.28","72.41","-5.63","14.2","9.77","22.53","18.29","81","Finance","REIT and Equity Trust - Retail","9.77","3"
"Acadian Asset Management Inc.","AAMI","2872.41","80.62","612125","2.99","-2.08","22.56","95.22","55.66","11.49","22.65","82.72","38.75","162","Finance","Financial - Miscellaneous Services","13.78","1"
"Accel Entertainment","ACEL","1017.41","12.5","310863",".64","-4.43","5.75","76.05","-.59","8.12","5.42","13.41","9.61","193","Consumer Discretionary","Gaming","3.79","3"
"Accelerant Holdings","ARX","2764.61","12.67","2161053","-5.94","-5.09","-16.92","16","-29.68","51.49","26.6","30.05","9.36","169","Finance","Insurance - Brokerage","-135.47","2"
"Accenture","ACN","89860.63","134.56","12784916","-5.33","-18.71","-30.79","6.17","-54.49","7.36","11.72","288.54","124.44","79","Computer and Technology","Computers - IT Services","10.66","4"
"Aclaris Therapeutics","ACRS","758.37","5.43","1970012","-3.38","25.11","30.22","93.32","63.7","-58.19","-832.58","5.71","1.52","105","Medical","Medical - Drugs","-832.58","3"
"Acuity, Inc.","AYI","9803.29","327.48","496281","-3.47","6.9","10.52","58.61","-17.46","13.14","13.16","376.69","257.79","101","Business Services","Technology Services","10.25","3"
"Acuren Corporation","TIC","1569.4","7.1","1644352","-10.24","-15.68","-18.76","6.69","-36.27","39.45","-2.82","14.49","6.57","101","Business Services","Technology Services","-5.77","4"
"Acushnet","GOLF","6582.65","112.42","377315","-1.89","15.18","13.72","86.31","27.81","4.14","7.19","118.53","73.9","64","Consumer Discretionary","Leisure and Recreation Products","6.54","2"
"Adamas Trust, Inc.","ADAM","822.23","9.15","929839",".33","-2.24","16.86","88.68","13.74","50.01","75.85","9.51","6.33","205","Finance","REIT and Equity Trust","24.14","3"
"AdaptHealth","AHCO","1384.97","10.19","1501930",".39",".49","-16.13","32.13","-7.16","-.49","1.9","13.38","8.68","184","Medical","Medical - Products","-2.42","3"
"Adaptive Biotechnologies","ADPT","3429.75","21.43","3382406","2.93","24.45","50.81","92.25","19.75","54.77","-28.24","22.37","10.24","105","Medical","Medical - Biomedical and Genetics","-16.82","3"
"Adecoagro","AGRO","1488.5","10.44","753794","8.52","5.14","-22.67","40.76","19.47","-6","-2.59","15.25","7.13","73","Consumer Staples","Agriculture - Operations",".95","3"
"Adient","ADNT","1510.24","19.26","1026846",".31","-10.79","-11.97","15.72","-8.83","-1.04","1","27.09","17.8","160","Auto-Tires-Trucks","Automotive - Original Equipment",".39","3"
"Adobe","ADBE","87760.05","220.78","6427872","-.34","6.49","-10.68","15.25","-42.76","10.53","37.44","372.87","193.41","89","Computer and Technology","Computer - Software","28.69","3"
"Advance Auto Parts","AAP","3341.22","55.41","1624156","-.81","-8.22","-5.65","60.04","27.94","-5.42","2.28","66.5","38.75","77","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".51","3"
"Advanced Drainage Systems","WMS","11576.52","151.04","770780","1.32","5.45","-1.49","62.26","-5.36","5.03","16.09","175.38","110.89","181","Construction","Building Products - Miscellaneous","13.98","5"
"Advanced Energy Industries","AEIS","11606.96","305.2","908461","6.07","-12.91","-20.73","66.96","32.28","21.37","14.77","389.05","135.25","107","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10","2"
"Advanced Micro Devices","AMD","893781.13","548.13","26326926","6.2","8.05","92.67","92.46","132.26","34.34","20.1","580.91","146.24","5","Computer and Technology","Computer - Integrated Systems","13.37","2"
"Aehr Test Systems","AEHR","2264.95","72.01","1734142","7.57","-31.31","-23.17","56.61","223.66","-15.21","1.82","116.58","13.86","19","Computer and Technology","Electronics - Measuring Instruments","-14.25","3"
"Aeluma, Inc.","ALMU","311.92","17.04","543280","-2.57","-27.86","-1.39","30.4","-9.94","407.62","-39.4","31.49","10.73","43","Computer and Technology","Electronics - Semiconductors","-115.57",""
"AerSale","ASLE","283.99","6.01","473453","-1.31","-4.15","-11.49","9.67","-23.29","-2.83","5.45","9","5.69","94","Aerospace","Aerospace - Defense Equipment","3.06","3"
"Aercap","AER","24489.13","146.75","1050391","-2.86","2.64","4.34","83.02","-7.37","6.5","33.58","154.83","107.25","79","Transportation","Transportation - Equipment and Leasing","45.22","2"
"AeroVironment","AVAV","7260.73","143.47","2277008","-11.73","-13.94","-31.7","2.49","-46.18","140.89","8.18","409.83","136.68","94","Aerospace","Aerospace - Defense Equipment","-9","3"
"Aeva Technologies","AEVA","1249.47","19.82","1918751","-8.11","-17.18","19.9","46.14","35.44","99.44","-482.33","32.23","9.19","160","Auto-Tires-Trucks","Automotive - Original Equipment","-693.94","3"
"Affirm","AFRM","28282.18","84.45","3787969",".99","13.07","30.73","84.43","2.96","39.66","9.63","92.18","42.53","92","Computer and Technology","Internet - Software","9.63","3"
"Aflac","AFL","62121.61","122.05","2192992",".46","3.95","5.24","95.04",".44","-9.31","21.77","123.3","98.09","107","Finance","Insurance - Accident and Health","25.6","4"
"Agenus","AGEN","211.54","5.08","10052648","45.14","70.47","29.92","53.85","46.81","10.37","71.76","7.06","2.77","105","Medical","Medical - Biomedical and Genetics","50.49","2"
"Agilent Technologies","A","38184.8","135.2","2110744","3.1","5.35","10.74","53.15","-9.83","6.73","22.83","157.2","110.24","184","Medical","Medical - Products","19.55","3"
"Agilon Health","AGL","2045.6","122.61","301916","14.09","8.25","400.86","100","546.22","-2.11","-6.42","122.61","7.91","158","Medical","Medical Services","-6.09","3"
"Agilysys","AGYS","2936.65","104.26","359718","-7.6","19.15","53.48","53.3","-20.39","15.85","15.9","141.12","62.19","5","Computer and Technology","Computer - Integrated Systems","12.15","1"
"Agios Pharmaceuticals","AGIO","2374.11","39.92","1125939","-9.29","25.38","51.85","75.94","33.08","48.03","-639.84","45.49","22.34","105","Medical","Medical - Biomedical and Genetics","-639.84","3"
"Agnico Eagle Mines","AEM","73296.88","144.41","2593480","-3.94","-17.87","-28.89","19.84","-22.7","43.71","37.8","252.19","117.73","223","Basic Materials","Mining - Gold","39.46","4"
"Agree Realty","ADC","9366.82","77.99","995965","-.52","4.36","-1.1","66.41","-1.75","16.42","30.76","81.92","70.22","81","Finance","REIT and Equity Trust - Retail","29.25","3"
"Air Canada","ACDVF","4554.88","16.264","366836","-8.78","-.71","18.11","72.81","5.2","-1.43","2.63","17.83","12.07","81","Transportation","Transportation - Airline","3.45","3"
"Air Products and Chemicals","APD","66670.6","299.4","1499807","-1.85","6.75","1.57","82.27","9.99","-.52","22.98","314.19","230.76","162","Basic Materials","Chemical - Diversified ","16.91","3"
"Airbnb","ABNB","88320.38","146.54","3411191","-1.52","3.78","2.73","93.61","-2.02","10.26","19.9","148.93","111.54","172","Consumer Discretionary","Leisure and Recreation Services","19.9","4"
"Airbus SE - Unsponsored ADR","EADSY","175522.86","55.62","357314","-4.14","3.61","10.03","55.16","-12.86","10.85","6.92","64.09","45.2","94","Aerospace","Aerospace - Defense Equipment","6.92","3"
"Akamai Technologies","AKAM","18334.56","126.11","3739729","10.27","-4.69","28.58","61.34","31.16","5.44","24.13","161.14","70.53","94","Computer and Technology","Internet - Services","10.2","3"
"Alamos Gold","AGI","12293.96","29.37","5035465","-3.77","-23.56","-34.06","16.34","-30.92","34.29","36.63","55.33","24.3","223","Basic Materials","Mining - Gold","51.24","4"
"Alarm.com","ALRM","2583.33","52.23","580015","2.73","13.59","13.44","59.31","-7.1","7.59","14.46","59.16","42.13","176","Industrial Products","Security and Safety Services","12.36","2"
"Alaska Air Group","ALK","5222.68","46.87","2894421","-4.52","-4.56","13.08","42.74","-15.44","21.34","1.36","63.86","34.19","81","Transportation","Transportation - Airline",".51","3"
"Albemarle","ALB","15184.09","128.75","2235798","-.21","-22.49","-35.11","41.43","-17.4","-4.37","7.53","215.62","67.3","162","Basic Materials","Chemical - Diversified ","-5","2"
"Albertsons Companies","ACI","7155.66","14.61","7545999","3.32","-3.12","-14.56","13.33","-22.78","3.46","1.45","22.15","13.45","198","Consumer Staples","Consumer Products - Staples",".26","3"
"Alcoa","AA","12946.44","49.06","6109436",".1","-21.97","-26.94","37.3","-16.22","7.87","6.36","83.79","28.4","238","Industrial Products","Metal Products - Distribution","8.27","5"
"Alcon","ALC","33070.05","66.86","1943892","-.01","1.55","-14.08","16.03","-23.01","4.94","14.89","92.22","62.02","181","Medical","Medical - Instruments","7.7","2"
"Alexandria Real Estate Equities","ARE","8277.8","47.5","1577428","-3.87","-8.23","-.65","15.07","-11.92","-2.88","-36.03","87.45","40.41","59","Finance","REIT and Equity Trust - Other","-36.03","4"
"Algonquin Power & Utilities","AQN","4471.84","5.81","4089241","3.57","-3.33","-6.29","27.33","-14.27","4.92","10.05","6.98","5.37","159","Utilities","Utility - Electric Power","6.62","4"
"Alibaba","BABA","269653.34","112.32","13450219","14.45","1.22","-17.03","18.52","-30.46","8.09","6.13","189.34","94.81","107","Retail-Wholesale","Internet - Commerce","10.31","4"
"Alight","ALIT","586.35","21.94","1368839","15.23","77.94","73.58","11.52","-48.95","-3","11.08","115.2","9.8","92","Computer and Technology","Internet - Software","-137.5","3"
"Align Technology","ALGN","12780.97","178.46","1003504","-3.65","-.59","-8.58","65.1","3.71",".9","19.31","207.19","124.88","53","Medical","Medical - Dental Supplies","10.5","2"
"Alignment Healthcare","ALHC","4382.76","21.2","4752890","-11.85","2.91","-1.67","73.99","-2.59","46.06",".47","24.56","11.64","158","Medical","Medical Services",".47","3"
"Alkami Technology","ALKT","1825.75","17.06","2174143","-7.83","9.71","-2.79","17.17","-32.89","32.89","8.9","28.98","14.59","92","Computer and Technology","Internet - Software","-10.55","4"
"Alkermes","ALKS","8600.47","51.6","2521758","-6.56","17.03","53.94","87.56","67.35","-5.25","11.59","55.22","26.13","105","Medical","Medical - Biomedical and Genetics","9.78","3"
"Allegiant","ALGT","1922.82","104.29","618534","-6.16","8.73","21.88","79.07","10.99","3.74","4.02","119.16","48.12","81","Transportation","Transportation - Airline","-1.3","2"
"Allegion","ALLE","11731.1","136.51","1189135","-2.02","1.22","-4.85","20.07","-22.2","7.82","16.82","179.77","125.65","176","Industrial Products","Security and Safety Services","15.24","3"
"Allegro MicroSystems","ALGM","9747.69","52.32","3811985","1.49","-1.82","26.74","63.05","79.98","22.77","11.24","69.62","22.8","43","Computer and Technology","Electronics - Semiconductors","-1.67","3"
"Alliant Energy","LNT","19709.12","76.31","2277428","-1.73","3.35","7.27","89.37","6.52","9.57","18.78","78.03","61.85","159","Utilities","Utility - Electric Power","18.58","3"
"Allied Gold Corporation","AAUC","2859.98","22.6","438079","-4.07","-16.08","-29.13","53.94","-10.37","82.35","12.12","32.01","11.58","223","Basic Materials","Mining - Gold","-9.08","4"
"Allison Transmission Holdings","ALSN","9542.61","115.06","1538302",".78","-4.93","-12.4","63.09","6.65","-6.67","18.92","136","79.27","160","Auto-Tires-Trucks","Automotive - Original Equipment","14.88","4"
"Allot","ALLT","424.67","8.73","426799","3.56","22.1","21.25","47.24","-19.41","10.63","12.54","11.5","6.25","92","Computer and Technology","Internet - Software","5.68","3"
"Allstate","ALL","64445.33","250.35","1822816","-.44","12.22","15.72","90.82","9.14","5.58","16.48","256.45","190","104","Finance","Insurance - Property and Casualty","17.81","3"
"Ally Financial","ALLY","13900.82","45.35","2599695","-.11","-.68","-.77","83.17","-9.13","-3.26","17.33","47.25","35.96","185","Finance","Financial - Consumer Loans","16.47","3"
"Almonty Industries Inc.","ALM","4549.24","15.79","5534601","3.88","-14.97","-28.03","61.85","62.64","10.56","-49.16","23.42","3.42","206","Basic Materials","Mining - Miscellaneous","-262.29","2"
"Alnylam Pharmaceuticals","ALNY","37551.75","281.26","1492313","-12.54","-.23","-8.81","1.49","-35.82","65.19","20.6","491.22","278.09","105","Medical","Medical - Biomedical and Genetics","11.72","4"
"Alpha and Omega Semiconductor","AOSL","1041.85","34.81","692652",".12","-22.94","-11.02","48.37","59.46","5.92","-1.2","53.32","17.47","43","Computer and Technology","Electronics - Semiconductors","-15.51","3"
"Alphabet","GOOG","4329410","357.33","20993424","-1.73","-3.71","8.13","80.84","3.33","15.09","44.37","399.04","181.31","94","Computer and Technology","Internet - Services","37.92","1"
"Alphabet","GOOGL","4355823.5","359.51","31619196","-2.05","-3.68","8.19","80.62","4.23","15.09","44.37","402.62","180.19","94","Computer and Technology","Internet - Services","37.92","1"
"Alphatec","ATEC","1379.49","8.97","3108455","-4.37","6.28","-14.41","12.62","-61.31","24.95","2.1","22.68","6.99","181","Medical","Medical - Instruments","-15.93","3"
"Alto Ingredients","ALTO","435.47","5.62","2443648","-.53","16.12","14","92.71","77.08","-4.9","2.47","5.99",".92","172","Consumer Discretionary","Consumer Products - Discretionary","3.2","3"
"Altria Group","MO","117159.58","70.16","7159046","-3.84","-.04","8.52","77.86","10.42","-3.08","45.49","74.55","54.72","223","Consumer Staples","Tobacco","34.34","2"
"Amazon.com","AMZN","2662277","247.49","56827072",".61",".61","-.97","63.91","-2.7","12.38","10.44","274.99","198.79","107","Retail-Wholesale","Internet - Commerce","12.22","2"
"Ambarella","AMBA","3197.99","72.9","1696871","1.5","8.61","21.54","51.75","-6.62","37.15","7.13","95.51","48.65","43","Computer and Technology","Electronics - Semiconductors","-17.19","3"
"Ambiq Micro, Inc.","AMBQ","1827.2","85.48","716405","13.25","4.18","142.15","92.62","172.17","-4.67","-25.35","90.48","22.76","43","Computer and Technology","Electronics - Semiconductors","-46.86","3"
"Amcor","AMCR","19779.15","42.78","3024329","-3.76","3.28","4.09","43.84","-6.9","10.04","7.67","50.58","36.69","232","Industrial Products","Containers - Paper and Packaging","3.06","4"
"Amdocs","DOX","5609.06","51.96","1602886","-.63","-7.23","-21.71","5.25","-41.43","-9.43","16.89","89.71","49.87","79","Computer and Technology","Computers - IT Services","11.81","2"
"Amentum Holdings, Inc.","AMTM","5006.04","20.49","1915409","-3.26","-7.54","-25.9","2.29","-35.88","71.59","4","37.53","20.09","107","Construction","Engineering - R and D Services","1.04","2"
"Amer Sports, Inc.","AS","19002.43","34.31","3168825",".82","-3.6","-5.09","38.41","-16.64","26.68","8.74","41.96","29.54","64","Consumer Discretionary","Leisure and Recreation Products","6.5","3"
"Amerant Bancorp","AMTB","1008.66","25.63","333019",".31","10.47","8.79","94.4","19.21","11.65","18.53","26.16","16.7","81","Finance","Banks - Southeast","8.83","1"
"Ameren","AEE","31259.09","112.95","1800943","-1.29","2.24","2.72","76.21","2.64","15.43","16.19","118.32","95.75","159","Utilities","Utility - Electric Power","17.17","2"
"Ameresco","AMRC","1323.79","25","491307","-1.92","-7.92","-6.54","33.37","-22.55","9.16","1.85","43.23","15.87","81","Oils-Energy","Alternative Energy - Other","1.59","2"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","78801.8","26.18","1101432",".11","-2.24","1.95","85.39","14.94","3.21","9.23","27.75","17","231","Computer and Technology","Wireless Non-US ","9.23","2"
"American Airlines","AAL","10363.91","15.67","135227376","-8.9","-.25","33.13","68.88","-7.24",".78",".64","18.15","10.18","81","Transportation","Transportation - Airline",".36","2"
"American Assets Trust","AAT","1545.82","25.18","408410",".72","3.2","21.64","95.74","20.71","-4.73","4.16","25.51","17.76","81","Finance","REIT and Equity Trust - Retail","4.16","2"
"American Bitcoin Corp.","ABTC","382.88","5.4","1648676","-17.18","-56.85","-70.95",".09","-80.77","801.52","-69.42","139.58","5.28","162","Finance","Financial - Miscellaneous Services","-69.42",""
"American Coastal Insurance Corporation","ACIC","524.87","10.83","301426","-5.99","2.56","-8.68","29.94","-22.19","13.07","30.81","13.03","9.89","104","Finance","Insurance - Property and Casualty","31.32","5"
"American Eagle Outfitters","AEO","2706.31","16.15","4241002","-2.24","-7.92","-16.37","34.42","-44.42","3.16","6.08","28.19","9.83","73","Retail-Wholesale","Retail - Apparel and Shoes","5.01","3"
"American Electric Power","AEP","73421.53","134.94","5523180","-1.88","4","2.31","89.06","6.19","10.93","14.52","138.69","104.4","159","Utilities","Utility - Electric Power","16.29","2"
"American Express","AXP","242266.84","355.06","3050483","1.57","4.2","7.66","67.79","-12.91","9.52","15.13","384.89","292.27","162","Finance","Financial - Miscellaneous Services","15.13","3"
"American Financial Group","AFG","11727.6","141.15","513954","-1.16","4.84","8.02","71.24","-6.29","-1.8","11.49","148.71","122.42","104","Finance","Insurance - Property and Casualty","10.76","2"
"American Healthcare REIT, Inc.","AHR","10547.69","54.73","4468765","-.36","16.77","10.52","98.31","5.54","9.15","4.24","55.04","36.65","59","Finance","REIT and Equity Trust - Other","4.23","2"
"American Homes 4 Rent","AMH","12209.77","33.86","2166360","-.41","4.41","10.98","69.23","-4.28","7.03","25.27","36.74","27.38","107","Finance","REIT and Equity Trust - Residential","25.27","4"
"American International Group","AIG","41886.29","79","4084102","-2.54","5.04","1.37","48.37","-16.2","-1.75","16.14","86.59","71.89","169","Finance","Insurance - Multi line","11.86","3"
"American States Water","AWR","3331.77","85.01","357840","2.2","9.2","9.23","99.73","6.43","10.52","19.66","85.05","70.1","176","Utilities","Utility - Water Supply","19.66","3"
"American Superconductor","AMSC","1718.47","35.46","775809","-.25","-12.36","-15.43","23.35","11.81","34.26","52.85","66.68","25.95","64","Computer and Technology","Electronics - Miscellaneous Components","44.73","3"
"American Tower","AMT","78656.73","168.83","3300675","2.17","-8.48","-3.39","9.57","-12.74","5.11","26.81","232.35","162.11","59","Finance","REIT and Equity Trust - Other","26.81","3"
"American Water Works","AWK","25693.06","131.57","2130101","-2.41","2.41","-.36","40.36","-8.51","9.74","21.28","147","121.13","176","Utilities","Utility - Water Supply","21.17","4"
"Americold Realty Trust","COLD","4536.37","15.9","4086315","-2.15","8.76","26.59","84.63","12.2","-2.43","-4.29","16.95","10.12","59","Finance","REIT and Equity Trust - Other","-4.29","4"
"Ameriprise Financial","AMP","46620.63","518.6","748071","2.12","10.03","12.48","76.63","-4.02","7.04","21.34","545.5","430.4","101","Finance","Financial - Investment Management","20.57","3"
"Ameris Bancorp","ABCB","6063.73","90.11","564461","-.08","1.85","6.7","94.07","10.1","-.36","35","91.65","65.68","81","Finance","Banks - Southeast","25.73","4"
