Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Deckers Outdoor","DECK","13364.52","96.23","2214463","-11.74","-6.2","-5.84","37.62","-14.23","9.76","18.54","123.91","79.54","53","Retail-Wholesale","Retail - Apparel and Shoes","18.54","2"
"Douglas Emmett","DEI","2031.6","12.13","2121635","-4.86","4.3","12.21","38.16","1.99","1.77","-2.59","16.91","9.18","60","Finance","REIT and Equity Trust - Other","-2.59","2"
"Dell Technologies","DELL","284739.75","439.34","6862393","12.25","7.3","110.26","92.5","222.5","18.8","6.83","465.96","111.07","20","Computer and Technology","Computer - Micro Computers","6.28","1"
"Dream Finders Homes","DFH","1339.16","14.63","603618","-11.44","-12.87",".21","11.18","-20.94","-2.89","4.16","30.99","12.57","185","Construction","Building Products - Home Builders","4.16",""
"Dollar General","DG","25402.76","115.16","2486651","-9.44","-2.04","-.62","31.87","-19.85","5.2","3.63","156.24","95.94","23","Retail-Wholesale","Retail - Discount Stores","3.63","3"
"Digi International","DGII","2480.8","65.8","474056","3.05","-4.87","17.42","79.11","40.45","1.46","18.25","74.95","31.14","174","Computer and Technology","Computer - Networking","9.1","3"
"Quest Diagnostics","DGX","25227.72","227.9","1013849","8.83","10.5","17.35","100","21.35","11.78","10.37","227.9","167.41","95","Medical","Medical - Outpatient and Home Healthcare","9.18","2"
"Diversified Healthcare Trust","DHC","2237.07","9.24","1499831",".22","-2.01","22.55","93.72","76.04","2.84","-21.1","9.64","3.27","60","Finance","REIT and Equity Trust - Other","-21.1","2"
"D.R. Horton","DHI","40302.34","142.12","2454157","-7.97","-14.87","-7.63","18.62","-8.82","-6.93","9.15","184.04","132.53","185","Construction","Building Products - Home Builders","9.15","3"
"Danaher","DHR","135324.81","192.5","5798994","-6.1","-.37","7.57","38.17","-22.3","2.9","23","242.05","161.91","95","Medical","Medical Services","15.95","3"
"DHT","DHT","2964.78","18.41","3195354","3.2","1.83","-.38","83.22","39.32","-12.83","69.95","19.96","10.72","39","Transportation","Transportation - Shipping","58.54",""
"HF Sinclair","DINO","16060.74","89.09","2579908","2.59","31.44","32.56","94.73","78.65","-5.99","4.09","91.69","42.36","19","Oils-Energy","Oil and Gas - Refining and Marketing","4.46","2"
"Diodes","DIOD","4260.92","92.74","581813","3.88","-19.34","-13.45","62.66","73.68","13.04","4.35","122.76","42.36","57","Computer and Technology","Electronics - Semiconductors","5.5","3"
"Disney","DIS","161200.36","92.83","9917606","-6.9","-5.32","-10.53","1.34","-24.6","3.35","10.5","122.94","92.42","174","Consumer Discretionary","Media Conglomerates","11.54","3"
"Delek US Holdings","DK","3970.21","64.78","1221415","5.18","37.33","39.04","94.89","101.82","-9.53",".85","67.19","20.04","19","Oils-Energy","Oil and Gas - Refining and Marketing","-.48","1"
"DraftKings","DKNG","11316.7","22.81","10789713","-8.17","-1.26","-2.19","7.6","-38.84","26.99","6.03","48.23","20.72","190","Consumer Discretionary","Gaming",".93","3"
"DICK'S Sporting Goods","DKS","18290.74","204.36","1062918","-5.77","-13.88","-9.94","32.26","-4.61","28.06","5.79","239.17","187.78","65","Retail-Wholesale","Retail - Miscellaneous","4.71","3"
"Dolby Laboratories","DLB","4650.44","49.16","888265","-1.66","-6.27","-23.36","2.3","-29.27","5.92","29.73","76.79","48.51","95","Consumer Discretionary","Audio Video Production","17.85","3"
"DLocal Limited","DLO","4152.64","14.08","3199777","-3.5","14.1","1.44","69.93","-7.99","46.6","17.64","15.83","10.01","86","Business Services","Financial Transaction Services","15.85","4"
"Digital Realty Trust","DLR","63021.16","179.34","3606077","3.31","-6.81","-10.75","56.11","7.11","10.04","11.8","203.91","147.93","60","Finance","REIT and Equity Trust - Other","11.8","3"
"Dollar Tree","DLTR","22609.34","117.65","3422717","-8.41","-.47","21.15","58.06","-11.62","10.43","6.39","141.21","85.04","23","Retail-Wholesale","Retail - Discount Stores","6.51","2"
"Deluxe","DLX","1170.7","25.57","375189","-3.73","9.88","-17.91","61.19","5.81",".54","8.52","31.9","15.59","95","Business Services","Business - Office Products","5.01","3"
"Del Monte Corporation","DMC","1348.32","28.34","376419","-3.44","-.14","-32.35","8.93","-26.5",".98","3.64","43.02","26.9","209","Consumer Staples","Food - Miscellaneous","1.63",""
"Ginkgo Bioworks","DNA","518.02","7.93","1036901","-4.34","-17.14","-6.26","22.98","-11.82","-25.06","-210.79","16.14","5.48","91","Medical","Medical - Biomedical and Genetics","-215.41",""
"DNOW INC","DNOW","2628.66","14.4","2340328","3.82","7.06","6.75","57.04",".42","18.84","2.44","16.87","11.12","60","Industrial Products","Manufacturing - General Industrial ","-4.14","3"
"Healthpeak Properties, Inc.","DOC","15222.39","22.08","6057450","-1.12","4","36.55","92.38","26.88","4.52","7.73","22.6","15.78","60","Finance","REIT and Equity Trust - Other","7.73","3"
"DigitalOcean","DOCN","13687.36","131.15","3961637","12.07","-9.76","36.01","67.77","151.84","15.48","22.16","181.29","25.74","154","Computer and Technology","Internet - Software","24.97","2"
"Doximity","DOCS","3739.73","20.45","3157656","-7.92","3.02","-16.33","4.27","-57.33","13.05","46.94","75.12","18.01","74","Medical","Medical Info Systems","30.4","3"
"Docusign","DOCU","8982.03","47.04","3209031","-11.88","10.79","2.28","12.23","-36.45","8.16","25.17","85.01","41.75","154","Computer and Technology","Internet - Software","9.59","3"
"Dole","DOLE","1336.98","14.05","926159","-3.1","1.81","-7.44","37.13","-13.39","8.23","1.2","16.37","12.68","95","Consumer Staples","Agriculture - Operations",".46","3"
"Dover","DOV","26636.03","197.8","1163999","-9.06","-14.27","-12.64","50.78","-6.39","4.48","16.46","233.31","161.16","60","Industrial Products","Manufacturing - General Industrial ","13.48","2"
"Dow","DOW","22270.91","30.9","10403792","5.46","5.42","-23.69","48.3","22.12","-6.97","1.4","41.87","20.65","91","Basic Materials","Chemical - Diversified ","-3.13","3"
"Amdocs","DOX","5489.23","50.85","1436624","-3.89","1.97","-21.37","2.46","-41.64","-9.43","16.89","89.71","49.87","70","Computer and Technology","Computers - IT Services","11.81","2"
"Domino's Pizza","DPZ","10693.67","323.25","981932","-1.95","13.25","-4.76","19.86","-28.34","4.96","11.86","485.53","283.03","206","Retail-Wholesale","Retail - Restaurants","11.86","3"
"DAQO New Energy","DQ","805.9","11.91","713714","-.08","-9.22","-38.03","1.16","-62.69","-35.34","-32.92","35.69","11.63","52","Oils-Energy","Solar","-32.92","3"
"DiamondRock Hospitality","DRH","2590.9","12.67","2637772","3.18","2.1","24.22","94.52","30.66","-.83","9.26","12.97","7.5","60","Finance","REIT and Equity Trust - Other","9.26","3"
"Darden Restaurants","DRI","22233.53","194.12","1445228","-3.52","-8.76","-3.21","50.37","-2.53","9.39","9.37","218.66","169.21","206","Retail-Wholesale","Retail - Restaurants","9.13","3"
"Leonardo DRS, Inc.","DRS","12847.26","48.16","1184745","11.74","8.57","18.53","91.07","30.54","12.8","8.74","49.69","32.55","68","Aerospace","Aerospace - Defense Equipment","7.85","3"
"Driven Brands Holdings","DRVN","2256.6","13.68","892347","-11.63","1.03",".81","37.94","-14.71","-20.39","10.92","19.21","10.3","46","Retail-Wholesale","Automotive - Retail and Wholesale - Parts","9.08","3"
"DISCO CORP","DSCSY","42037.45","38.75","410191","-7.47","-24.8","-19.46","44.86","17.55","12.37","31.83","55.39","25.21","95","Industrial Products","Manufacturing - Material Handling","31.65","3"
"The Descartes Systems Group","DSGX","5632.46","65.73","489091","-13.41","-1.02","-8.85","6.47","-30.71","11.98","23.35","107.79","62.82","95","Computer and Technology","Computer - Software","23.35","3"
"Dynatrace","DT","11797.8","40.65","4760702","-9.32",".92","12.26","37.09","-13.33","18.82","25.64","54.71","32.36","70","Computer and Technology","Computers - IT Services","8.06","3"
"DTE Energy","DTE","30815.24","148.13","1209983","-.52","-3.06","-2.35","76.48","6.12","26.95","9.09","154.43","127.64","165","Utilities","Utility - Electric Power","7.65","3"
"Deutsche Telekom","DTEGY","144752.17","29.51","698824","-3.18","-1.14","-8.61","17.15","-16.61","7.51","8.27","40.28","27.28","238","Utilities","Diversified Communication Services","7.38","3"
"DT Midstream","DTM","14913.44","146.19","662657","-.34","-2.38","-1.22","90.51","12.87","26.71","36.28","151.12","99.17","206","Oils-Energy","Oil and Gas - Integrated - United States","36.28","3"
"Duke Energy","DUK","100770.61","129.26","3541188","2.5","1.69","-.22","78.42","1.9","6.19","15.41","133.46","114","165","Utilities","Utility - Electric Power","15.49","3"
"Duolingo","DUOL","5622.39","120.67","1014803","-6.41",".61","9.6","10.19","-36.47","38.71","16.08","390.84","90.03","91","Business Services","Technology Services","38.44","2"
"Duos Technologies Group, Inc.","DUOT","245.73","8.38","842733","-1.06","-23.26","-4.77","27.55","-31.17","271.16","-45.37","14.64","6","91","Business Services","Technology Services","-45.36","3"
"DoubleVerify","DV","1592.96","10.38","3115920","-12.03","4.32","-5.81","23.11","-16.16","13.92","16.24","16.27","8.61","154","Computer and Technology","Internet - Software","7.16","3"
"DaVita","DVA","15040.13","234.27","737999",".11","9.8","51.01","97.74","90.54","6.46","6.17","237.28","103.87","95","Medical","Medical - Outpatient and Home Healthcare","5.65","3"
"Devon Energy","DVN","28143.21","45.29","11365937","5.25","6.31","-11.84","66.65","14.25","7.83","14.16","52.07","31.74","222","Oils-Energy","Oil and Gas - Exploration and Production - United States","13.71","3"
"Dynex Capital","DX","2710.9","12.6","6168275","-6.87","-3.74","-7.49","25.95","-16.9","66.97","88.52","14.74","11.85","190","Finance","REIT and Equity Trust","49.18",""
"DXC Technology","DXC","1515.46","9.27","5116489","-1.28","12.64","-18.11","14.56","-41.53","-1.76","4.56","15.43","8.22","70","Computer and Technology","Computers - IT Services",".14","3"
"DexCom","DXCM","27196.33","70.48","4225505","-9.62","2.67","18.35","45.08","-1.87","15.6","19.03","89.53","54.84","166","Medical","Medical - Instruments","19.31","2"
"Dycom Industries","DY","13225.55","440.39","595858","6.67","-10.78","6.35","67.29","20.43","17.95","6.38","535.2","245.31","46","Construction","Building Products - Heavy Construction","4.98","1"
"Eni","E","87757.46","51.99","377692","8.22","11.11","-8.19","76.69","26.62","-4.17","6.05","57.61","33.5","235","Oils-Energy","Oil and Gas - Integrated - International","3.37","5"
"Electronic Arts","EA","52407.06","209","2045918",".56","2.09","3.28","99.53","-5.49",".91","24.85","209.29","147.79","190","Consumer Discretionary","Gaming","11.78","4"
"Airbus SE - Unsponsored ADR","EADSY","183317.56","58.09","441709","4.2","5.25","12.82","68.24","-7.33","10.85","6.92","64.09","45.2","68","Aerospace","Aerospace - Defense Equipment","6.92","3"
"Brinker International","EAT","7934.24","185","1043966","-.25","6.68","21.52","89.2","19.11","21.95","8.06","195.01","102.29","206","Retail-Wholesale","Retail - Restaurants","8.07","3"
"eBay","EBAY","48538.08","109.32","3116960","-1.43","1.22","5.64","76.71","15.98","7.95","23.16","118.96","77.56","157","Retail-Wholesale","Internet - Commerce","17.58","3"
"Eastern Bankshares","EBC","5228.46","22.62","2416244","-3.58","3.52","11.81","90.04","13.41","22.11","32.41","23.46","15.03","74","Finance","Banks - Northeast","25.12","3"
"Emergent Biosolutions","EBS","386.97","7.5","746245","-2.47","-6.02","-8.87","22.61","-43.93","-28.81","8.6","13.9","5.63","91","Medical","Medical - Biomedical and Genetics","-1.27",""
"Ecopetrol","EC","33571.78","16.33","2256115","3.35","13.01","15.32","95.71","50.59","-9.86","8.84","16.69","8.29","235","Oils-Energy","Oil and Gas - Integrated - International","8.84","3"
"Everus Construction Group, Inc.","ECG","7042.21","137.97","639540","2.61","-15.65","-6.42","69.56","49.01","31.47","5.65","169.16","66.7","153","Construction","Building Products - Miscellaneous","5.65","2"
"EchoStar","ECHO","26520.83","91.51","6151228","-.03","-5.84","-25.69","56.45","-22.21","-5.18","-3.11","141.8","26.33","203","Computer and Technology","Satellite and Communication","-97.56","4"
"Ecolab","ECL","74057.47","263.14","1184582","-4.56","-6.42",".97","27.8","-7.38","2.16","13.4","308.35","245.73","74","Basic Materials","Chemical - Specialty","12.8","4"
"Okeanis Eco Tankers Corp.","ECO","2243.51","57.46","417080","1.22","10.76","4.02","100","56.9","-.43","52.82","57.46","22.67","39","Transportation","Transportation - Shipping","41.26","3"
"Encore Capital Group","ECPG","1835.94","85.63","349096","-7.25","-2","3.46","85.89","45.58","34.37","16","93.79","35.97","162","Finance","Financial - Consumer Loans","16","3"
"Ecovyst Inc.","ECVT","1410.86","12.89","1734688",".08","6.35","-9.1","70.83","22.41","2.7","9.79","14.97","7.84","74","Basic Materials","Chemical - Specialty","-7.71","2"
"Consolidated Edison","ED","41566.46","112.79","1935727",".36","1.83","1.17","86.68","4.93","10.89","11.83","115.46","95.41","165","Utilities","Utility - Electric Power","12.52","3"
"New Oriental Education & Technology Group","EDU","7798.73","49.35","597935","-.16","11.05","-9.76","27.01","-17.13","13.6","10.82","63.51","44.11","95","Consumer Discretionary","Schools","7.82","3"
"Excelerate Energy","EE","4517.93","39.68","310125",".53","6.1","13.7","83.85","30.72","44.26","6.31","42.89","23.01","154","Oils-Energy","Alternative Energy - Other","2.98","4"
"Euronet Worldwide","EEFT","2942.82","77.29","597898","-5.24","15.26","6.78","31.91","-6.16","6.38","9.69","106.22","63.73","86","Business Services","Financial Transaction Services","7.15","4"
"Ellington Financial","EFC","1665.23","13.28","1281825","-3.07","-2.71",".23","72.79","-9.64","39.26","101.6","14.02","11.3","190","Finance","REIT and Equity Trust","72.08","3"
"Everforth Inc.","EFOR","807.2","19.64","1009728","5.14","15.12","-6.92","6.69","-62.33","-2.91","4.69","55.65","17.06","91","Business Services","Technology Services","2.46","3"
"Equifax","EFX","19587.08","166.72","1793939","-7.18","9.73","-4.15","13.4","-29","6.92","15.54","262.33","151.93","162","Business Services","Consulting Services","10.73","3"
"Enerflex Ltd.","EFXT","2915.82","23.88","352232","1.79","-3.01","-10.96","78.12","43.01","6.5","6.3","28.39","7.78","154","Oils-Energy","Alternative Energy - Other","3.19","4"
"Everest Group, Ltd.","EG","14861.51","375.56","361248",".63","9.49","5.27","90.97","2.26","1.24","12.99","382.57","304.91","178","Finance","Insurance - Multi line","11.76","3"
"Eagle Bancorp","EGBN","841.68","27.6","345564","-.65","-2.89","6.77","88.52","19.06","-10.35","-12.74","29.13","15.8","74","Finance","Banks - Northeast","-6.43","3"
"Eldorado Gold","EGO","8359.58","31.99","1972175","14.17","5.13","2.89","39.5","-17.71","37.53","24.38","49.71","20.42","233","Basic Materials","Mining - Gold","28.62","5"
"EastGroup Properties","EGP","11510.18","214.05","411885","-4.18","4.57","6.39","85.4","11.03","12.67","40.47","223.38","159.46","60","Finance","REIT and Equity Trust - Other","40.47","3"
"Vaalco Energy","EGY","595.32","5.71","1272623","8.76","13.97","-13.09","70.91","44.95","-24.99","-18.46","6.67","3.37","95","Oils-Energy","Oil and Gas - Exploration and Production - International","-45.86","3"
"Ehang Holdings","EH","382.37","5.09","1077740","-4.32","-19.33","-47.85","0","-64.32","16.59","-3.06","19.99","5.09","68","Aerospace","Aerospace - Defense Equipment","-54.89","4"
"Encompass Health","EHC","11017.05","111.06","991640","-1.27","11.37","11.06","51.66","-3.31","10.46","9.56","127.18","93.83","95","Medical","Medical - Outpatient and Home Healthcare","10.04","4"
"Edison International","EIX","30644.99","79.64","2198376","2.04","6.54","14.61","97.44","22.61","9.76","13.45","80.38","51.42","165","Utilities","Utility - Electric Power","19.27","2"
"The Estee Lauder Companies","EL","28914.65","79.92","2497289","-3.52","-1.94","4.18","24.23","-29.48","-8.21","5.49","119.61","67.23","174","Consumer Staples","Cosmetics","-1.67","2"
"Elanco Animal Health","ELAN","12376.36","24.78","4194342","-4.51","1.68","10.77","84.35","1.18","6.22","10.08","26.84","13.68","95","Medical","Medical - Outpatient and Home Healthcare","-4.95","3"
"e.l.f. Beauty","ELF","4488.06","76.15","2800613","2.23","16.99","19.04","27.37","-7.46","24.59","11.36","146.67","49.57","174","Consumer Staples","Cosmetics","1.61","3"
"Equity Lifestyle Properties","ELS","12805.7","66.03","1509233",".12","4.93","4.33","76.46",".67",".34","25.92","68.37","58.43","88","Finance","REIT and Equity Trust - Residential","25.92","3"
"Elevance Health, Inc.","ELV","82260.69","379.31","1670384","1.73","-2.07",".77","68.79","-.02","12.49","3.26","426.79","274.66","95","Medical","Medical Services","2.47","2"
"Electrovaya Inc.","ELVA","426.75","8.62","2112369","-9.64","-10.86","-6.91","56.87",".82","43.06","7.03","12.26","3.82","64","Computer and Technology","Electronics - Miscellaneous Products","7.03","4"
"EmbraerEmpresa Brasileira de Aeronautica","EMBJ","11829.88","65.47","864854","1.71","4.25","4.42","55.63","-6.02","18.5","2.91","79.89","47.39","81","Aerospace","Aerospace - Defense","3.94","3"
"EMCOR Group","EME","34177.69","769.07","479714","2.54","-10.85","-13.75","54.6","16.16","16.62","6.91","943.75","558.98","46","Construction","Building Products - Heavy Construction","7.54","2"
"Eastman Chemical","EMN","7766.65","67.92","1294820","-1.79","-3.81","-7.07","46.22","-1.68","-6.71","6.14","81.36","56.37","91","Basic Materials","Chemical - Diversified ","4.62","4"
"Emerson Electric Co.","EMR","81158.49","144.9","2399599","4.18","-.3","3.18","56.26",".88","3","18.95","161.69","123.3","95","Industrial Products","Manufacturing - Electronics","13.35","4"
"Enbridge","ENB","123179.85","56.4","3550060","-.11",".37","1.77","87.77","8.96","22.08","9.82","58.04","44.63","217","Oils-Energy","Oil and Gas - Production and Pipelines","9.83","4"
"Enovis","ENOV","1500.08","26.06","1187486","-7.16","18.4","11.18","45.33","-9.61","6.66","8.58","33.32","20.04","74","Medical","Medical Info Systems","-49.92","3"
"Enphase Energy","ENPH","5125.63","38.89","4976673","-5.33","-17.62","17.99","27.64","12.12","10.72","25.92","72.33","26.12","52","Oils-Energy","Solar","9.64","3"
"Energizer","ENR","1413.98","20.65","933460",".05","-7.61","5.46","32.43","-4.07","2.28","8.08","29.86","16.23","190","Consumer Staples","Consumer Products - Staples","6.55","3"
"Enersys","ENS","7293.05","200.05","538069","2.43","-11.62","-6.19","71.92","25.96","3.7","10.74","243.34","89.2","95","Industrial Products","Manufacturing - Electronics","7.83","3"
"The Ensign Group","ENSG","9790.77","167.52","887820","-3.11","1.07","-10.27","39.21","-11.14","18.72","7.73","215.83","136.36","95","Medical","Medical - Nursing Homes","6.89","3"
"Entegris","ENTG","20633.25","135.3","3030372",".52","-23.25","-4.3","57.73","48.39","-1.38","13.89","184","68.8","57","Computer and Technology","Electronics - Semiconductors","8.18","2"
"Enova International","ENVA","5419.93","217.8","397935","-7.53","-1.62","28.56","82.79","28.02","18.58","11.47","242.18","100.56","162","Finance","Financial - Consumer Loans","10.31","2"
"EOG Resources","EOG","77492.13","145.49","3101443","5.08","8.91","3.5","90.85","28.02","-4.5","24.23","149.89","101.78","222","Oils-Energy","Oil and Gas - Exploration and Production - United States","23.01","3"
"Evolus","EOLS","394.47","5.99","773108","6.39","-16.22","11.13","35.9","-16.77","11.61","-8.89","9.65","3.94","166","Medical","Medical - Products","-14.39","3"
"Enerpac Tool Group","EPAC","1756.07","34.34","682654","-3.24","-7.36","-2.17","13.08","-17.02","4.65","15.52","43.71","32.93","169","Industrial Products","Manufacturing - Tools & Related Products","14.72","5"
"EPAM Systems","EPAM","4500.34","86.14","1473675","-1.75","11.34","-24.29","6.95","-61.15","15.42","11.95","221.4","76.04","70","Computer and Technology","Computers - IT Services","6.96","3"
"Edgewell Personal Care","EPC","1229.91","26.69","806173","-8.53","4.71","18.36","78.4","44.65","-1.34","4.53","29.66","15.91","190","Consumer Staples","Consumer Products - Staples","-3.69","4"
"Enterprise Products Partners","EPD","83876.31","38.8","2670503","2.11","5.32",".26","89.59","11.83","-6.44","11.45","39.8","30.19","53","Oils-Energy","Oil and Gas - Production Pipeline - MLB","11.45","3"
"EPR Properties","EPR","4741.94","61.98","594600","-.45","4.98","11.06","97.93","14.77","2.91","44.01","62.26","48.71","73","Finance","REIT and Equity Trust - Retail","37.5","3"
"Essential Properties Realty Trust","EPRT","6942.36","32.1","2010024","-2.49","5.59","2.13","53.8","0","24.82","43.51","34.59","29.2","73","Finance","REIT and Equity Trust - Retail","43.51","4"
"Equitable Holdings","EQH","12949.13","47.44","2593172","-3.18","8.21","12.42","62.05","-8","-6.21","12.1","54.84","35.34","178","Finance","Insurance - Multi line","-7.26","3"
"Equinix","EQIX","101933.09","1033.55","532211","2.42","-4.97","-4.55","78.87","24.65","5.36","15.07","1115.94","726.09","73","Finance","REIT and Equity Trust - Retail","15.07","3"
"Equinor","EQNR","120704.62","40.99","3635994","15.04","29.88",".59","92.95","60.29","2.59","8.66","42.4","22.41","19","Oils-Energy","Oil and Gas - Refining and Marketing","7.92","3"
"Equity Residential","EQR","25599.59","68.28","2658440","-2.46","1.65","4.44","84.63",".08","3.82","28.32","70.15","57.98","88","Finance","REIT and Equity Trust - Residential","27.97","3"
"EQT","EQT","33396.3","53.39","7896165","8.08","3.37","-11.14","23.8","-7.96","63.92","29.58","67.93","48.85","222","Oils-Energy","Oil and Gas - Exploration and Production - United States","28.44","4"
"Equinox Gold","EQX","7331.25","9.29","10789764","6.17","-1.28","-33.45","25.37","-38.86","20.02","20.58","18.76","6.07","233","Basic Materials","Mining - Gold","21.72","3"
"Ericsson","ERIC","31384.01","9.31","14128930","-5.86","-15.82","-21.17","32.26","-10.85","3.17","9.49","13.74","7.2","81","Computer and Technology","Wireless Equipment","10.72","4"
"Energy Recovery","ERII","433.5","8.41","692551","-3.33","-4.32","-24.03","4.81","-42.39","-6.87","23.55","18.11","7.92","40","Industrial Products","Pollution Control","15.07","3"
"Ero Copper","ERO","2750.46","26.37","950438","7.54","0","2.01","53.45","-13.87","67.1","27.8","38.03","12.98","166","Basic Materials","Mining - Non Ferrous","31.63","3"
"Eversource Energy","ES","28063.09","74.62","2090994","-.56","3.52","5.54","88.09","2.41","13.83","13.4","76.21","62.86","165","Utilities","Utility - Electric Power","12.55","4"
"ESAB Corporation","ESAB","5093.97","83.67","669766","-8.87","-15.33","-14.86","1.45","-30.8","3.71","11.85","134.82","82.92","209","Industrial Products","Metal Products - Procurement and Fabrication","7.11","3"
"Element Solutions","ESI","9330.16","38.3","6610739","1.78","-19.74","-10.07","58.66","41.62","3.84","13.63","49.09","22.99","74","Basic Materials","Chemical - Specialty","5.32","2"
"Essent Group","ESNT","5936.49","64.42","748063","-2.81","4.16","6.44","78.14","-8.44","1.45","53.64","66.82","55.84","151","Finance","Insurance - Property and Casualty","53.64","4"
"Empire State Realty Trust","ESRT","941.47","5.46","1728046","-5.04","6.23","-1.97","16.61","-22.62",".05","6.21","7.97","4.96","60","Finance","REIT and Equity Trust - Other","5.09",""
"Essex Property Trust","ESS","18841.88","293.2","450007","-1.42","2.67","11.39","91.26","3.53","6.36","30.03","298.33","239.61","88","Finance","REIT and Equity Trust - Residential","30.03","3"
"Establishment Labs","ESTA","2681.11","91.1","744851","-1.3","2.28","32.74","92.67","15.5","27.14","-18.45","95.65","33.62","95","Medical","Medical Services","-19.05","3"
"Elastic","ESTC","5959.55","57.33","1638028","-7.7","6.96","23.48","27.42","-29.78","17.26","15.83","94.47","43.3","154","Computer and Technology","Internet - Software","21.14","2"
"Energy Transfer","ET","70268.47","20.42","7703550","1.09","6.47","1.14","100","14.43","3.47","4.66","20.42","16.21","53","Oils-Energy","Oil and Gas - Production Pipeline - MLB","4.66","1"
"Ethan Allen Interiors Inc.","ETD","572.54","22.5","452586","-3.02","2.37","5.44","32.37","-8.97","-4.89","6.88","30.48","18.68","79","Retail-Wholesale","Retail - Home Furnishings","6.81","3"
"Eaton","ETN","161194.97","415.13","2126280","4.76","-1.13","-4.13","82.79","20.43","10.33","16.64","435.78","315.82","95","Industrial Products","Manufacturing - Electronics","13.99","2"
"Eton Pharmaceuticals","ETON","1209.1","44.14","524145","18.69","26.77","83","100","141.2","104.94","-1.7","44.14","14.13","91","Medical","Medical - Biomedical and Genetics","-1.7","3"
"eToro Group Ltd.","ETOR","3055.56","36.88","690772","-1.5","-3.13","3.65","30.06","-2.99","10.33","29.76","65.08","24.76","164","Finance","Insurance - Brokerage","1.9","3"
"Entergy","ETR","53023.3","115.8","2687974",".81",".36","-1.79","93.24","15.77","8.98","13.59","117.91","86.68","165","Utilities","Utility - Electric Power","13.48","3"
"Etsy","ETSY","7678.06","80.91","2593955","-3.08","4.13","25.75","88.42","34.85","2.68","11.17","85.74","44.05","157","Retail-Wholesale","Internet - Commerce","9.94","3"
"Entravision Communications","EVC","968.38","10.53","1803821",".19","-7.55","179.31","74.35","232.08","22.65","-3.3","13.48","1.98","95","Consumer Discretionary","Broadcast Radio and Television","-3.41",""
"EverQuote","EVER","882.73","24.5","741474","-7.16","12.9","69.9","75.22","-16.15","38.45","15.35","27.87","14.27","154","Computer and Technology","Internet - Software","15.35","3"
"Evolv Technologies","EVLV","947.92","5.27","2049015","-8.82",".76","-26.81","9.59","-31.99","40.48","-22.75","8.76","4.9","70","Computer and Technology","Computers - IT Services","-22.75","3"
"Evercore","EVR","12950.91","334.8","404753","-4.26","-3.6","4.2","58.32","-9.08","29.41","18.02","383.12","267.19","29","Finance","Financial - Investment Bank","16.33","3"
"Evergy","EVRG","19973.96","86.65","2046796",".1","-.01","4.6","92.51","10.45","1.95","15.38","88.13","68.36","165","Utilities","Utility - Electric Power","14.63","2"
"Evertec","EVTC","1791.92","29.08","471651","-5.55","10.65","-1.52","43.99","-7.63","10.21","24.5","37.66","22.34","86","Business Services","Financial Transaction Services","13.95","3"
"Edwards Lifesciences","EW","48263.55","83.82","4940068","-4.58","-6.58",".38","49.58","-9.15","11.55","25.04","95.18","72.65","166","Medical","Medical - Instruments","15.43","3"
"East West Bancorp","EWBC","17895.82","130.63","943169","-4.05",".3","3.29","86.83","7.4","3.18","46.27","136.14","94.31","57","Finance","Banks - West","30.45","3"
"Exelon","EXC","48377.28","47.28","9000096","1.05","1.13","2.81","60.19",".23","5.34","11.28","50.29","42.73","165","Utilities","Utility - Electric Power","11.21","2"
"Expand Energy Corporation","EXE","21944.46","91.73","4074512","4.03","3.72","-10.2","13.3","-23.2","186.28","20.05","122.89","86.95","154","Oils-Energy","Alternative Energy - Other","22.53","4"
"Exelixis","EXEL","13987.91","55.65","2448155","-.05","4.55","25.17","93.57","17.32","6.98","38.84","57.1","34.54","91","Medical","Medical - Biomedical and Genetics","35.08","2"
"Endeavour Silver","EXK","2342.49","7.91","5101787","5.61","-1.62","-14.3","32.21","-22.24","98.9","9.11","14.12","4.96","195","Basic Materials","Mining - Silver","-3.68","3"
"EXL Service","EXLS","4106.81","26.88","2705268","-6.31","6.58","-15.68","8.4","-41.48","13.56","12.44","44.98","25.22","70","Computer and Technology","Computers - IT Services","11.66","2"
"Eagle Materials","EXP","6398.76","207.11","420172","-3.22","-12.03","-1.43","49.2","-7.4","2.13","18.36","242.26","173.07","174","Construction","Building Products - Concrete and Aggregates","18.36","3"
"Expeditors International of Washington","EXPD","23042.78","176.18","1212808","-3.18","8.98","19.13","90.73","9.25","4.42","7.48","182.8","111.37","88","Transportation","Transportation - Services","7.48","1"
"EXPEDIA GROUP","EXPE","31566.21","257.61","1376504","-4.92","2.65","3.72","64.54","-15.98","7.61","14.71","301.31","178.06","67","Consumer Discretionary","Leisure and Recreation Services","9.81","2"
"Exponent","EXPO","2909.73","59.98","542025","-6.88","3.41","-10.33","24.16","-20.21","4.21","19.76","79.79","53.67","162","Business Services","Consulting Services","18.07","3"
