Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Alnylam Pharmaceuticals","ALNY","38459.63","288.06","1498313","-7.98",".09","-7.36","4.68","-34.02","65.19","20.6","491.22","278.09","163","Medical","Medical - Biomedical and Genetics","11.72","4"
"Alpha and Omega Semiconductor","AOSL","1038.26","34.69","709386","-9.28","-26.75","-13.06","48.03","59.51","5.92","-1.2","53.32","17.47","43","Computer and Technology","Electronics - Semiconductors","-15.51","3"
"Alphabet","GOOG","4248718","350.67","21255436","-3.9","-4.48","4.55","78.05","1.79","15.09","44.37","399.04","178.7","94","Computer and Technology","Internet - Services","37.92","1"
"Alphabet","GOOGL","4271011.5","352.51","31950036","-3.81","-4.56","4.47","77.73","2.59","15.09","44.37","402.62","177.62","94","Computer and Technology","Internet - Services","37.92","1"
"Alphatec","ATEC","1497.91","9.74","3065308","4.39","17.49","-15.67","17.53","-57.83","24.95","2.1","22.68","6.99","177","Medical","Medical - Instruments","-15.93","3"
"Alto Ingredients","ALTO","454.84","5.87","2505218","2.62","5.96","20.04","97.63","85.65","-4.9","2.47","5.99",".92","176","Consumer Discretionary","Consumer Products - Discretionary","3.2","3"
"Altria Group","MO","120015.09","71.87","7130089","-.01","3.28","11.24","86.49","13.53","-3.08","45.49","74.55","54.72","223","Consumer Staples","Tobacco","34.34","2"
"Amazon.com","AMZN","2660340.75","247.31","57081044","1.29",".52","-.39","63.67","-2.41","12.38","10.44","274.99","198.79","107","Retail-Wholesale","Internet - Commerce","12.22","2"
"Ambarella","AMBA","3158.51","72","1687993","-9.7","2.65","21.46","49.83","-7.42","37.15","7.13","95.51","48.65","43","Computer and Technology","Electronics - Semiconductors","-17.19","3"
"Ambiq Micro, Inc.","AMBQ","1738.92","81.35","723644","-2.95","-4.84","131.63","86.52","160","-4.67","-25.35","90.48","22.76","43","Computer and Technology","Electronics - Semiconductors","-46.86","3"
"Amcor","AMCR","19617.33","42.43","3034009","-4.91","3.21","1.87","41.33","-7.32","10.04","7.67","50.58","36.69","217","Industrial Products","Containers - Paper and Packaging","3.06","4"
"Amdocs","DOX","5695.42","52.76","1624520","2.93","-5.62","-21.21","7.25","-40.31","-9.43","16.89","89.71","49.87","91","Computer and Technology","Computers - IT Services","11.81","2"
"Amentum Holdings, Inc.","AMTM","4991.38","20.43","1916726","-8.18","-8.88","-26.06","1.95","-35.83","71.59","4","37.53","20.09","167","Construction","Engineering - R and D Services","1.04","2"
"Amer Sports, Inc.","AS","18913.82","34.15","3237707","-1.98","-4.85","-6.97","37.12","-16.72","26.68","8.74","41.96","29.54","63","Consumer Discretionary","Leisure and Recreation Products","6.5","3"
"Amerant Bancorp","AMTB","1008.66","25.63","331834","-1.61","9.95","6.84","94.4","19.66","11.65","18.53","26.16","16.7","92","Finance","Banks - Southeast","8.83","1"
"Ameren","AEE","31391.94","113.43","1797530",".39","3.52","1.94","78.33","3.46","15.43","16.19","118.32","95.75","168","Utilities","Utility - Electric Power","17.17","2"
"Ameresco","AMRC","1257.6","23.75","494216","-12.2","-15.6","-11.74","28.8","-26.14","9.16","1.85","43.23","15.87","106","Oils-Energy","Alternative Energy - Other","1.59","2"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","78350.3","26.03","1107616","-.42","-4.23","-.91","84","14.71","3.21","9.23","27.75","17","231","Computer and Technology","Wireless Non-US ","9.23","2"
"American Airlines","AAL","10787.19","16.31","135031648","-8.11","5.5","33.25","76.91","-3.09",".78",".64","18.15","10.18","84","Transportation","Transportation - Airline",".36","2"
"American Assets Trust","AAT","1543.37","25.14","413684","-.08","3.54","20.69","95.23","20.97","-4.73","4.16","25.51","17.76","103","Finance","REIT and Equity Trust - Retail","4.16","2"
"American Bitcoin Corp.","ABTC","374.72","5.285","1596746","-37.75","-58.7","-72.02","0","-81.11","801.52","-69.42","139.58","5.28","171","Finance","Financial - Miscellaneous Services","-69.42",""
"American Coastal Insurance Corporation","ACIC","541.34","11.17","306413","-1.59","7.82","-6.37","40.76","-19.44","13.07","30.81","13.03","9.89","97","Finance","Insurance - Property and Casualty","31.32","5"
"American Eagle Outfitters","AEO","2686.2","16.03","4255014","-2.85","-13.16","-19.37","33.77","-44.63","3.16","6.08","28.19","9.83","76","Retail-Wholesale","Retail - Apparel and Shoes","5.01","3"
"American Electric Power","AEP","73796.96","135.63","5556387","-.26","4.89","1.76","91.08","7.14","10.93","14.52","138.69","104.4","168","Utilities","Utility - Electric Power","16.29","2"
"American Express","AXP","241836.97","354.43","3056803","-.45","5.68","7.45","67.11","-12.73","9.52","15.13","384.89","292.27","171","Finance","Financial - Miscellaneous Services","15.13","3"
"American Financial Group","AFG","11910.39","143.35","539966",".93","7.14","10.29","79.61","-4.47","-1.8","11.49","148.71","122.42","97","Finance","Insurance - Property and Casualty","10.76","2"
"American Healthcare REIT, Inc.","AHR","10474.46","54.35","4479827",".97","16.96","8.25","96.34","5.2","9.15","4.24","55.04","36.21","58","Finance","REIT and Equity Trust - Other","4.23","2"
"American Homes 4 Rent","AMH","12188.13","33.8","2171939",".12","3.62","8.68","68.59","-4.09","7.03","25.27","36.74","27.38","107","Finance","REIT and Equity Trust - Residential","25.27","4"
"American International Group","AIG","42363.47","79.9","4088318","-1.05","6.7","1.71","54.49","-14.93","-1.75","16.14","86.59","71.89","178","Finance","Insurance - Multi line","11.86","3"
"American States Water","AWR","3333.33","85.05","357410","2.3","9.6","8.04","100","6.88","10.52","19.66","85.05","70.1","107","Utilities","Utility - Water Supply","19.66","3"
"American Superconductor","AMSC","1656.44","34.18","810630","-10.36","-16.78","-16.08","20.21","8.18","34.26","52.85","66.68","25.95","77","Computer and Technology","Electronics - Miscellaneous Components","44.73","3"
"American Tower","AMT","78968.88","169.5","3324760","4.56","-8.75","-6.69","10.52","-12.06","5.11","26.81","232.35","162.11","58","Finance","REIT and Equity Trust - Other","26.81","3"
"American Water Works","AWK","25685.25","131.53","2199229","-1.17","3.67","-1.29","40.2","-8.19","9.74","21.28","147","121.13","107","Utilities","Utility - Water Supply","21.17","4"
"Americold Realty Trust","COLD","4476.45","15.69","4015885","-2.67","7.84","21.35","81.55","11.13","-2.43","-4.29","16.95","10.12","58","Finance","REIT and Equity Trust - Other","-4.29","4"
"Ameriprise Financial","AMP","46587.37","518.23","752487","2.11","12.69","13.5","76.31","-3.73","7.04","21.34","545.5","430.4","107","Finance","Financial - Investment Management","20.57","3"
"Ameris Bancorp","ABCB","6044.21","89.82","596391","-1.11","2.24","5.14","92.95","10.16","-.36","35","91.65","65.68","92","Finance","Banks - Southeast","25.73","4"
"Amgen","AMGN","194537.88","360.45","2487802","-1.63","2.83","2.94","76.31",".31","9.95","32.21","388.16","271.18","163","Medical","Medical - Biomedical and Genetics","20.96","3"
"Amkor Technology","AMKR","16374.46","66.06","5425176","-5.47","-22.68","-4.87","62.04","52.41","6.18","6.17","93.55","21.14","43","Computer and Technology","Electronics - Semiconductors","6.17","2"
