Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"AES","AES","10551.76","14.79","7074336",".07",".41","1.16","47.8","-6.94","-.37","14.52","17.28","12.51","179","Utilities","Utility - Electric Power","14.3","3"
"AGCO","AGCO","8480.88","121.1","1195773","-3.75","21.77","6.55","53.88","5.39","-13.55","4.18","140.49","98.45","104","Industrial Products","Manufacturing - Farm Equipment","5.15","4"
"AGNC Investment","AGNC","12032.63","10.15","16892516","-4.78","-7.39","-2.22","18.55","-14.29","19.46","186.81","12.17","9.69","236","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","471.43","6.32","505269","-2.77","-6.92","-5.25","48.55","-13.78","-59.74","-1.97","7.56","5.15","85","Finance","REIT and Equity Trust - Other","-18.23","4"
"AIRO Group Holdings, Inc.","AIRO","228.78","7.25","447121","2.4","-32.31","-9.26","9.76","-23.5","4.57","-23.86","20.2","5.85","104","Aerospace","Aerospace - Defense","-23.86","3"
"AMC Global Media Inc.","AMCX","502.01","12.17","495836","-4.85","1.25","30.02","89.26","14.32","-4.52","1.69","12.85","6.52","168","Consumer Discretionary","Media Conglomerates","-.88","2"
"AMERISAFE","AMSF","459.14","24.77","383365","-5.85","-8.93","-20.91",".53","-42.11","2.66","11.73","45.46","24.66","224","Finance","Insurance - Accident and Health","14","5"
"AMETEK","AME","55437.33","241.87","1345587","3.27","-5.6","1.87","78.99","2.88","6.63","23.32","258.52","179.28","11","Computer and Technology","Electronics - Testing Equipment","20.04","2"
"AMN Healthcare Services","AMN","1291.26","33.34","504274","-.21","-3.33","7.62","84.84","89.1","-8.49","3.97","36.6","15.1","186","Business Services","Business - Services","3.06","3"
"ANI Pharmaceuticals","ANIP","1612.26","70.19","325035","-2.5","-6.13","-11.7","0","-18.37","43.78","18.68","98.81","70.19","165","Medical","Medical - Biomedical and Genetics","11.07","3"
"APA","APA","15671.24","44.73","4825326","1.24","11.82","35.42","99.53","64.16","-5.31","21.07","44.84","21.66","85","Oils-Energy","Oil and Gas - Exploration and Production - United States","19.48","3"
"APTIV PLC","APTV","9455.61","45.54","4495194","-2.13","-7.38","-28.49","2.33","-45.86","3.47","8.45","88.67","44.51","162","Business Services","Technology Services","1.17","4"
"APi Group","APG","16361.58","37.86","3016263","-5.42","-12.93","-11","26.78","-11.9","12.72","15.24","49.4","33.64","186","Business Services","Business - Services","3.99","3"
"ARM Holdings PLC Sponsored ADR","ARM","282816.66","264.79","3525871","9.15","-4.97","-39.75","47.85","109.68","22.79","38.85","439.46","104.55","48","Computer and Technology","Electronics - Semiconductors","20.25","3"
"ARMOUR Residential REIT","ARR","2236.54","15.8","3001921","-2.05","-5.5","-5.73","34.52","-19.31","45.28","148.59","19.12","14.05","236","Finance","REIT and Equity Trust","44.9","3"
"ASE Technology","ASX","88226.73","39.47","5988923","5.45","-.43","-2.69","83.42","123.24","11.82","8.52","45.12","11.05","48","Computer and Technology","Electronics - Semiconductors","8.52","3"
"ASHLAND INC","ASH","3248.1","70.91","503842","-3.13","-3.33","4.4","80.87","8.66","-13.68","8.19","76.45","47.49","101","Basic Materials","Chemical - Specialty","2.82","3"
"ASML Holding","ASML","667914.25","1698.3","1074208","3.17","-8.1","-11.99","75.66","42.22","20.81","30.11","1989.44","793.14","11","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","30.11","3"
"AST SpaceMobile","ASTS","23295.54","59.86","9089534","-3.65","-16.3","-25.79","23.86","-25.62","1505.21","-450.39","133.09","36.91","189","Computer and Technology","Wireless Equipment","-536.66","3"
"AT&T","T","178573.19","26.06","30123652","-.5","6.02","18.4","61.05","-7.25","2.71","12.77","29.62","20.48","221","Computer and Technology","Wireless National","16.94","3"
"ATI INC","ATI","27066.51","198.77","1781681","-2.82","-12.52","-1.28","78.96","56.36","5.16","11.84","231.78","74.88","44","Aerospace","Aerospace - Defense Equipment","10.09","2"
"AXT","AXTI","4247.16","64.77","8814921","15.25","-16.37","-23.41","44.8","256.82","-11.11","6.27","140.83","3.04","48","Computer and Technology","Electronics - Semiconductors","3.23","1"
"Abacus Global Management, Inc.","ABX","930","9.51","427196","-2.46","11.62","2.81","64.33",".51","110.18","33.55","12","5.02","159","Finance","Financial - Miscellaneous Services","10.55","3"
"AbbVie","ABBV","454277.81","257.12","4124170","-1.19","2.51","18.77","87.1",".63","8.57","30.03","265.97","197.38","104","Medical","Large Cap Pharmaceuticals","9.8","3"
"Abbott Laboratories","ABT","176412.55","101.95","7532092","-6.29","-8.38","15.32","35.87","-25.61","5.67","19.79","136.62","82.56","103","Medical","Medical - Products","11.65","3"
"Abercrombie & Fitch","ANF","6162.69","145.23","2380022","1.18","33.46","66.47","92.08","2.39","6.42","8.59","152.08","65.61","89","Retail-Wholesale","Retail - Apparel and Shoes","10.03","1"
"Academy Sports and Outdoors","ASO","3409.01","55.36","2147394","26.74","13.14","6.83","70.04","-2.15","2.02","6.75","61.19","41.73","74","Consumer Discretionary","Leisure and Recreation Products","6.39","3"
"Acadia Healthcare","ACHC","2640.32","28.36","1489910","-.07","-6.22","14.03","69.7","81.29","5.04","4.14","35.61","11.68","64","Medical","Medical - Hospital","-33.44","3"
"Acadia Realty Trust","AKR","2715.07","19.77","1360642","-2.51","-5.13","-6.44","25.32","-12.55","14.2","12.14","22.72","18.77","171","Finance","REIT and Equity Trust - Retail","12.14","3"
"Acadian Asset Management Inc.","AAMI","3230.3","91.02","343248","-1.32","-2.3","21.12","88.64","76.6","11.49","24.38","97.31","41.93","159","Finance","Financial - Miscellaneous Services","15.17","4"
"Accelerant Holdings","ARX","4309.03","19.84","3439299",".71","1.69","52.73","97.76","9.42","51.49","27.02","20.08","9.36","208","Finance","Insurance - Brokerage","-113.08","3"
"Accenture","ACN","122810.44","183.9","4641510","-4.77","3.03","43.69","36.23","-40.21","7.36","11.72","288.54","124.44","101","Computer and Technology","Computers - IT Services","10.66","3"
"Aclaris Therapeutics","ACRS","743.86","5.32","1765293","-10.59","-9.22","18.22","74.29","64.91","-58.19","-921.5","6.53","1.81","165","Medical","Medical - Drugs","-921.5","3"
"Acuren Corporation","TIC","2086.18","9.56","1375540","2.91","-4.78","13.54","37.99","-17.32","39.45","-.91","14.49","6.54","162","Business Services","Technology Services","-5.64","3"
"Acushnet","GOLF","4973.77","85.16","342675","-1.65","-5.27","-20.95","25.23","-3.67","4.14","8.75","118.53","73.9","74","Consumer Discretionary","Leisure and Recreation Products","8.12","3"
"Adamas Trust, Inc.","ADAM","817.01","9.09","709198","-6.29","-9.91","-.44","68.77","13.02","50.01","73.83","10.23","6.58","236","Finance","REIT and Equity Trust","29.82","1"
"AdaptHealth","AHCO","826.24","6.06","2582398","-5.61","6.32","-37.2","10.29","-47.04","-.49","2.16","13.38","5.22","103","Medical","Medical - Products","-7.07",""
"Adaptive Biotechnologies","ADPT","3862.22","24.2","1628033","-1.51","-1.06","38.05","84.03","34.53","54.77","-24.02","26.44","12.41","165","Medical","Medical - Biomedical and Genetics","-20.73","3"
"Adecoagro","AGRO","1678.13","11.77","959018","1.47","30.06","27.38","57.14","40.2","-6","-.4","15.25","7.13","168","Consumer Staples","Agriculture - Operations","3.03","4"
"Adient","ADNT","1483.35","19.24","781282","-1.69","-3.94","-7.28","15.5","-11.29","-1.04",".98","27.09","17.8","171","Auto-Tires-Trucks","Automotive - Original Equipment",".32","3"
"Adobe","ADBE","100261.42","252.23","4418242","-11.73","-6.75","29.24","33.79","-35.89","10.53","36.99","367.46","193.41","104","Computer and Technology","Computer - Software","28.05","4"
"Advance Auto Parts","AAP","2698.67","44.68","2533728","4.59","-22.11","-25.66","23.33","-.63","-5.42","2.53","64.17","38.75","74","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".97","3"
"Advanced Drainage Systems","WMS","9642.79","127.88","597172","-5.15","-14.31","-13.08","1.49","-20.83","5.03","16.46","175.38","127.16","158","Construction","Building Products - Miscellaneous","14","3"
"Advanced Energy Industries","AEIS","11504.36","287.25","466999","4.72","-12.83","-22.91","56.55","17.89","21.37","16.54","389.05","154.76","11","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10.77","1"
"Advanced Micro Devices","AMD","842569.31","516.13","17066700","13.15","6.86","-3.95","84.77","112.04","34.34","23.02","580.91","155.67","33","Computer and Technology","Computer - Integrated Systems","15.58","3"
"Aebi Schmidt Holding AG","AEBI","935.89","12.06","417743","-4.06","-11.91","-2.19","44.27","-14.53","40.58","1.09","15.61","9.24","60","Auto-Tires-Trucks","Automotive - Domestic","1.09","3"
"Aehr Test Systems","AEHR","3092.58","94.69","2698305","24.15","-23.2","-17.87","59.65","318.97","-15.21","1.82","145.61","19.4","11","Computer and Technology","Electronics - Measuring Instruments","-14.25","2"
"Aeluma, Inc.","ALMU","245.47","13.41","420617","4.52","-23.81","-44.56","12.91","-30.47","407.62","-39.4","31.49","10.73","48","Computer and Technology","Electronics - Semiconductors","-115.57",""
"AerSale","ASLE","259.16","5.43","401860","-3.72","-5.07","-14.49","1.74","-31.9","-2.83","1.69","8.82","5.37","44","Aerospace","Aerospace - Defense Equipment","-1.23","5"
"Aercap","AER","23613.1","141.5","990496","-3.4","-5.15","-2.45","61.21","-11.92","6.5","35.97","155.24","119.82","104","Transportation","Transportation - Equipment and Leasing","37.85","1"
"AeroVironment","AVAV","7456.24","146.71","1817243","-.34","-22.55","-13.5","3.67","-45.18","140.89","8.78","409.83","136.68","44","Aerospace","Aerospace - Defense Equipment","-5.77","3"
"Aeva Technologies","AEVA","978.4","15.52","1436026","1.7","-30.78","-36.37","31.49","1.65","99.44","-477.41","29.29","9.19","171","Auto-Tires-Trucks","Automotive - Original Equipment","-150.12","3"
"Affirm","AFRM","24105.36","71.44","5433071","-3.85","-8.78","-3.35","58.23","-17.63","31.34","45.29","92.18","42.53","85","Computer and Technology","Internet - Software","45.29","3"
"Aflac","AFL","57794.82","115.28","2027093","-2.6","-4.81","-.16","40.17","-6.39","-9.31","21.74","129.55","105.7","224","Finance","Insurance - Accident and Health","26.91","3"
"Agenus","AGEN","312.44","6.94","1001534","-15.78","-.86","131.33","74.6","97.86","10.37","89.19","8.36","2.77","165","Medical","Medical - Biomedical and Genetics","69.33","4"
"Agilent Technologies","A","41423.82","146.93","2286985","-2.03","-1.58","15.64","75.25","-5.16","6.73","23.33","159","110.24","103","Medical","Medical - Products","19.53","3"
"Agios Pharmaceuticals","AGIO","2005.99","33.6","816192","1.42",".39","-1.64","48.64","11.44","48.03","-418.24","45.49","22.34","165","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agnico Eagle Mines","AEM","101563.09","200.36","3038311","-3.27","11.09","20.22","55.26","4.61","43.71","39.12","252.19","136.34","217","Basic Materials","Mining - Gold","40.44","3"
"Agree Realty","ADC","8859.52","71.23","1498865","-2.06","-5.17","-2.76","8.63","-10.51","16.42","30.3","81.92","70.22","171","Finance","REIT and Equity Trust - Retail","28.84","2"
"Air Products and Chemicals","APD","64897.38","291.43","913066","-4.2","-4.61","4","72.72","7.19","-.52","23.4","314.19","230.76","85","Basic Materials","Chemical - Diversified ","-.38","2"
"Airbnb","ABNB","101907.39","170.19","4473599","-8.13","-8.07","19.51","74.28","11.39","10.26","20.45","190.5","111.54","196","Consumer Discretionary","Leisure and Recreation Services","20.45","3"
"Airbus SE - Unsponsored ADR","EADSY","181771.25","57.6","366282",".54","-6.02","4.73","65.64","-11.92","10.85","7.71","64.09","45.2","44","Aerospace","Aerospace - Defense Equipment","7.71","3"
"Akamai Technologies","AKAM","15347.54","106.79","2774283",".27","-14.77","-14.51","39.05","10.72","5.44","23.46","161.14","71.97","186","Computer and Technology","Internet - Services","9.51","3"
"Alamos Gold","AGI","15031.58","35.92","3567382","-4.7","9.35","-1.16","29.42","-16.63","34.29","38.71","55.33","27.83","217","Basic Materials","Mining - Gold","52.64","3"
"Alarm.com","ALRM","2738.16","55.36","334056","-2.41","-.77","24.74","85.52","-2.49","7.59","14.8","57.6","42.13","93","Industrial Products","Security and Safety Services","11.11","1"
"Alaska Air Group","ALK","4586.42","41.16","2195645","-.58","-13.35","-16.44","23.49","-28.1","21.34","-.82","63.86","34.19","216","Transportation","Transportation - Airline","-1.19","3"
"Albemarle","ALB","13867.95","117.52","2110845","-11.08","-9.93","-26.71","31.42","-22.15","-4.37","14.73","215.62","72.58","85","Basic Materials","Chemical - Diversified ","3.09","3"
"Albertsons Companies","ACI","5862.74","12.08","6258844","-4.05","-2.58","-10.19","12.06","-38.56","3.46","1.32","19.74","11.03","196","Consumer Staples","Consumer Products - Staples",".08","5"
"Alcoa","AA","12736.25","48.26","3656446","-5.47","-2.68","-18.71","32.78","-18.04","7.87","9.29","83.79","30.93","45","Industrial Products","Metal Products - Distribution","9.48","4"
"Alcon","ALC","32659.49","66.03","1206168","-8.39","-10.19","2.09","15.94","-23.86","4.94","14.88","87.18","62.02","157","Medical","Medical - Instruments","5.92","3"
"Alexandria Real Estate Equities","ARE","8911.04","51.14","1818218","-2.94","5.62",".22","22.81","-8.69","-2.88","-36.08","87.45","40.41","85","Finance","REIT and Equity Trust - Other","-36.08","3"
"Algonquin Power & Utilities","AQN","4088.29","5.31","3244782","-5.18","-8.76","-9.85","0","-20.39","4.92","9.82","6.98","5.31","179","Utilities","Utility - Electric Power","5.77","3"
"Alibaba","BABA","271678.72","109.3","12169604","-2.24","-10.53","2.05","15.33","-33.22","8.09","4.78","189.34","94.81","100","Retail-Wholesale","Internet - Commerce","7","3"
"Alight","ALIT","322.19","11.96","408448","-19.68","-18.25","5.06","3.29","-72.14","-3","9.82","75.4","9.8","85","Computer and Technology","Internet - Software","-90.9","3"
"Align Technology","ALGN","10801.43","150.82","821651","-5.65","-14.4","-17.17","35.72","-12.97",".9","19.3","197.51","124.88","91","Medical","Medical - Dental Supplies","9.99","3"
"Alignment Healthcare","ALHC","2615.76","12.61","3839665","-6.9","-6.32","-42.32","0","-41.74","46.06",".89","24.56","12.61","93","Medical","Medical Services",".89","3"
"Alkami Technology","ALKT","2193.38","20.51","1218990","2.09","-1.3","39.71","49.58","-25.5","32.89","8.23","26.53","14.59","85","Computer and Technology","Internet - Software","-9.21","4"
"Alkermes","ALKS","7712.07","45.97","1207257","-1.94","-7.04","2.18","67.77","48.6","-5.25","5.67","55.22","26.52","165","Medical","Medical - Biomedical and Genetics","3.96","3"
"Allegiant","ALGT","2139.75","78.27","493376","3.18","-9.46","-22.32","33.11","-19.56","3.74","4.62","119.16","58.03","216","Transportation","Transportation - Airline",".9","3"
"Allegion","ALLE","13040.42","153.35","1279597","-1.42","-7.86","14.81","51.18","-14.33","7.82","17","179.77","125.65","93","Industrial Products","Security and Safety Services","15.36","3"
"Allegro MicroSystems","ALGM","6768.26","36.31","1970679","2.11","-17.72","-38.46","28.86","20.56","22.77","13.38","69.62","22.8","48","Computer and Technology","Electronics - Semiconductors","1.5","4"
"Alliance Laundry Holdings Inc.","ALH","4295.83","21.61","2052759","-4.72","-16.11","-19.64","28.49","-6.33","13.31","13.7","28.01","19.06","171","Retail-Wholesale","Retail - Home Furnishings","10.08","2"
"Alliant Energy","LNT","17439.51","67.26","1861780","-1.09","-4.19","-7.86","25.26","-6.72","9.57","18.65","78.03","63.62","179","Utilities","Utility - Electric Power","18.45","3"
"Allied Gold Corporation","AAUC","3182.71","22.84","469609","-4.99","-.22","-10.92","47.15","-11.41","82.35","13.81","32.01","14.66","217","Basic Materials","Mining - Gold","-4.19","3"
"Allison Transmission Holdings","ALSN","10482.45","126.94","706695","-1.17","3.27","6.58","84.03","17.47","-6.67","16.46","136","79.27","171","Auto-Tires-Trucks","Automotive - Original Equipment","12.02","3"
"Allstate","ALL","64152.61","253.71","1454227","-3.57","-2.6","14.71","74.86","9.08","5.58","17.36","275.11","190","64","Finance","Insurance - Property and Casualty","18.97","1"
"Ally Financial","ALLY","12797.69","42.07","2750590","-3.49","-5.67","-7.52","54.12","-16.04","-3.26","17.86","47.25","35.96","60","Finance","Financial - Consumer Loans","16.75","3"
"Almonty Industries Inc.","ALM","4462.81","15.49","6252288","-13.17","11.84","-17.65","58.24","69.6","10.56","38.43","23.42","4.43","189","Basic Materials","Mining - Miscellaneous","125.89","3"
"Alnylam Pharmaceuticals","ALNY","33275.62","248.68","1659503","-5.98","9.49","-10.58","15.12","-43.88","65.19","22.7","491.22","205.48","165","Medical","Medical - Biomedical and Genetics","15.26","3"
"Alpha Metallurgical Resources","AMR","2655.11","209.41","342929","-3.58","34.58","12.73","64.23","-1.78","-27.99","-2.23","249.65","137.16","189","Basic Materials","Mining - Miscellaneous","-2.23","5"
"Alpha and Omega Semiconductor","AOSL","780.08","25.78","535845","5.44","-15.81","-46.34","23.18","12.93","-2.48","-1.92","53.32","17.47","48","Computer and Technology","Electronics - Semiconductors","-6.23","2"
"Alphabet","GOOG","4102553.75","335.45","14556075","-1.07","-2.47","-8.71","60.64","-5.06","15.09","63.76","399.04","237.49","186","Computer and Technology","Internet - Services","54.77","3"
"Alphabet","GOOGL","4139855","338.5","21680468","-1.16","-2.27","-8.02","61.39","-4.18","15.09","63.76","402.62","236.57","186","Computer and Technology","Internet - Services","54.77","3"
"Alphatec","ATEC","1634.09","10.58","1554884","13.4","8.51","20.09","22.88","-62.12","24.95","3.1","22.68","6.99","157","Medical","Medical - Instruments","-13.5","3"
"Altria Group","MO","115178.95","68.98","8146284","-.73","5.99","-.2","70.59","7.58","-3.08","45.6","74.92","54.72","224","Consumer Staples","Tobacco","33.99","3"
"Alvotech","ALVO","1596.55","5.29","984137","-1.67","29.34","34.95","38.29","-7.9","19.7","-35.01","8.98","3","165","Medical","Medical - Biomedical and Genetics","-36.31","4"
"Amazon.com","AMZN","2769709.5","256.78","30609290","-.82","-3.15","5.07","68.04","-1.6","12.38","10.29","284.02","198.79","100","Retail-Wholesale","Internet - Commerce","17.44","2"
"Ambarella","AMBA","2995.41","67.86","1643072","7.07","-17.2","-3.02","40.99","-13.61","37.15","7.34","95.51","48.65","48","Computer and Technology","Electronics - Semiconductors","-13.48","3"
"Ambiq Micro, Inc.","AMBQ","1536.23","63.52","414059","12.56","-1.27","-29.8","60.19","91.92","-4.67","-17.02","90.48","22.76","48","Computer and Technology","Electronics - Semiconductors","-37.77","2"
"Amcor","AMCR","19566.48","42.32","3242042","-7.78","-8.75","3.02","40.53","-7.02","56.61","7.93","50.58","36.69","212","Industrial Products","Containers - Paper and Packaging","4.71","3"
"Amdocs","DOX","6630.29","61.42","1013403","-2.94","4.71","19.33","32.19","-32.51","-9.43","16.85","85.75","49.87","101","Computer and Technology","Computers - IT Services","9.75","3"
"Amentum Holdings, Inc.","AMTM","4758.09","19.46","2076285","-3.23","-10.2","-10.16",".82","-39.18","71.59","4.22","37.53","19.31","160","Construction","Engineering - R and D Services","1.44","3"
"Amer Sports, Inc.","AS","15546.43","28.07","8092196","-1.54","-15.25","-23.78","4.54","-33.83","26.68","9.49","41.96","27.41","74","Consumer Discretionary","Leisure and Recreation Products","7.35","3"
"Ameren","AEE","29040.83","104.9","1257071","-1.42","-3.87","-3.47","36.31","-5.23","15.43","16.88","118.32","97.25","179","Utilities","Utility - Electric Power","17.86","3"
"Ameresco","AMRC","1261.91","23.78","717009","4.44","-14.43","-16.97","21.32","-29.84","9.16","1.63","43.23","18.51","91","Oils-Energy","Alternative Energy - Other","1.4","3"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","68604.15","22.83","3106432","-1.51","-1.85","-13.72","38.58","-.45","3.21","9.38","27.75","19.74","202","Computer and Technology","Wireless Non-US ","9.38","3"
"American Airlines","AAL","8612.23","13.01","58575688",".31","-13.61","-18.64","35.51","-24.42",".78","-.3","18.15","10.18","216","Transportation","Transportation - Airline","-.56","3"
"American Assets Trust","AAT","1320.19","21.5","409166","-2.98","-6.36","-10.6","46.23","1.84","-4.73","4.09","25.85","17.76","171","Finance","REIT and Equity Trust - Retail","4.09","3"
"American Bitcoin Corp.","ABTC","605.86","8.32","1827477","-10.92","13.66","-34.74","2.33","-71.59","801.52","-71.75","139.58","5.19","159","Finance","Financial - Miscellaneous Services","-71.75",""
"American Eagle Outfitters","AEO","2516.95","15.02","6521153","-11.7","-7.85","-15.67","5.12","-50.32","3.16","6.97","28.19","14.31","89","Retail-Wholesale","Retail - Apparel and Shoes","5.91","3"
"American Electric Power","AEP","67140.48","123.33","3105855","-1.11","-1.64","-3.41","52.37","-3.45","10.93","14.19","138.69","106.44","179","Utilities","Utility - Electric Power","13.78","3"
"American Express","AXP","219266.41","324.69","2265377","-1.56","-5.52","-3.94","35","-21.83","9.52","15.07","384.89","292.27","159","Finance","Financial - Miscellaneous Services","15.07","3"
"American Healthcare REIT, Inc.","AHR","11680.39","53.58","2438390","-3.91","-.04","15.18","76.4","3.58","9.15","4.85","57.72","40.18","85","Finance","REIT and Equity Trust - Other","4.84","2"
"American Homes 4 Rent","AMH","11351.56","31.48","1814113","-3.76","-8.09","-.73","55.18","-11.35","7.03","25.53","34.81","27.38","160","Finance","REIT and Equity Trust - Residential","25.53","2"
"American International Group","AIG","39389.53","75.33","3240017","-1.99","-.92","1.77","23.4","-20.92","-1.75","16.07","86.59","71.89","93","Finance","Insurance - Multi line","11.13","3"
"American Superconductor","AMSC","1430.49","29.53","612276","1.79","-6.28","-31.96","8.79","-10.21","34.26","48.04","66.68","25.95","55","Computer and Technology","Electronics - Miscellaneous Components","42.56","4"
"American Tower","AMT","82870.98","177.85","1924295",".06","2.1","1.02","44.83","-11.16","5.11","31.08","197.22","162.11","85","Finance","REIT and Equity Trust - Other","31.08","3"
"American Water Works","AWK","27363","137.69","1946522","-2.27",".9","10.09","68.15","-3.38","9.74","21.46","145.43","121.13","179","Utilities","Utility - Water Supply","21.35","3"
"Americas Gold and Silver","USAS","1707.7","5.05","4547998","-8.84","0","-5.78","31.97","-10.18","17.71","3.99","10.03","2.71","189","Basic Materials","Mining - Miscellaneous","-26.67","5"
"Americold Realty Trust","COLD","4173.73","14.62","3129011","3.61","-3.31","3.91","73.41","-.99","-2.43","-17.44","16.25","10.12","85","Finance","REIT and Equity Trust - Other","-17.44","3"
"Ameriprise Financial","AMP","50127.46","557.61","399908","-1.32","-2.29","19.29","90.68","1.79","7.04","21.38","570.68","430.4","175","Finance","Financial - Investment Management","20.24","2"
"Ameris Bancorp","ABCB","5681.28","84.66","300695","-1.36","-5.29","-3.35","64.18","2.74","-.36","34.33","93.17","69.41","70","Finance","Banks - Southeast","21.98","3"
"Amgen","AMGN","204007.5","377.35","2455689","-15.03","-9.69","11.77","61.39","5.37","9.95","31.9","444.12","271.18","165","Medical","Medical - Biomedical and Genetics","22.95","2"
"Amkor Technology","AMKR","12852.42","51.73","4207779","10.2","-10.42","-42.82","39.18","13.13","6.18","7.45","93.55","24.79","48","Computer and Technology","Electronics - Semiconductors","7.45","1"
"Amneal Pharmaceuticals","AMRX","5432.21","17.01","1529372","-4.81","-1.51","4.94","78","20.73","8.05","9.98","19.1","9.6","165","Medical","Medical - Drugs","5.05","3"
"Amphastar Pharmaceuticals","AMPH","1011.55","23.78","373966","-.25","17.84","26.42","55.15","-20.74","-1.65","19.05","29.4","16.87","74","Medical","Medical - Generic Drugs","10.76","3"
"Amphenol","APH","206943.95","83.92","10900743","2.25","1.26","2.37","85.76","7.09","51.71","19.17","88.16","58.4","11","Computer and Technology","Electronics - Connectors","17.73","2"
"Amplitude","AMPL","1274.89","12.59","1692130","-7.08","-5.34","92.8","80.32","-2.98","14.68","1.25","14.3","5.61","162","Business Services","Technology Services","-26.59","3"
