Company Name,Ticker,Zacks Rank,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %
"Hilton Grand Vacations","HGV","3","3268.3","40.55","888909","-.85","-1.13","-17.82","28.59","-16.66","1.33","5.4","54.69","36.99","179","Consumer Discretionary","Hotels and Motels","2.86"
"HOWARD HUGH HLD","HHH","4","3829.21","64.05","416407","-.02","-2.18","-4.43","8.76","-28.71","-15.75","12.31","89.85","61.65","183","Finance","Real Estate - Development","12.31"
"The Hartford Insurance Group, Inc.","HIG","3","37480.56","135.66","1220663",".72","-1.97","6.59","68.65","-10.95","6.91","19.57","145.68","122.36","69","Finance","Insurance - Property and Casualty","15"
"Huntington Ingalls Industries","HII","3","11266.96","287.67","371185","-1.81","-13.57","-4.58","10.1","-25.43","8.23","5.01","453.73","267.07","95","Aerospace","Aerospace - Defense","5.01"
"Hims & Hers Health","HIMS","3","6465.11","28.17","11804864","-6.32","-12.78","-8.15","27.34","-24.31","59","-1.19","62.76","14.52","89","Medical","Medical Info Systems","-5.51"
"Himax Technologies","HIMX","NA","2386.15","14.12","835412","-.29","-7.13","-23.36","39.11","48.14","-8.23","4.26","24.19","6.93","45","Computer and Technology","Electronics - Semiconductors","4.26"
"Highwoods Properties","HIW","3","3440.45","30.5","909539","1.93",".91","5.84","76.77","7.13","-2.39","20.74","34.4","20.58","101","Finance","REIT and Equity Trust - Other","20.74"
"Hecla Mining","HL","3","13892.17","20.46","33690912","4.08","17.83","24.13","51.52","-4.43","53.03","30.34","31.81","8.85","234","Basic Materials","Mining - Silver","20.84"
"Herbalife Ltd","HLF","2","1297.47","12.43","1633928","12.65","7.47","3.43","37.92","-14.82",".89","4.26","19.96","7.75","10","Retail-Wholesale","Retail - Pharmacies and Drug Stores","3.16"
"Houlihan Lokey","HLI","5","9468.73","135.39","669805","2.87","11.12","-1.95","15.99","-30.19","9.55","18.28","209.19","123.39","103","Finance","Financial - Miscellaneous Services","16.1"
"Helios Technologies","HLIO","2","2359.92","71.42","300441","-1.92","-12.14","-16.26","53.55","18.75","4.11","11.97","92.88","47.11","79","Industrial Products","Manufacturing - General Industrial ","8.01"
"Harmonic","HLIT","3","1284.8","11.96","1660273","-1.67","1.55","-21.83","35.47","5.64","-15.9","13.52","17.11","8.85","32","Computer and Technology","Communication - Components","-8.5"
"Hillman Solutions Corp.","HLMN","3","1494.11","7.55","1129025","-.26","-15.42","-3.76","17.3","-21.35","5.41","6.96","10.74","7.04","103","Construction","Building Products - Miscellaneous","2.57"
"Hamilton Lane","HLNE","1","5723.31","101.17","518105","-5.29","2.69","25.7","36.56","-31.95","6.46","41.26","153.84","73.79","103","Finance","Financial - Investment Management","32.14"
"Hilton Worldwide","HLT","3","70035.7","304.47","1747237","-1.61",".06","-10.35","58.23","-3.92","7.74","15.82","350.22","256.75","179","Consumer Discretionary","Hotels and Motels","12.69"
"Honda Motor Co.","HMC","1","50993.12","31.06","797125","2.22","2.99","21.14","80.81","-1.71","1.66","-.73","34.85","23.49","188","Auto-Tires-Trucks","Automotive - Foreign","-.73"
"Hinge Health Inc.","HNGE","3","7453.74","92.69","1630864","-.21",".87","35.14","99.22","76.36","50.58","21.67","92.85","31.17","89","Medical","Medical Info Systems","15.15"
"HNI","HNI","3","3584.55","48.23","448470","2.54","1.37","52.15","87.6","4.76","12.37","4.86","52.55","29.25","103","Business Services","Business - Office Products",".1"
"Hallador Energy","HNRG","5","782.58","16.9","637426",".12","4.53",".91","28.68","-22.68","16.09","-.2","23.81","13.7","102","Oils-Energy","Alternative Energy - Other","-.2"
"The Honest Company","HNST","3","654.97","5.74","2308084","4.02","13.77","66.2","100","104.53","-1.86","2.19","5.95","2.1","103","Consumer Discretionary","Consumer Products - Discretionary","-3.56"
"HarleyDavidson","HOG","3","2945.25","27.18","1735889","2.54","8.47","8.55","80.28","22.49","-13.76","5.56","31.03","17.19","58","Auto-Tires-Trucks","Automotive - Domestic","4.78"
"Home BancShares","HOMB","3","6031.5","29.79","1236943","2.34","-1.98","8.34","77.07","-3.75",".61","43.17","31.48","25.68","63","Finance","Banks - Southeast","32.1"
"Honeywell International","HON","3","66433.8","208.24","2756073","-1.84","-13.72","-53.91","1.22","-52.36","-2.74","16.34","496.08","206.07","68","Conglomerates","Diversified Operations","23.9"
"Robinhood Markets","HOOD","3","109786.94","117.34","20183328","16.51","29.19","24.45","65.24","-4.25","51.58","42.01","152.46","65.16","39","Finance","Financial - Investment Bank","42.01"
"Hope Bancorp","HOPE","3","1806.36","13.98","786242","2.47",".93","8.53","92.06","14.34","-3.34","22.59","14.5","9.84","195","Finance","Banks - West","12.53"
"HORNBECK OFFSHR","HOS","3","1355.92","9.08","1690184","-10.68","-8","-3.06","68.96","30.13","-4.94","3.57","10.6","6.09","174","Oils-Energy","Oil and Gas - Field Services","3.04"
"Helmerich & Payne","HP","3","4433.29","43.71","1278737","1.79","5.95","19.89","88.13","37.18","35.89","-1.59","47.64","20.02","211","Oils-Energy","Oil and Gas - Drilling","-3.43"
"Hewlett Packard","HPE","1","69028.17","56.03","20593814","-.46","-4.9","6.08","80.36","92","13.84","10.77","59.82","20","29","Computer and Technology","Computer - Integrated Systems","6.6"
"HighPeak Energy","HPK","3","1017.95","8.15","394310","-1.71","1.64","5.5","93.9","50.62","-19.27","-2.47","8.32","3.89","103","Oils-Energy","Oil and Gas - Exploration and Production - United States","-10.52"
"Hudson Pacific Properties","HPP","3","684.33","12.16","575494",".32","-7.55","-16.77","44.45","3.27","-1.3","-70.04","21.48","5.51","101","Finance","REIT and Equity Trust - Other","-70.04"
"HP","HPQ","1","29434.46","31.17","14303846","8.73","9.53","32.68","100","29.93","3.24","5.4","32.64","18.2","30","Computer and Technology","Computer - Micro Computers","4.14"
"HealthEquity","HQY","3","7946.46","93.36","841220","-.49","-10.04","10.46","68.08","-6.99","9.47","27.77","106.79","73.21","89","Medical","Medical Services","17.36"
"Healthcare Realty Trust Incorporated","HR","3","6552.8","19.06","2889178",".42","-2.65","-6.78","50.27",".04","-6.92","-7.67","21.87","16.34","101","Finance","REIT and Equity Trust - Other","-7.59"
"H&R Block","HRB","2","6218.86","45.89","2187888","-5.01","6.81","35.53","80.19","-.16","4.9","17.44","54.18","28.34","196","Consumer Discretionary","Consumer Services - Miscellaneous","18.59"
"Herc Holdings","HRI","3","4711.16","146.27","342145","-7.5","-16.99","-7.01","55.37","-15.77","22.65","4.08","181.12","91.04","103","Transportation","Transportation - Equipment and Leasing","1.01"
"Hormel Foods","HRL","3","11854.56","21.21","5304937","-1.42","-12.79","-12.37","26.59","-19.4","1.55","6.46","26.51","19.74","248","Consumer Staples","Food - Meat Products","2.82"
"Harmony Biosciences","HRMY","3","2460.49","42.07","617183","7.29","8.33","23.61","96.4",".14","21.51","18.88","42.86","25.9","162","Medical","Medical - Biomedical and Genetics","18.88"
"Harrow, Inc.","HROW","3","1444.78","37.85","538042","4.42","-5.31","-1","36.9","-30.24","36.41","-4.89","54.8","29.03","160","Medical","Medical - Drugs","-13.51"
"Hesai Group Sponsored ADR","HSAI","3","2644.6","18.59","1700229","17.18","-2.12",".64","28.22","-25.21","52.14","14.77","29.8","14.6","177","Auto-Tires-Trucks","Automotive - Original Equipment","14.77"
"HSBC","HSBC","3","368106.28","106.26","983770","3.85","3.67","15.27","98.25","20.75","-7.34","38.07","107.86","65.08","63","Finance","Banks - Foreign","18.19"
"Himalaya Shipping Ltd.","HSHP","NA","856.03","18.16","327188","9.62","19.86","22.74","100","78.84","6.73","31.44","18.35","7.42","33","Transportation","Transportation - Shipping","31.44"
"Henry Schein","HSIC","3","10009.01","88.86","862719",".01","1.96","10.75","96.36","5.39","4.03","4.59","90.86","62.03","92","Medical","Medical - Dental Supplies","2.96"
"Host Hotels & Resorts","HST","3","15106.99","22.07","7703023",".55","-2.73","-11.13","64.1","10.3","7.57","16.51","25.54","15.82","101","Finance","REIT and Equity Trust - Other","16.51"
"Hershey","HSY","3","34790.28","173.27","1080190","-1.74","-5.25","-4.4","14.65","-15.62","4.38","12.14","236.28","162.31","223","Consumer Staples","Food - Confectionery","12.24"
"Heartflow, Inc.","HTFL","3","4252.9","47.75","2335920","-2.94","66.64","49.03","94.92","48.81","39.92","-19.89","50.43","20.49","89","Medical","Medical Info Systems","-55.82"
"Hercules Capital","HTGC","3","3299.7","17.72","1541106","-.06","2.68","13.81","66.31","-16.92","7.88","62.98","19.53","13.89","89","Finance","Financial - SBIC & Commercial Industry","67.68"
"Hitachi","HTHIY","2","157225.23","33.82","315750","2.17","-1.49","17.27","70.97","-1.46","9.47","7.3","38.18","26.07","68","Conglomerates","Diversified Operations","7.3"
"H World Group Limited Sponsored ADR","HTHT","3","14075.36","44.18","1643438","-3.28","6.42","2.03","47.69","-13.72","10.51","21.04","56.06","36.39","179","Consumer Discretionary","Hotels and Motels","18.9"
"Heartland Express","HTLD","3","962.02","12.32","728674",".65","5.87","-21.37","58.64","22.18","-23.08","-.95","16.22","7.08","42","Transportation","Transportation - Truck","-2.98"
"H2O America","HTO","3","2692.23","64.81","323007","1.5","5.02","12.45","94.71","16.44","6.97","13.53","65.43","44.44","103","Business Services","Waste Removal Services","12.91"
"Hubbell","HUBB","2","24341.02","464.75","427735","1.7","-8.75","-5.92","35.46","-7.99","3.84","16.61","557.85","407.36","10","Industrial Products","Manufacturing - Electrical Utilities ","14.49"
"HubSpot","HUBS","3","12346.87","240.42","1322820","-5.26","14.68","33.08","21.92","-45.28","19.17","17.7","522.97","170.28","85","Computer and Technology","Internet - Software","4.26"
"Humana","HUM","3","48217.05","403.09","917064","4.78","4.11","5.6","96.79","39.04","10.11","1.43","409.42","163.67","24","Medical","Medical - HMOs",".88"
"Huntsman","HUN","3","1687.14","9.8","1990933",".42","-7.14","-39.46","25.97","-14.68","-5.85","-1.75","15.89","7.42","94","Basic Materials","Chemical - Diversified ","-3.05"
"Hut 8 Corp.","HUT","3","11530.31","99.49","4693186","18.95","9.2","-22.16","63.33","80.59","44.79","-5.16","133.02","25.38","103","Finance","Financial - Miscellaneous Services","-188.59"
"Hancock Whitney","HWC","3","6084.12","74.55","580133","1.81","-2.05","6.53","84.4","5.62","-1.75","34.4","79.78","54.52","63","Finance","Banks - Southeast","21.81"
"Howmet Aerospace","HWM","2","103735.86","231.53","2660371","5.85","-8.61","-4.13","70.83","12.16","11.06","20.17","292.65","178.2","95","Aerospace","Aerospace - Defense","20.52"
"Hexcel","HXL","3","6955.85","91.28","649362","-.74","-8.78","-6.74","62.81","10.39","-.48","8.39","110.28","61.07","44","Aerospace","Aerospace - Defense Equipment","7.76"
"MarineMax","HZO","3","1152.05","52.17","742945","-.04",".08","52.11","99.03","90.92","-5.01",".65","52.46","21.43","103","Retail-Wholesale","Retail - Miscellaneous",".18"
"Iamgold","IAG","3","11701.71","20.11","4990844",".15","11.12","14.22","72.93","10.15","74.7","32.85","24.57","9.46","216","Basic Materials","Mining - Gold","31.4"
"Integra LifeSciences","IART","3","1300.36","16.26","563873","-1.18","-2.05","-4.24","71.42","19.39","1.53","11.57","19.85","8.9","100","Medical","Medical - Instruments","-.44"
"Interactive Brokers","IBKR","1","157584.45","90.97","3592484","-4.8","2.16","-.15","85.35","27.73","101.04","16.37","98.19","60.16","39","Finance","Financial - Investment Bank","9.94"
"International Business Machines","IBM","3","221297.95","232.09","4490153",".44","-.6","-12.59","23.59","-29.67","7.62","16.55","329.23","205.77","29","Computer and Technology","Computer - Integrated Systems","15.52"
"ICICI Bank","IBN","2","108722.28","29.53","4657375","-.2",".73","8.95","65.89","-9.82",".19","42.85","32.94","25.2","63","Finance","Banks - Foreign","25.6"
"ImmunityBio","IBRX","3","8563.48","8.29","6971985","1.64","7.88","13.32","63.74","261.92","668.31","-178.81","11.55","1.98","162","Medical","Medical - Biomedical and Genetics","-598.56"
"Intercontinental Exchange","ICE","3","90530.47","157.76","3055596",".35","7.12","15.1","72","-11.7","7.47","41.36","176.17","122.91","85","Finance","Securities and Exchanges","30.08"
"Ichor Holdings","ICHR","1","2111.67","58.17","599799","5.25","-12.95","-36.98","42.98","171.31","11.61","1.98","112.28","14.25","45","Computer and Technology","Electronics - Semiconductors","-3.97"
"ICL Group","ICL","2","7576.25","5.86","1055211","2.62","9.93","2.09","52.45","-8.83","4.56","6.91","6.84","4.8","74","Basic Materials","Fertilizers","3.95"
"ICON","ICLR","3","12622.13","158.34","522960","-.08","-.72","11.6","69.01","-19.77","-.37","10.24","202.92","80.08","89","Medical","Medical Services","3.99"
"IDACORP","IDA","3","7849.17","137.89","432461","-.34","-2.86","-5.07","39.08","-4.91","-.75","18.78","154.55","123.61","168","Utilities","Utility - Electric Power","18.78"
"IDEXX Laboratories","IDXX","3","42177.84","520.21","472883","-3.83","-10.14","-6.07","3.72","-29.82","10.42","25.03","766.68","526.44","100","Medical","Medical - Instruments","25.03"
"IDEAYA Biosciences","IDYA","4","3502.14","38.84","675593","-.6","8.49","31.86","86.28","2.26","3024.43","-75.93","42.48","23.39","162","Medical","Medical - Biomedical and Genetics","-75.93"
"Icahn Enterprises","IEP","NA","4848.44","6.91","1336756",".29","-8.21","-6.83","7.17","-19.89","-3.61","-4.81","9.15","6.64","24","Oils-Energy","Energy and Pipeline - Master Limited Partnerships","-4.81"
"IDEX","IEX","3","16494.09","225.66","519861","-2.14","-4.09",".77","79.35","11.52","5.77","17.6","240.52","159.28","79","Industrial Products","Manufacturing - General Industrial ","14.49"
"International Flavors & Fragrances","IFF","5","22032.2","85.62","1290366",".02","1.48","10.2","93.97","13.64","-5.17","10.09","88.07","59.55","87","Basic Materials","Chemical - Specialty","2.78"
"IHS Holding","IHS","NA","2865.75","8.49","1125429",".71","2.05","2.54","89.56",".7","-7.55","31.63","8.73","6.24","103","Computer and Technology","Communication - Infrastructure","8.17"
"i3 Verticals","IIIV","4","436.95","15.85","473529","3.43","-1.19","-15.26","3.51","-41.56","-7.29","15.7","33.11","16","85","Computer and Technology","Internet - Software","4.24"
"Illumina","ILMN","3","32951.22","211.06","1601487","2.15","13.78","30.76","93.07","47.56","-.66","17.63","227.69","91","162","Medical","Medical - Biomedical and Genetics","18.36"
"IMAX","IMAX","3","2832.05","52.66","962918",".86",".84","22.02","87.69","23.91","16.47","22.25","54.79","29.21","45","Consumer Discretionary","Film and Television Production and Distribution","9.84"
"Immunocore","IMCR","3","1860.65","35.36","342772","-.52","6.33","26.2","67.12","-7.68","28.95","-4.2","40.22","27.79","162","Medical","Medical - Biomedical and Genetics","-4.2"
"Immersion","IMMR","3","255.92","7.63","351830","1.72","-.39","18.25","96.57",".56","11.24",".26","7.79","5.46","235","Computer and Technology","Computer - Peripheral Equipment",".26"
"Imperial Oil","IMO","3","61940.52","131.38","510765","-2.07","-.13","7.01","82.22","32.16","-10.42","10.01","138.33","83.72","103","Oils-Energy","Oil and Gas - Integrated - Canadian","8.03"
"Imperial Petroleum Inc.","IMPP","NA","241.34","5.33","357415",".76","13.76","4.55","66.13","29.6","9.17","36.51","6.35","3.22","33","Transportation","Transportation - Shipping","34.99"
"Immatics","IMTX","3","1306.76","9.44","597168",".31","-1.65","1.38","62.56","-19.25","-67.63","-495.71","11.87","5.7","162","Medical","Medical - Biomedical and Genetics","-495.71"
"International Money Express","IMXI","NA","438.37","14.41","769809",".28","22.76","-1.83","68.85","-16.22","-7.72","6.26","15.94","11.35","165","Business Services","Financial Transaction Services","3.35"
"Incyte","INCY","3","25691.94","124.4","1138495","2.86","4.28","24.29","93.41","13.81","21.22","31.65","129.93","81.66","162","Medical","Medical - Biomedical and Genetics","27.71"
"Indivior Pharmaceuticals Inc.","INDV","2","4123.4","34.32","1906006",".03","-9.18","-9.01","64.34","-13.64","4.29","34.91","41.83","22.51","160","Medical","Medical - Drugs","26.65"
"Infosys","INFY","4","47380.86","11.13","13908094","-2.99","-6.85",".86","12.44","-41.77","4.57","16.91","20.22","10.49","154","Computer and Technology","Computers - IT Services","16.38"
"ING Group","ING","2","106337.98","37.16","1518352","5.27","5.51","22.18","100","17.76","6.46","28.15","37.18","23.66","63","Finance","Banks - Foreign","28.15"
"Ingram Micro Holding Corporation","INGM","3","6652.29","28.38","869688","2.38","4","-4.15","76.92","19.86","9.53","1.36","31.64","19.51","156","Business Services","Technology Services",".77"
"Ingredion","INGR","4","6385.86","100.7","534908","-2.13","-2.15","-.25","19.44","-18.55","-2.84","9.33","128.41","94.71","211","Consumer Staples","Food - Miscellaneous","8.21"
"InMode","INMD","NA","857.04","14.81","413617","-.33","-1.84","9.87","55.7","-9.98","-6.16","24.2","16.62","12.76","95","Medical","Medical - Products","20.69"
"Summit Hotel Properties","INN","2","624.47","5.72","847576","-1.03","-6.76","-9.25","57.9","5.44","-.32","-.99","7.07","4.03","101","Finance","REIT and Equity Trust - Other","-.99"
"Innodata Inc","INOD","3","1913.74","56.12","1050394","-1.35","-10.55","-44.15","24.36","-3.11","47.64","14.66","121.5","34.45","156","Construction","Engineering - R and D Services","14.66"
"Insmed","INSM","3","27579.4","124.89","1725397","3.67","-6.28","29.58","28.79","-35.64","66.73","-85.71","211.41","91.88","162","Medical","Medical - Biomedical and Genetics","-76.94"
"Inspire Medical Systems","INSP","1","1823.67","62.14","439849",".14","5.63","53.37","22.16","-39.34","13.6","7.36","143.99","40.05","89","Medical","Medical Info Systems","15.03"
"International Seaways","INSW","3","5176.02","103.81","515457","5.94","15.6","28.36","100","90.89","-11.38","53.13","104.5","43.29","33","Transportation","Transportation - Shipping","61.98"
"Intapp","INTA","4","3191.28","39.86","554852","-3.83","7.67","80.64","79.11","-19.27","14.62","17.92","47.67","19.14","85","Computer and Technology","Internet - Software","-7.15"
"Intel","INTC","3","483215.22","104.47","92822072","7.03","-1.76","-25.07","61.37","130.25","-.47","9.59","140.94","24.08","24","Computer and Technology","Semiconductor - General","-19.79"
"Inter & Co. Inc.","INTR","3","2497.88","5.62","4288492","4.62","5.79","-2.75","11.82","-40.81","46.76","15.84","10.21","5.05","103","Finance","Financial - Miscellaneous Services","11.23"
"Intuit","INTU","3","91005.76","318.93","3912506","-7.4","-.52","18.08","17.37","-55.46","13.9","31.39","702.09","255.07","103","Computer and Technology","Computer - Software","21.29"
"Innoviva","INVA","3","1541","21.34","564994","2.7","3.14","-4.86","61.56","-5.37","14.67","75.76","24.24","16.67","103","Medical","Large Cap Pharmaceuticals","81.19"
"Invitation Home","INVH","2","16767.79","28.22","3216391","-2.57","-5.02","-2.67","64.21","-9.4","4.21","23.69","30.62","24.39","156","Finance","REIT and Equity Trust - Residential","23.13"
"Innovex International, Inc.","INVX","3","2102.97","29.8","671077","-1.96","3.09","6.74","89.82","21.94","48.04","7.47","31.63","16.3","103","Oils-Energy","Oil and Gas - Mechanical and and Equipment","6.17"
"IonQ","IONQ","4","15057.21","40.47","16523134",".53","-7.08","-35.4","23.3","-21.89","201.85","-216.58","82.09","26.59","29","Computer and Technology","Computer - Integrated Systems","-553.27"
"Ionis Pharmaceuticals","IONS","3","9653.65","56.71","2159318","-3.76","2.02","-21.46","18.2","-34.88","33.9","-46.22","86.5","51.77","160","Medical","Medical - Drugs","-64.76"
"Samsara Inc.","IOT","3","23424.95","40.15","6125757","-1.59",".85","19.86","76.06",".57","29.57","22.16","45.22","24.25","85","Computer and Technology","Internet - Software","4.9"
"Iovance Biotherapeutics","IOVA","2","3981.62","8.7","14253782","7.59","37.34","118.11","97.21","185.56","60.6","-89.11","8.99","1.81","162","Medical","Medical - Biomedical and Genetics","-89.11"
"International Paper","IP","3","19721.18","36.49","3666123","-1.82","-9.92","2.34","39.68","-16.15","26.93","-.69","49.19","29.38","215","Basic Materials","Paper and Related Products","-14.21"
"IPG Photonics","IPGP","3","3317.69","79.56","574267","2.52","-8.12","-35.01","8.73","-3.38","2.73","6.72","153.91","70.74","103","Computer and Technology","Lasers Systems and Components","2.58"
"IQVIA","IQV","3","44074.94","259.21","1188061","2.52","10.65","50.1","96.65","5.36","5.87","12.49","271.62","156.66","100","Medical","Medical - Instruments","8.1"
"Ingersoll Rand","IR","3","29627.64","75.11","3095325","-.9","-11.86","-.53","25.88","-14.51","5.75","17.21","98.76","68.54","79","Industrial Products","Manufacturing - General Industrial ","12.08"
"Iridium Communications","IRDM","3","5003.39","47.8","840610",".49","-4.28","4.01","78.66","140.91","4.93","11.83","55.72","15.84","223","Computer and Technology","Satellite and Communication","10.55"
"IREN Limited","IREN","3","17606.54","46.93","44184128","20.38","15.33","-26.57","36.89","4.91","41.11","-66.89","76.41","26.13","103","Finance","Financial - Miscellaneous Services","-99.38"
"Iron Mountain","IRM","3","34789.55","116.08","1377789","1.31","-3.87","-7.46","70.11","24.94","12.23","9.28","133.06","78.86","80","Business Services","Business - Information Services","5.54"
"Independence Realty Trust","IRT","3","3793.13","15.91","2056610","-.56","-3.83","-3.01","40.55","-18.36","2.76","6.52","18.04","14.76","156","Finance","REIT and Equity Trust - Residential","6.52"
"IRHYTHM HLDGS","IRTC","3","4056.76","122.24","500234","3.47","-1.37","8.18","24.33","-38.49","26.24","1.9","189.25","101.79","89","Medical","Medical Info Systems","-1.69"
"Intuitive Surgical","ISRG","3","129547.06","350.16","2122873","-2.7","-6.78","-11.97","13.3","-42.58","20.51","33.39","592.85","332.02","100","Medical","Medical - Instruments","28.45"
"Gartner","IT","1","11772.23","172.59","1150891","-5.9","-3.49","30.57","43.86","-34.47","3.13","15.7","264.09","125.73","48","Business Services","Consulting Services","11.99"
"Integer Holdings","ITGR","3","4299.99","126.2","798242","1","1.14","39.24","100","43.05","7.98","11.98","126.5","63.32","100","Medical","Medical - Instruments","6.97"
"Itron","ITRI","1","4247.75","96.57","486586","NA","-5.48","20.2","31.57","-7.35","-3.02","14.05","138.18","78.02","22","Computer and Technology","Electronics - Testing Equipment","11.9"
"ITT","ITT","3","18267.1","201.52","605894","2.02","-3.58","4.69","66.74","4.44","8.48","13.69","221.69","169.49","68","Conglomerates","Diversified Operations","8.9"
"Itau Unibanco","ITUB","3","90272.05","8.31","20556640","7.1","3.43","2.52","52.78",".95","-51.69","25.39","9.57","6.56","63","Finance","Banks - Foreign","26.41"
"Illinois Tool Works","ITW","3","76930.17","268.69","940240","-1.91","-8.28","2.9","49.63","-2.73",".92","19.39","299.6","241.07","79","Industrial Products","Manufacturing - General Industrial ","19.39"
"Ivanhoe Mines Ltd.","IVPAF","3","12166.99","9.63","332839","-2.07","1.31","-3.94","22.14","-33.57","981.91","49.44","13.91","7","183","Basic Materials","Mining - Miscellaneous","23.47"
"Invesco Mortgage Capital","IVR","5","775.01","7.18","2239681","-1.5","-2.57","-10.67","4.33","-24.07","3.05","191.2","9.41","7.1","235","Finance","REIT and Equity Trust","38.01"
"InvenTrust Properties","IVT","2","2544.44","32.61","526396",".99","-.67","-5.75","56.8","2.58","9.2","4.8","36.73","27.24","101","Finance","REIT and Equity Trust - Other","4.8"
"Invesco","IVZ","3","14659.82","32.34","3514874",".88","4.19","13.64","97.89","11.65","5.11","27.43","33.31","21.96","103","Finance","Financial - Investment Management","-.93"
"Orix Corp Ads","IX","3","44342","39.21","319003","2.49",".2","3.98","91.98","21.23","17.21","17.89","41.31","24.22","103","Finance","Financial - Miscellaneous Services","18.02"
"JACOBS SOLUTNS","J","3","17266.97","144.27","784972","-1.89","-.75","17.39","68.15","-2.09","4.6","5.74","164.44","107.27","103","Construction","Building Products - Miscellaneous","2.4"
"Jack In The Box","JACK","4","309.55","15.16","773650","-2.24","-9.53","24.92","47.75","-24.46","-6.75","4.93","23.52","9.4","164","Retail-Wholesale","Retail - Restaurants","2.84"
"Jazz Pharmaceuticals","JAZZ","3","16021.57","240.07","994412","-1.54","-3.79","7.03","89.14","28.76","4.88","37.76","261.62","125.22","162","Medical","Medical - Biomedical and Genetics","20.45"
"JBG SMITH Properties","JBGS","NA","685.34","11.42","774824","-2.9","4.37","-17.26","3.76","-39","-8.9","-36.07","24.23","11.21","101","Finance","REIT and Equity Trust - Other","-29.89"
"J.B. Hunt Transport Services","JBHT","2","25711.09","274.78","773812","3.13","2.87","-3.32","85.31","24.94","-.73","5.31","298.41","130.65","42","Transportation","Transportation - Truck","5.31"
"Jabil","JBL","3","32543.73","312.33","906384","1.74","-7.74","-19.46","61.14","20.8","3.18","3.85","385.63","192.49","7","Computer and Technology","Electronics - Manufacturing Services","2.57"
"JBS N.V.","JBS","3","10112.41","12.87","5537556","-3.05","-2.83","6.89","20.74","-19.86","11.66","1.22","18.42","11.62","211","Consumer Staples","Food - Miscellaneous","1.22"
"JBT Marel Corporation","JBTM","3","6106.94","115.96","545931",".73","-3.83","-7.74","5.03","-30.71","121.34","9.94","168.55","115.03","156","Business Services","Technology Services","4.89"
"Jefferson Capital, Inc.","JCAP","5","1226.04","21.67","360312","2.59","1.23","30.82","68.75","-15.24","41.53","24.91","24","15.52","103","Finance","Financial - Miscellaneous Services","23.5"
"Johnson Controls International","JCI","2","87796.17","146.37","2642734","4.85","-3.82","-.77","80.04","7.34","2.81","11.77","154.76","105.55","103","Construction","Building Products - Wood","14.32"
"JD.com","JD","3","35275.81","27.68","8362400",".07","-15.57","-1.46","27.96","-12.67","17.91","1.77","36.17","25.19","155","Retail-Wholesale","Internet - Commerce","1.13"
"Jefferies Financial Group","JEF","3","10700.41","55.72","1579755","4.92","-.14","-10.85","55.94","-20.96","53.86","11.73","70.36","36.02","103","Finance","Financial - Miscellaneous Services","7.58"
"James Hardie Industries","JHX","2","17636.44","29.86","5586779","2.29","-.13","20.74","95.21","29.89","24.71","12.53","31.08","16.69","103","Construction","Building Products - Miscellaneous","2.69"
"Jack Henry & Associates","JKHY","3","11613.45","159.83","909916","-1.35","6.81","27.07","61.03","-19.5","7.12","19.76","192.6","123.42","154","Computer and Technology","Computers - IT Services","19.76"
"JinkoSolar","JKS","4","627.4","12.43","703299","-4.77","-29.2","-40.01","NA","-58.83","-25.9","-4.61","30.58","11.98","222","Oils-Energy","Solar","-5.85"
"Jumia Technologies","JMIA","NA","902.89","7.24","1932482","5.81","21.5","-1.49","17.96","-48.24","12.8","-27.54","14.6","5.69","155","Retail-Wholesale","Internet - Commerce","-27.54"
"Johnson & Johnson","JNJ","3","663276.38","269.12","5835267","3.53","5.13","16.79","96.93","17.95","6.05","27.07","278.43","174.16","103","Medical","Large Cap Pharmaceuticals","21.48"
"Joby Aviation, Inc.","JOBY","3","6666.7","6.84","24021160","-1.46","-23.5","-30.3",".7","-54.72","39183.09","-716.81","19.57","6.65","95","Aerospace","Aerospace - Defense","-755.11"
"JOYY Inc. Sponsored ADR","JOYY","4","3673.13","74.36","344534",".48",".16","8.93","100","2.71","-5.07","11.57","75","54.42","196","Computer and Technology","Internet - Services","9.64"
"JPMorgan Chase & Co.","JPM","2","953331.94","353.51","5191504",".74","-.32","12.29","92.06","-1.29",".52","31.54","365.18","282.84","39","Finance","Financial - Investment Bank","21.86"
"Jackson Financial","JXN","NA","9524.69","136.59","500793","5.4","7.85","28.25","100","16.95","104.31","23.93","140.63","90.62","174","Finance","Insurance - Life Insurance","1.59"
"Kayne Anderson BDC, Inc.","KBDC","5","888.21","13.19","377764","-1.18","-3.72","-4.13","12.06","-16.7","10.66","49.34","15.71","13.14","89","Finance","Financial - SBIC & Commercial Industry","31.54"
"KB Home","KBH","3","3203.43","50.2","737205","-1.97","-7.55","-1.84","31.44","-17.85","-10.01","5.38","67.97","45.04","162","Construction","Building Products - Home Builders","4.94"
"KBR","KBR","3","4641.81","37.04","1046796","-1.81","-3.84","5.74","34.23","-18.77",".57","6.55","49.81","30.06","156","Construction","Engineering - R and D Services","5.49"
