Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Camping World","CWH","635.26","6.15","2527193","-8.48",".16","-11.89","4.23","-44.19","4.41",".38","17.91","5.63","166","Auto-Tires-Trucks","Automotive - Original Equipment","-1.55","4"
"Camtek","CAMT","7376.4","158.1","577713","13.1","15.59","1.52","62.24","31.26","15.57","30.69","207.46","76.73","21","Computer and Technology","Electronics - Measuring Instruments","7.4","3"
"Canada Goose","GOOS","844.17","8.69","833137","-.8","-9.1","-8.53","1.84","-40.75","14.14","5.07","15.1","8.57","101","Retail-Wholesale","Retail - Apparel and Shoes","3.65","4"
"Canadian Imperial Bank of Commerce","CM","108893.34","119.29","945766",".02","1.64","6.44","96.04","16.24","-5.81","30.2","121.24","71.96","88","Finance","Banks - Foreign","15.84","4"
"Canadian National Railway","CNI","75837.36","125.14","1722937","-.53","-.14","11.11","86.29","11.78","-.46","26.94","130.58","90.91","70","Transportation","Transportation - Rail","26.92","3"
"Canadian Natural Resources Limited","CNQ","97766.88","47.25","6902239","1.92","9.76","-3.47","84.46","23.25","4.33","23.56","50.55","29.31","231","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","22.78","3"
"Canadian Pacific Kansas City Limited","CP","79810.11","90.51","2974334","-.15","-.92","4.98","87.11","8.54","1.64","27.5","93.71","68.88","70","Transportation","Transportation - Rail","25.02","4"
"Canadian Solar","CSIQ","1059.19","15.6","2075769",".52","5.91","-9.2","25.3","-42.05","-6.65","-3.05","33.58","9.51","168","Oils-Energy","Solar","-1.87","3"
"Capital One Financial","COF","134334.78","218.97","4286007",".59","7.86","16.99","52.38","-20.23","28.39","20.61","257.94","176.1","76","Finance","Financial - Consumer Loans","13.37","3"
"Capital Southwest","CSWC","1602.27","25.14","718771","5.01","6.3","7.85","100",".21","13.53","58.71","25.14","19.47","68","Finance","Financial - Investment Management","46.68","3"
"Capri Holdings","CPRI","1753.65","15.43","3863486","-5.74","-11.68","-12.03","3.4","-44.17","-21.79","5.72","27.66","15","101","Retail-Wholesale","Retail - Apparel and Shoes","4.44","3"
"Capstone Green Energy","CEPL","239.02","7.34","342815","-9.16","-28.74","-17.99","48.9","28.59","23.89","15.32","13.6","1.35","156","Oils-Energy","Alternative Energy - Other","2.66","3"
"CarGurus","CARG","3390.13","37.59","1037590","1.79","11.38","31.16","88.07","-13.46","1.41","23.96","39.03","26.96","159","Retail-Wholesale","Internet - Commerce","18.06","3"
"CarMax","KMX","8341.53","58.78","2605370",".6","7.13","58.65","89.17","34.31","-1.79","1.53","62.17","30.88","79","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".84","3"
"Cardinal Health","CAH","55548.94","237.18","2098843",".67","1.51","18.73","97.3","1.9","-1.87",".99","239.71","146.04","34","Medical","Medical - Dental Supplies",".62","2"
"CareDx","CDNA","2435.13","47.07","1394231","-1.63","63.67","128.61","97.85","120.59","13.79","12.88","47.85","11.57","88","Medical","Medical Services","24.23","1"
"CareTrust REIT","CTRE","9550.97","40.42","2131674","-1.94",".22","-2.65","72.54","-1.3","60.79","62.19","43.4","32.55","88","Finance","REIT and Equity Trust - Other","62.19","3"
"Caris Life Sciences,?Inc.","CAI","6612.73","23.4","4814395","43.38","37.16","54.97","35.76","-23.42","96.97","10.62","39.3","14.55","88","Medical","Medical Services","10.62","3"
"Carlisle Companies","CSL","15299.87","385.25","472065","3.6","15.62","15.49","72.85","6.34",".33","16.47","418.74","295.41","97","Conglomerates","Diversified Operations","14.21","3"
"Carlyle Group","CG","17206.78","47.8","3631000","-2.27","8.29","2.58","25.25","-28.6","-11.91","42.92","69.35","40.52","68","Finance","Financial - Investment Management","10.08","4"
"Carlyle Secured Lending","CGBD","766.48","11.14","620200","8.58","6.3","2.01","28.75","-21.25","9.88","59.75","13.99","9.99","165","Finance","Financial - SBIC & Commercial Industry","14.26","3"
"Carnival","CCL","38007.77","27.75","18962788","-3.44","4.28","11.4","38.22","-19.77","6.4","12.01","33.99","23.89","152","Consumer Discretionary","Leisure and Recreation Services","11.24","3"
"Carpenter Technology","CRS","27822.95","559.98","720073","3.03","-1.21","38.52","84.68","57.04","8.59","17.34","619.25","232.4","19","Basic Materials","Steel - Speciality","16.96","1"
"Carrier Global","CARR","52295.18","63.44","7377212",".43","-7.54","-1.66","51.01","6.01","-3.29","9.34","76","50.36","44","Construction","Building Products - Air Conditioner and Heating","5.52","2"
"Cars.com","CARS","652.56","12.19","750909",".83","9.82","21.53","74.24","-11.78",".57","15.59","13.79","7.58","159","Retail-Wholesale","Internet - Commerce","4.73","3"
"Carter Bankshares","CARE","703.04","31.72","424162","-10.47",".38","21.35","78.68","42.46","4.74","13.71","35.72","16.96","50","Finance","Banks - Northeast","36.79","3"
"Carter's","CRI","1482.4","40.38","1084297","1.23","4.67","13.71","80.39","9.94","1.91","4.02","44.37","24.02","73","Consumer Discretionary","Shoes and Retail Apparel ","6.55","2"
"Carvana","CVNA","81610.4","74.16","10733771","12.14","14.11","12.33","45.4","-22.42","48.63","6.26","95.69","56.26","159","Retail-Wholesale","Internet - Commerce","6.26","3"
"Casella Waste Systems","CWST","5724.26","89.99","703673","-2.17","-8.26","2.15","46.4","-18.87","17.95","4.27","107.34","74.97","156","Business Services","Waste Removal Services",".29","3"
"Casey's General Stores","CASY","31619.22","854.46","304175","-.69","-.54","-.16","85.34","36.5","10.16","4.07","916.28","494.52","108","Retail-Wholesale","Retail - Convenience Stores","4.07","3"
"Castle Biosciences","CSTL","988.28","32.35","494118","6.45","40.78","67.44","57.05","-26.57","3.66","-5.43","43.04","18.15","152","Medical","Medical - Biomedical and Genetics","-5.43","3"
"Caterpillar","CAT","385014.47","837.58","3166826",".91","-10.08","-3.05","65.41","29.09","4.29","14.87","1064.9","407.79","79","Industrial Products","Manufacturing - Construction and Mining","14.51","1"
"Cathay General Bancorp","CATY","4227.65","63.37","514088","-.83","2.77","12","94.99","15.63","-.43","39.89","64.35","44.78","209","Finance","Banks - West","24.66","2"
"Cboe Global Markets","CBOE","29764.93","285.02","1063579","-4.3","2.85","-22.19","39.58",".26","15.13","49.87","366.7","231.51","163","Finance","Securities and Exchanges","26.68","2"
"Celanese","CE","4875.6","44.46","2132171","1.3","-7.22","-20.25","26.49","-7.15","-7.16","6.02","69.24","35.53","150","Basic Materials","Chemical - Specialty","-12.04","4"
"Celestica","CLS","36172.21","314.59","3236479","-7.99","-8.86","-8.19","45.78","-6.04","28.46","6.07","472.4","181.34","1","Computer and Technology","Electronics - Manufacturing Services","7.16","1"
"Cellebrite DI Ltd.","CLBT","3966.09","15.9","1088460","5.51","-1.43","16.65","57.09","-22.14","18.56","27.18","19.56","11.03","101","Computer and Technology","Internet - Software","14.48","3"
"Cemex","CX","16371.2","11.3","7386241","-4.56","-9.24","-11.02","55.45","-13.17","-.42","3.02","13.55","8.5","197","Construction","Building Products - Concrete and Aggregates","2.83","3"
"Cencora, Inc.","COR","63232.34","325","1484668","5.39","6.16","24.11","59.22","-15.04","9.31","1.01","374.75","252.74","88","Medical","Medical Services",".79","3"
"Cenovus Energy","CVE","54668.82","29.56","7404891","-.03","7.06","-6.37","87.05","54.25","-10.22","12.37","31.8","14.5","108","Oils-Energy","Oil and Gas - Integrated - Canadian","12.37","3"
"Centene","CNC","32885.25","66.57","5384905","4.41","-2.52","14.32","95.05","42.84","19.44","1.27","68.72","25.25","24","Medical","Medical - HMOs","-2.51","1"
"CenterPoint Energy","CNP","26368.57","40.03","6852870","-4.51","-9.29","-4.05","35.1","-7.81","8.26","13.09","45.04","37.32","151","Utilities","Utility - Electric Power","11.61","2"
"Centerra Gold","CGAU","4183.64","21.33","1583211","21.12","34.4","25.03","100","31.06","14.01","18.39","21.33","7.01","228","Basic Materials","Mining - Gold","36.92","3"
"Centrus Energy","LEU","3724.85","189.34","718769","2.48","21.33","9.48","14.77","-31.14","1.52","10.23","436","146.61","177","Basic Materials","Mining - Non Ferrous","10.23","3"
"Centuri Holdings, Inc.","CTRI","2398.88","23.76","2252580","-14.72","-8.16","-20.67","19.57","-16.92","13.1","1.63","41.8","19.37","151","Utilities","Utility - Electric Power",".86","4"
"Cerence","CRNC","402.77","8.905","762304","-.17","-13.63","-6.46","38.96","-26.45","-24.05","19.98","13.52","5.96","107","Computer and Technology","Computers - IT Services","-4.97","2"
"CeriBell, Inc.","CBLL","732.29","19.3","353506","5.41","-1.13","16.41","66.99","-22.3","36.09","-64.73","23.43","10.92","148","Medical","Medical - Products","-64.73","3"
"Certara","CERT","1230.99","8.07","3960582","-1.34","18.85","76.97","39.36","-19.12","8.75","15.71","13.6","4.48","152","Medical","Medical - Biomedical and Genetics","-16.75","3"
"Ceva, Inc.","CEVA","889.27","31.92","763503","-4.06","-25.26","-12.76","44.78","30.96","2.49","9.51","50.06","17.21","101","Computer and Technology","Internet - Software","-9.48","3"
"Chagee Holdings Limited - Sponsored ADR","CHA","1874.04","10.21","444156","-8.43","-12.59","0","7.37","-22.49","8.6","13.26","23.4","9.16","70","Consumer Staples","Beverages - Soft drinks","7.25","3"
"Champion Homes, Inc.","SKY","5047.51","92.99","665663","15.04","16","41.67","86.54","-2.84","7.26","7.4","97.46","64.26","243","Construction","Building Products - Mobile Homes and RV Builders","7.16","2"
"Charles River Laboratories International","CRL","13223.67","277","920465","19.98","20.57","84.75","100","22.6","-.85","12.18","277","145.57","88","Medical","Medical Services","-5.96","2"
"Charles Schwab","SCHW","186750.95","107.99","8378825","2","5.48","16.89","99.87","-4.57","22.01","40.46","108.02","85.35","24","Finance","Financial - Investment Bank","38.79","1"
"Charter Communications","CHTR","18284.05","153.29","3105440","6.38","16.69","8.55","18.8","-35.16","-.56","9.05","282.74","123.31","190","Consumer Discretionary","Cable Television","9.05","3"
"Chatham Lodging Trust REIT","CLDT","581.18","12.45","347765","-5.32","-3.26","23.76","82.38","61.42","-6.98","4","13.78","6.23","88","Finance","REIT and Equity Trust - Other","4","2"
"Check Point Software Technologies","CHKP","13389.48","131.14","1370460","6.64","-2.37","3.03","19.77","-37.6","6.25","48.05","206.91","112.47","44","Computer and Technology","Security","37.93","3"
"Chemours","CC","2195.78","14.59","2895837","-14.73","-19.48","-36.4","23.54","9.26",".45","1.88","27.94","10.48","99","Basic Materials","Chemical - Diversified ","-5","3"
"Cheniere Energy","LNG","54872","265.68","1757319","2.94",".91","7.24","71.11","20.67","27.21","15.41","296.91","188.83","213","Oils-Energy","Oil and Gas - Exploration and Production - United States","13.57","3"
"Chevron","CVX","385097.59","194.91","7857788",".9","6.98","-.62","74.78","12.91","-6.79","9.95","211.15","146.75","227","Oils-Energy","Oil and Gas - Integrated - International","9.57","3"
"Chewy","CHWY","9248.89","22.59","7531053","-1.65","11.17","4.44","20.47","-39.65","6.24","4.45","42.33","17.51","159","Retail-Wholesale","Internet - Commerce","1.99","4"
"Chime Financial, Inc.","CHYM","11754.44","30.85","8194093","27.16","47.26","75.78","82.72","8.22","30.69","-.74","33.86","16.44","156","Finance","Financial - Miscellaneous Services","-.74","3"
"Chipotle Mexican Grill","CMG","40670.53","32.14","19887496","-14.2","-12.26","-4.77","24.97","-23.3","5.41","11.72","44.04","28.18","171","Retail-Wholesale","Retail - Restaurants","11.43","3"
"Choice Hotels International","CHH","4624.64","102.75","597127","-5.27","-5.51","-3.66","46.17","-4.76",".75","19.4","124.14","84.4","194","Consumer Discretionary","Hotels and Motels","20.28","3"
"Chord Energy Corporation","CHRD","7576.75","138.52","802104","-.58","13.21","-7.38","82.79","31.94","-7.12","17.14","149.65","84.99","213","Oils-Energy","Oil and Gas - Exploration and Production - United States","13.42","4"
"Chubb Limited","CB","134374.09","348.3","1995942",".02","-1.82","5.44","84.05","-1.47","6.54","18.41","363.5","268.2","101","Finance","Insurance - Property and Casualty","18.1","3"
"Church & Dwight Co.","CHD","24503.16","103.3","1921255","3.29","6.32","6.74","91.72","8.77","1.57","13.52","105.26","81.6","208","Consumer Staples","Consumer Products - Staples","11.96","3"
"Churchill Downs","CHDN","6020.01","86.37","1084613","3.47","3.13","-1.77","11.93","-32.98","7.01","15.79","117.59","82.14","201","Consumer Discretionary","Gaming","13.82","3"
"Ciena","CIEN","54880.07","387.7","2040258","-.78","-12.96","-26.09","55.72","46.37","18.79","11.97","627","86.64","84","Computer and Technology","Communication - Components","7.87","3"
"Cigna Group","CI","73564.55","278.4","2051544","-1.3","-8.57","-2.89","51.04","-10.69","11.24","2.96","311","244.41","24","Medical","Medical - HMOs","2.27","3"
"Cincinnati Financial","CINF","26683.69","173.86","821136","-2.34","-4.82","3.7","56.98","-6.01","11.41","13.13","192.03","149.79","101","Finance","Insurance - Property and Casualty","23.84","3"
"Cinemark","CNK","4375.67","37.75","2888544","-.32","29.5","40.7","98.02","43.42","2.15","6.44","38.07","21.93","34","Consumer Discretionary","Film and Television Production and Distribution","6.44","1"
"Cintas","CTAS","81118.38","202.71","2666800","-.64","10.32","16.16","62.44","-4.83","8.94","17.86","226.27","163.55","187","Consumer Discretionary","Textile - Apparel","17.75","2"
"Cipher Digital Inc.","CIFR","6777.45","16.33","32141670","-32.41","-18.7","-14.59","47.47","-2.31","48.04","-585.75","29.18","4.72","161","Business Services","Technology Services","-585.75","3"
"Circle Internet Group, Inc.","CRCL","16667.02","67.05","11826732","11.1","6.43","-39.81","14.89","-25.35","63.86","15.53","163.21","50.23","156","Finance","Financial - Miscellaneous Services","15.53","3"
"Cirrus Logic","CRUS","6106.32","121.84","783821","-4.31","-16.84","-23.98","27.09","-9.22","5.34","24.64","178.9","100.64","42","Computer and Technology","Electronics - Semiconductors","21","4"
"Cisco Systems","CSCO","483101.63","122.57","20269886","5.79","2.78","3.1","88.35","40.49","5.3","26.89","130","66.2","171","Computer and Technology","Computer - Networking","20.14","3"
"Citigroup","C","230628.11","135.22","12366036","1.24","-3.9","10.47","80.81","2.31","-1.44","21.57","145.67","91.23","24","Finance","Financial - Investment Bank","10.23","1"
"Citizens Financial Group","CFG","30606.92","72.67","4237348","-.04","3.28","18.82","93.77","9.85","-2.47","24.36","74.4","46.64","50","Finance","Banks - Northeast","17.18","2"
"Clean Harbors","CLH","16364.05","310","502395","-.32","2.09","2.75","86.89","16.73","2.39","7.03","326.34","201.73","156","Business Services","Waste Removal Services","7.03","3"
"Cleanspark","CLSK","2976.51","11.59","26171824","-20.89","-6.23","-13.77","22.7","1.12","102.21","-36.38","23.2","8.18","156","Finance","Financial - Miscellaneous Services","-146.9","3"
"ClearPoint Neuro","CLPT","444.45","14.57","658920","-5.27","-11.75","30.91","28.22","-5.96","17.78","-81.76","29.6","8.66","106","Medical","Medical - Instruments","-81.76","4"
"Clearway Energy","CWEN","6784.1","33.05","1200641","3.09","-.42","-8.95","38.59","-12.26","4.23","5.78","41.26","27.89","156","Oils-Energy","Alternative Energy - Other","5.78","3"
"ClevelandCliffs","CLF","7126.04","12.49","26370366","11.32","28.63","17.17","55.86","-16.96","-3","-4.16","16.18","7.82","108","Basic Materials","Steel - Producers","-4.56","3"
"Cloudflare","NET","109783.08","310.59","3816058","9.85","15.23","53.95","100","39.1","29.85","16.33","310.59","160.19","101","Computer and Technology","Internet - Software","-8.21","3"
"CoStar Group","CSGP","12755.62","31.48","8202966","4.83","9.42","-5.18","6.36","-58.66","18.67","12.65","95.34","27.14","107","Computer and Technology","Computers - IT Services","2.08","3"
"Coca-Cola","KO","373762.44","86.87","17597124",".01","3.11","6.98","90.56","9.71","1.87","27.84","89.08","65.67","70","Consumer Staples","Beverages - Soft drinks","28.56","2"
"Coeur Mining","CDE","18657.02","18.15","34953456","16.65","16.42","3.71","43.36","-10.12","96.41","23.67","27.15","11.26","177","Basic Materials","Mining - Non Ferrous","26.82","4"
"Cogent Communications","CCOI","527.52","10.3","1458912","-22.15","-20.34","-40.19","1.08","-57.82","-5.82","-15.75","45.1","9.92","185","Computer and Technology","Wireless National","-4.73","2"
"Cognex","CGNX","10826.89","64.36","2092631","-4.57",".7","3.97","78.57","57.94","8.73","21.64","72.42","34.8","7","Computer and Technology","Electronics - Testing Equipment","16.05","1"
"Cognizant Technology Solutions","CTSH","26265.4","58.31","9707398","5.69","32.04","13.45","40.82","-37.97","6.95","12.16","86.7","38.73","107","Computer and Technology","Computers - IT Services","10.26","3"
"Cognyte Software","CGNT","689.49","9.33","499945","1.74","3.21","-7.99","50.68","-12.36","14.09","4.41","12.24","6.34","101","Computer and Technology","Internet - Software","-.66","3"
"Cohu","COHU","2341.83","49.47","1025485","1.29","-6.32","11.92","55.7","87.71","12.74",".88","73.91","18.74","24","Computer and Technology","Electronics - Manufacturing Machinery","-7.43","3"
"ColgatePalmolive","CL","74256.65","93.15","4699408","3.64","-.06","3.59","75.21","4.08","1.4","14.65","99.14","74.98","208","Consumer Staples","Consumer Products - Staples","9.68","3"
"Collegium Pharmaceutical","COLL","885.51","27.2","499439","-23.55","-21.88","-19.17","0","-48.13","23.62","38.63","49.84","27.2","148","Medical","Medical - Drugs","5.93","3"
"Columbia Financial","CLBK","2913.78","10.81","8417770","1.6","11.7","19.93","94.42","35.12","3.85","22.13","11.08","6.24","156","Finance","Financial - Miscellaneous Services","11.19","4"
"Columbia Sportswear","COLM","2916.05","57.02","697513","-2.78","-10.52","-3.63","42.8","-8.61",".85","5.38","67.79","48.96","187","Consumer Discretionary","Textile - Apparel","6.05","4"
"Columbus McKinnon","CMCO","557.37","19.31","827075","-4.03","48.65","38.52","64.48","-1.16","23.93","5.15","23.27","12.12","7","Industrial Products","Manufacturing - Material Handling","-21.25","1"
"Comcast","CMCSA","89425.65","25.2","33079120","2.61","5.13","1.08","26.82","-25.56","-.02","11.02","34.15","21.92","190","Consumer Discretionary","Cable Television","8.97","3"
"Comfort Systems USA","FIX","58944.87","1674.84","525973","-5.43","-3.3","-9.68","71.73","58.45","29.52","12.77","2066.51","680.86","44","Construction","Building Products - Air Conditioner and Heating","12.77","1"
"CommVault Systems","CVLT","5778.62","139.43","737153","11.61","-6.2","31.61","53.44","-1.8","18.89","17.1","195.41","75.18","85","Computer and Technology","Computer - Software","5.62","3"
"Commerce Bancshares","CBSH","8412.3","58.65","1167033","-1.71",".27","12.98","72.51","-1.06","2.44","31.29","62.88","47.49","52","Finance","Banks - Midwest","26.07","2"
"Commercial Metals","CMC","8098.81","73.21","1139740","4.27","14.98","4.48","66.88","-6.62","-1.61","7.73","83.21","53.02","108","Basic Materials","Steel - Producers","6.72","3"
"Community Healthcare Trust","CHCT","433.25","15.12","322908","-17.2","-16.33","-12.55","31.7","-18.7","4.67","16.81","19.02","13.31","88","Finance","REIT and Equity Trust - Other","16.81","2"
"Companhia de saneamento Basico Do Estado De Sao Paulo  Sabesp","SBS","18333.31","5.21","5804783","-4.05","-12.14","-10.94","40.32","-3.56","1.75","19.14","7.08","3.95","214","Utilities","Utility - Water Supply","24.25","4"
"Compass","COMP","9264.7","12.4","12255171","5.53","7.83","56.76","82.9","3.58","23.67",".63","13.58","6.68","101","Computer and Technology","Internet - Software",".63","3"
"Compass Diversified Holdings","CODI","833.61","11.08","572089","4.82","11.58","-7.82","82.12","103.81","-14.77",".6","12.48","4.65","108","Finance","Financial - Investment Funds","-5.38","3"
"Compass Minerals International","CMP","1134.32","27.02","466608","-6.05","-8.5","-6.73","61.76","21.47","11.32","2.55","33.51","16.54","99","Basic Materials","Chemical - Diversified ","1.42","3"
"Comstock Resources","CRK","4216.39","14.36","2412313","7.08","8.46","-2.11","13.21","-45.3","77.12","5.58","27.37","12.38","213","Oils-Energy","Oil and Gas - Exploration and Production - United States","23.31","4"
"Concentra Group Holdings Parent, Inc.","CON","4348.35","34.1","932397","7.57","8.63","30.75","100","52.99","13.85","8.93","34.1","18.71","88","Medical","Medical Services","8.69","2"
"ConnectOne Bancorp","CNOB","1638.4","32.58","468418","-2.66",".96","11.39","86.6","9.71","27.18","35.1","34.11","22.69","50","Finance","Banks - Northeast","20.21","2"
"ConocoPhillips","COP","147800.55","123.03","6485777","3.25","9.02","-1.21","77.63","16.04","8.07","14.62","133.8","85.66","199","Oils-Energy","Oil and Gas - Integrated - United States","14.22","3"
"Consolidated Edison","ED","39312.79","106.3","2283107","-1.53","-4.94","-.2","54.31","-5.5","10.89","11.89","115.46","95.41","151","Utilities","Utility - Electric Power","12.53","3"
"Constellation Brands","STZ","22780.13","133.39","1868967","1.55","-.83","-9.62","12.6","-14.63","-10.96","23.11","173.22","127.65","197","Consumer Staples","Beverages - Alcohol","18.87","3"
"Constellation Energy Corporation","CEG","95815.35","270.43","2826024","-1.2","4.99","3.22","20.26","-32.41","8.34","11.39","403.95","236.5","156","Oils-Energy","Alternative Energy - Other","11.08","4"
"Constellium","CSTM","3981.8","29.38","1740393","3.38","1.98","-8.9","70.65","37.62","15.19","5.69","36.15","13.08","236","Industrial Products","Metal Products - Distribution","5.69","3"
"Construction Partners","ROAD","6680.15","118.16","1415824","9.29","26.36","2.79","52.48","-3.89","54.2","4.5","140.48","93.51","108","Construction","Building Products - Miscellaneous","4.1","3"
"Controladora Vuela Compania de Aviacion, B. de C.V.","VLRS","939.78","8.06","552472","-.25","2.28","26.93","49.01","-19.86","-3.31","-5.71","10.63","5.59","163","Transportation","Transportation - Airline","-5.71","3"
"Copa Holdings","CPA","5623.23","136.69","307887","-6.42","-5.11","1.98","58.49",".07","5.03","15.71","157.19","107.81","163","Transportation","Transportation - Airline","15.71","3"
"Copart","CPRT","27394.76","29.59","11460043",".82","7.82","-11.51","10.61","-33.27","9.68","33.48","49.97","27.17","201","Business Services","Auction and Valuation Services","33.48","4"
"CorMedix","CRMD","590.74","7.53","871576","-.26","-9.5","-4.8","14.92","-42.83","617.03","40.93","14.83","6.25","152","Medical","Medical - Biomedical and Genetics","45.25","3"
"Corcept Therapeutics","CORT","12348.08","114.23","1374312","1.27","32.98","107.24","95.25","189.82","12.79","6.52","118.32","32.15","148","Medical","Medical - Drugs","6.52","3"
"Core & Main","CNM","8959.98","46.3","1841365","1.2","3.49",".37","15.97","-21.34","2.77","7.12","66.98","42.37","190","Industrial Products","Manufacturing - Tools & Related Products","5.87","3"
"Core Natural Resources, Inc.","CNR","4673.75","94.16","571153","17.33","12.3","12.27","56.53","-6.07","86.23",".02","113.23","69.36","65","Oils-Energy","Coal","2.34","3"
"Core Scientific, Inc.","CORZ","6246.86","19.44","13533808","-14.85","-14.4","-17.52","37.73","17.89","-37.53","-71.01","29.16","13.55","156","Finance","Financial - Miscellaneous Services","-325.5","3"
"CoreWeave Inc.","CRWV","39471.55","88.19","26826040","2.83","5.86","-15.01","31.13","8.74","167.94","-16.78","148.75","60.82","101","Computer and Technology","Internet - Software","-25.57","4"
"Corebridge Financial, Inc.","CRBG","15374.7","34.49","4551235","10.16","11.91","25.15","96.14",".94","4.52","10.61","34.98","22.3","93","Finance","Insurance - Multi line","4.37","4"
"Corning","GLW","135892.63","157.76","14460797","7.58","-13.84","-11.64","48.77","59.08","19.14","14.08","255.69","64.52","84","Computer and Technology","Communication - Components","11.2","3"
"Corpay, Inc.","CPAY","26202.29","400.88","576690","3.91","10.72","15.03","100","17.62","13.93","33.67","400.88","255","162","Business Services","Financial Transaction Services","22.72","3"
"Corsair Gaming","CRSR","1483.11","13.71","2070788","26.94","44.77","99.27","93.45","103.79","11.86","7.42","14.35","4.58","201","Consumer Discretionary","Gaming","2.36","2"
"Corteva","CTVA","51020.48","76.47","4723458",".57","-11.15","-5.69","52.42",".73","2.92","14.27","90.51","61","93","Consumer Staples","Agriculture - Operations","5.66","3"
"Costco Wholesale","COST","422524.44","952.75","2034494","-.14","2.84","-11.49","42.06","-2.45","8.17","2.99","1094.32","850","85","Retail-Wholesale","Retail - Discount Stores","3.01","3"
"Coupang","CPNG","29062.09","16.19","21137880","-1.4","-9.65","3.12","5.81","-39.4","14.09","-1.01","33.53","15.12","159","Retail-Wholesale","Internet - Commerce","-2.16","4"
"Coursera","COUR","975.36","5.76","7358481","-2.37","1.59",".52","9.42","-30.9","9.04","9.1","12.2","5.09","161","Business Services","Technology Services","-15.39","1"
"Cousins Properties","CUZ","4834.36","29.37","1731363","-6.47","-3.7","11.59","73.27",".59","16",".63","32.3","21.34","88","Finance","REIT and Equity Trust - Other",".62","3"
"Covista Inc.","CVSA","4381.14","128.71","383649",".96","-3.36",".67","60.46","9.83","9.27","15.08","154.45","89.36","79","Consumer Discretionary","Schools","12.87","2"
"Cracker Barrel Old Country Store","CBRL","1253.92","56.1","884239","-2.91","7.16","91.34","82.81","95.01",".37",".37","62.55","25.02","171","Retail-Wholesale","Retail - Restaurants",".79","3"
"Crane Company","CR","12678.51","219.35","518373",".01","1.62","28.45","89.19","5.01","8.16","14.97","226.44","160.86","63","Industrial Products","Manufacturing - General Industrial ","12.97","2"
"Crane NXT, Co.","CXT","2963.83","51.49","613555","-4.03","2.02","34.3","46.86","-3.42","11.43","13.68","68.91","36.13","161","Business Services","Technology Services","7.78","3"
"Credo Technology Group","CRDO","44742.57","239.935","5535258","9.89","1.29","53.54","70.85","47.23","205.68","49.55","302.52","87.81","42","Computer and Technology","Electronics - Semiconductors","35.37","3"
"Crescent Energy Company","CRGY","4034.23","12.21","6042235","6.82","22.22","-9.35","72.29","28.49","22.14","15.24","13.92","7.75","156","Oils-Energy","Alternative Energy - Other","1.27","3"
"Crexendo","CXDO","209.5","6.3","535794","-12.74","-23.26","-34.78","14.37","-14.03","12.05","16.27","10.47","5.6","152","Computer and Technology","Internet - Services","5.31","2"
"Cricut","CRCT","1238.4","5.9","777156","23.17","30.53","50.51","69.68","5.24","-.53","12.71","6.84","3.74","161","Business Services","Technology Services","12.71","1"
"Criteo","CRTO","879.51","17.95","510123","-16","-22.9","10.73","23.3","-23.1",".6","19.1","24.83","15.86","176","Computer and Technology","Internet - Software and Services","5.6","4"
"Crocs","CROX","6625.53","138.19","1048937","2.45","5.93","42.46","95.57","42.67","-1.5","16.1","141.19","73.39","187","Consumer Discretionary","Textile - Apparel","14.64","2"
"CrowdStrike","CRWD","229271.27","225.16","8299866","11.17","19.82","45.54","100","69.64","21.71","20.72","225.16","87.56","44","Computer and Technology","Security","-.89","3"
"Crown Castle Inc.","CCI","31317.77","73.61","4540748","-4.08","-7.8","-18.14","0","-26.87","-35.08","25.78","106.21","73.61","88","Finance","REIT and Equity Trust - Other","20.71","3"
"Crown Holdings","CCK","13084.98","120.31","1120452",".37","9.63","23.83","94.27","3.16","4.78","7.09","122.14","90.21","65","Industrial Products","Containers - Metal and Glass","5.91","2"
"CryoPort","CYRX","750.62","14.82","640528","-4.33","-5.67","11.35","80.58","36.3","-22.86","-17.65","16.57","7.56","88","Medical","Medical Services","-20.05","2"
"CubeSmart","CUBE","9229.4","40.99","2416359","-2.03",".94","5.29","78.85",".39","20.88","29.41","42.5","35.36","88","Finance","REIT and Equity Trust - Other","29.41","3"
"Cullen/Frost Bankers","CFR","10294.95","165.65","653086","-1.95","4.91","20.24","93.3","15.5","2.46","28.66","168.94","119.85","52","Finance","Banks - Southwest","23.34","2"
"Cummins","CMI","87392.16","634.82","1042755","-2.16","-4.45","-6.35","72.95","9.81","-1.27","9.8","727.59","384.61","108","Auto-Tires-Trucks","Automotive - Internal Combustion Engines","7.82","3"
"Curbline Properties Corp.","CURB","3439.64","29.9","1343420","-1.16","-1.35","7.83","81.22","13.74","51.3","13.1","31.75","21.9","101","Finance","REIT and Equity Trust - Retail","13.1","2"
"Cushman & Wakefield","CWK","3117","13.28","2139907","-2.14","-.3","5.06","27.41","-27.58","8.91","2.9","17.2","11.8","174","Finance","Real Estate - Operations",".64","2"
